"","state","year","tavg","tmax","tmin","pcp"
"1912","New Jersey",1957,52.5,62.8,42.1,36
"1913","New Jersey",1958,50,59.6,40.5,54.1
"1914","New Jersey",1959,52.9,63.2,42.6,43.8
"1915","New Jersey",1960,51.1,61.2,40.9,46.2
"1916","New Jersey",1961,51.5,61.4,41.6,44.8
"1917","New Jersey",1962,50.2,60.5,40,42
"1918","New Jersey",1963,50.5,61.4,39.6,34.5
"1919","New Jersey",1964,51.6,62.5,40.7,36.4
"1920","New Jersey",1965,51,61.5,40.6,29.2
"1921","New Jersey",1966,51.1,61.5,40.8,40.2
"1922","New Jersey",1967,50.3,60.5,40.2,45.5
"1923","New Jersey",1968,51.3,61.7,40.9,39.8
"1924","New Jersey",1969,51.2,61,41.5,46.3
"1925","New Jersey",1970,51.4,61.3,41.5,40.2
"1926","New Jersey",1971,52,61.7,42.2,51.3
"1927","New Jersey",1972,51,60.6,41.3,56.9
"1928","New Jersey",1973,53.4,63.4,43.4,51.2
"1929","New Jersey",1974,52.1,62.3,41.9,44
"1930","New Jersey",1975,52.8,62.4,43.2,57.6
"1931","New Jersey",1976,51.1,61.7,40.5,38.6
"1932","New Jersey",1977,51.8,62,41.6,48.5
"1933","New Jersey",1978,50.2,60.3,40.2,47.6
"1934","New Jersey",1979,51.6,61.2,42,56.4
"1935","New Jersey",1980,51.6,62,41.2,38.2
"1936","New Jersey",1981,51.5,61.6,41.3,38.8
"1937","New Jersey",1982,51.4,61.6,41.2,39.9
"1938","New Jersey",1983,52.6,62.8,42.5,58.5
"1939","New Jersey",1984,52.2,62.1,42.3,49.1
"1940","New Jersey",1985,52.5,62.7,42.3,39.4
"1941","New Jersey",1986,52.3,62.4,42.1,45.6
"1942","New Jersey",1987,52.4,62.5,42.2,44.7
"1943","New Jersey",1988,51.6,62.2,41,40
"1944","New Jersey",1989,51.4,61.2,41.7,54.5
"1945","New Jersey",1990,54.4,64.7,44.2,48.9
"1946","New Jersey",1991,54.4,65,43.8,42.4
"1947","New Jersey",1992,51.2,61,41.4,41.6
"1948","New Jersey",1993,52.2,62.3,42.1,44.7
"1949","New Jersey",1994,52.2,62.8,41.6,47.3
"1950","New Jersey",1995,52.5,62.6,42.3,39.7
"1951","New Jersey",1996,51.5,61.2,41.9,59.1
"1952","New Jersey",1997,52,62.4,41.7,42.9
"1953","New Jersey",1998,55.1,65.2,45.1,41.7
"1954","New Jersey",1999,54.1,64.6,43.5,47.2
"1955","New Jersey",2000,52.2,62.2,42.2,45.2
"1956","New Jersey",2001,53.6,64.2,43.1,35.5
"1957","New Jersey",2002,54.3,64.7,44,45.9
"1958","New Jersey",2003,51.8,61.2,42.5,56.4
"1959","New Jersey",2004,53,62.5,43.5,48.7
"1960","New Jersey",2005,53.4,63.5,43.4,48.8
"1961","New Jersey",2006,55,65.1,44.8,51.4
"1962","New Jersey",2007,53.6,63.6,43.5,46.9
"1963","New Jersey",2008,53.6,64,43.3,47.2
"1964","New Jersey",2009,52.7,62.2,43.3,53.1
"1965","New Jersey",2010,54.7,64.7,44.7,44.6
"1966","New Jersey",2011,54.9,64.7,45,63.9
"1967","New Jersey",2012,55.9,65.7,46,42
"1968","New Jersey",2013,53.2,62.8,43.6,46.3
"1969","New Jersey",2014,51.9,62,41.9,48.9
"1970","New Jersey",2015,53.8,64.1,43.6,43.8
"1971","New Jersey",2016,54.9,65.4,44.6,39.5
"1972","New Jersey",2017,54.6,64.4,44.9,44.8
"1973","New Mexico",1950,54.2,70.8,37.7,10.5
"1974","New Mexico",1951,53,68.6,37.3,9.9
"1975","New Mexico",1952,52.7,67.9,37.6,11.5
"1976","New Mexico",1953,53.3,69.2,37.5,9.6
"1977","New Mexico",1954,54.9,70.6,39.3,11.1
"1978","New Mexico",1955,52.5,67.9,37.2,11.1
"1979","New Mexico",1956,53.4,69.8,37,6.5
"1980","New Mexico",1957,53.1,67,39.2,16
"1981","New Mexico",1958,53.2,67.7,38.7,16.6
"1982","New Mexico",1959,53,68.4,37.6,13.1
"1983","New Mexico",1960,52.2,67.3,37.2,14.6
"1984","New Mexico",1961,52.2,67.1,37.2,13.7
"1985","New Mexico",1962,53.3,68.5,38.1,12.6
"1986","New Mexico",1963,53.6,69,38.1,11.3
"1987","New Mexico",1964,51.7,67,36.4,10.1
"1988","New Mexico",1965,52.6,67.4,37.8,15.3
"1989","New Mexico",1966,52.6,67.8,37.4,12.2
"1990","New Mexico",1967,53,68.2,37.8,13
"1991","New Mexico",1968,52,66.8,37.2,12.6
"1992","New Mexico",1969,53.2,67.7,38.7,16.6
"1993","New Mexico",1970,52.2,67.5,37,10.3
"1994","New Mexico",1971,52.2,67.4,37,13.4
"1995","New Mexico",1972,53,68.1,37.9,16.7
"1996","New Mexico",1973,51.5,66.6,36.4,12
"1997","New Mexico",1974,52.8,67.9,37.6,14.8
"1998","New Mexico",1975,51.4,66.7,36,12.9
"1999","New Mexico",1976,51.9,67.3,36.4,11.3
"2000","New Mexico",1977,53.7,68.8,38.6,13.2
"2001","New Mexico",1978,53.2,67.6,38.9,16.4
"2002","New Mexico",1979,51.8,66.8,36.8,14.4
"2003","New Mexico",1980,53.6,68.9,38.4,12.1
"2004","New Mexico",1981,54.4,69.3,39.4,15.2
"2005","New Mexico",1982,52.6,66.9,38.3,15
"2006","New Mexico",1983,52.5,66.7,38.3,14.3
"2007","New Mexico",1984,52.4,66.8,38,17.6
"2008","New Mexico",1985,52.8,67.4,38.3,17.4
"2009","New Mexico",1986,53.6,67.8,39.3,20.5
"2010","New Mexico",1987,51.9,66.7,37.1,14.9
"2011","New Mexico",1988,52.6,67.7,37.6,15.9
"2012","New Mexico",1989,54,69.8,38.2,11
"2013","New Mexico",1990,53.3,68,38.5,15.9
"2014","New Mexico",1991,52.5,66.9,38.1,19
"2015","New Mexico",1992,52.6,67.1,38,15.5
"2016","New Mexico",1993,53.1,68,38.2,14.1
"2017","New Mexico",1994,54.4,69.7,39.2,14.4
"2018","New Mexico",1995,54.3,69.5,39.1,11.7
"2019","New Mexico",1996,54.7,70,39.4,14.1
"2020","New Mexico",1997,52.9,67.3,38.5,18.6
"2021","New Mexico",1998,54.2,69.2,39.2,14.1
"2022","New Mexico",1999,54.3,70,38.6,14.9
"2023","New Mexico",2000,55.2,70.5,39.9,13.3
"2024","New Mexico",2001,54.6,69.6,39.5,11.8
"2025","New Mexico",2002,54.4,69.7,39.1,12.2
"2026","New Mexico",2003,55.5,70.9,40.1,9
"2027","New Mexico",2004,53.5,67.9,39.2,17.2
"2028","New Mexico",2005,54.7,69.5,39.9,14.3
"2029","New Mexico",2006,54.7,70,39.5,15.9
"2030","New Mexico",2007,54.2,69.1,39.2,14.7
"2031","New Mexico",2008,53.6,69.1,38.2,13.7
"2032","New Mexico",2009,54.3,69.6,38.9,11.9
"2033","New Mexico",2010,54.2,69.1,39.2,14.8
"2034","New Mexico",2011,54.6,70.3,38.9,9.8
"2035","New Mexico",2012,56,71.8,40.1,8.4
"2036","New Mexico",2013,53.7,68.7,38.7,13.6
"2037","New Mexico",2014,54.8,69.8,39.8,13.2
"2038","New Mexico",2015,54.9,69.2,40.7,19.3
"2039","New Mexico",2016,55.5,70.6,40.5,12.9
"2040","New Mexico",2017,56.3,71.6,41,14.8
"2041","New York",1950,44.2,54.4,33.9,42.7
"2042","New York",1951,45,55,35,44.5
"2043","New York",1952,45.9,55.9,35.8,40.4
"2044","New York",1953,47,57.4,36.7,38.7
"2045","New York",1954,45,55,35,44.2
"2046","New York",1955,45.4,55.7,35,41.2
"2047","New York",1956,43.8,53.8,33.9,40
"2048","New York",1957,45.4,55.7,35,34.7
"2049","New York",1958,43.1,52.8,33.3,42
"2050","New York",1959,45.4,55.6,35.2,43
"2051","New York",1960,44.3,54.3,34.2,36.7
"2052","New York",1961,44.8,54.6,34.9,38.3
"2053","New York",1962,43.5,53.9,33,36.1
"2054","New York",1963,43.3,54.1,32.5,32.9
"2055","New York",1964,44.9,55.7,34.1,31.5
"2056","New York",1965,43.7,53.9,33.5,33.5
"2057","New York",1966,44.1,54.4,33.7,35.3
"2058","New York",1967,43.8,53.6,33.8,39.5
"2059","New York",1968,43.9,54.1,33.7,40.5
"2060","New York",1969,44.2,54,34.3,39.7
"2061","New York",1970,44.1,54.1,34,38.9
"2062","New York",1971,44.3,54.4,34.3,39.2
"2063","New York",1972,43.1,52.8,33.4,50.4
"2064","New York",1973,46.4,56.2,36.6,44.2
"2065","New York",1974,44.2,54.2,34.2,42.2
"2066","New York",1975,45.5,55.3,35.7,45.9
"2067","New York",1976,43.2,53.5,32.9,47.8
"2068","New York",1977,44.5,54.3,34.8,50
"2069","New York",1978,42.9,53.2,32.6,38.4
"2070","New York",1979,44.6,54.3,34.9,43.9
"2071","New York",1980,43.6,53.7,33.5,36.2
"2072","New York",1981,44.6,54.4,34.9,40.1
"2073","New York",1982,44.4,54.8,33.9,37.3
"2074","New York",1983,45.5,55.5,35.6,45.6
"2075","New York",1984,45.2,55,35.3,42.5
"2076","New York",1985,44.7,54.6,34.8,38.9
"2077","New York",1986,45.1,54.7,35.5,44.6
"2078","New York",1987,45.7,55.6,35.7,39.5
"2079","New York",1988,44.8,55.2,34.5,35.7
"2080","New York",1989,43.8,53.9,33.7,42.8
"2081","New York",1990,47.3,57.2,37.3,50
"2082","New York",1991,47.1,57.4,36.8,37
"2083","New York",1992,43.8,53.3,34.1,42.6
"2084","New York",1993,44.2,54.3,34,41.3
"2085","New York",1994,44.3,54.7,34,42.1
"2086","New York",1995,45.2,55.3,35.1,37.1
"2087","New York",1996,44.5,54,35,50.8
"2088","New York",1997,44.3,54.3,34.4,39
"2089","New York",1998,48.3,58,38.7,41.4
"2090","New York",1999,46.9,57.4,36.4,38.7
"2091","New York",2000,44.9,54.6,35.2,46.2
"2092","New York",2001,46.9,57.1,36.8,34.1
"2093","New York",2002,46.8,56.7,36.9,43.5
"2094","New York",2003,44.5,54.4,34.7,48
"2095","New York",2004,45.2,54.9,35.4,45.1
"2096","New York",2005,46.2,56.4,36.1,46.8
"2097","New York",2006,47.6,57.1,38.1,48.8
"2098","New York",2007,45.7,55.8,35.4,44.4
"2099","New York",2008,45.8,55.8,35.8,47.7
"2100","New York",2009,45,54.9,35.1,42.3
"2101","New York",2010,47.2,56.8,37.7,43.9
"2102","New York",2011,47.1,56.8,37.5,55.7
"2103","New York",2012,48.8,58.8,38.9,39.5
"2104","New York",2013,45.7,55.4,36.1,43.9
"2105","New York",2014,44.5,54.3,34.7,43.2
"2106","New York",2015,45.7,56.2,35.2,40.6
"2107","New York",2016,47.6,58,37.3,38.1
"2108","New York",2017,47,56.6,37.3,47.3
"2109","North Carolina",1950,58.8,69.9,47.6,45.2
"2110","North Carolina",1951,58.8,70.6,47.1,40.6
"2111","North Carolina",1952,59.2,71,47.5,48.8
"2112","North Carolina",1953,60,71.9,48.1,45.2
"2113","North Carolina",1954,59.1,71.4,46.8,42.3
"2114","North Carolina",1955,58.6,70.1,47.1,49.1
"2115","North Carolina",1956,59.1,70.4,47.9,47.6
"2116","North Carolina",1957,59.3,70.2,48.4,54
"2117","North Carolina",1958,56.8,67.7,45.9,50.1
"2118","North Carolina",1959,59.1,70.2,47.9,55.2
"2119","North Carolina",1960,57.2,68.4,45.9,50.2
"2120","North Carolina",1961,57.9,69.2,46.7,51.2
"2121","North Carolina",1962,57.6,68.7,46.5,53
"2122","North Carolina",1963,56.7,68.5,44.9,43.5
"2123","North Carolina",1964,58.1,69.4,46.8,57.3
"2124","North Carolina",1965,58.2,69.6,46.8,44.1
"2125","North Carolina",1966,56.8,68.1,45.6,47.9
"2126","North Carolina",1967,57.1,68.7,45.6,47.6
"2127","North Carolina",1968,57.2,69,45.4,41.6
"2128","North Carolina",1969,57,67.9,46,50.4
"2129","North Carolina",1970,58.4,70,46.9,43.8
"2130","North Carolina",1971,58.7,69.5,47.8,56.4
"2131","North Carolina",1972,58,69,47.1,53.3
"2132","North Carolina",1973,58.9,70.1,47.8,52.2
"2133","North Carolina",1974,59,70.3,47.8,52.2
"2134","North Carolina",1975,59.3,70.5,48.2,57.5
"2135","North Carolina",1976,57.3,69.3,45.3,45.9
"2136","North Carolina",1977,58.3,69.7,46.9,48.8
"2137","North Carolina",1978,57.4,68.7,46.2,47.8
"2138","North Carolina",1979,57.6,68.7,46.5,58.7
"2139","North Carolina",1980,57.9,69.4,46.5,44.3
"2140","North Carolina",1981,57.2,68.9,45.4,40.7
"2141","North Carolina",1982,58.6,69.3,47.8,52.1
"2142","North Carolina",1983,57.8,69,46.7,52.8
"2143","North Carolina",1984,58.6,69.8,47.4,50.9
"2144","North Carolina",1985,59.2,70.3,48.1,47
"2145","North Carolina",1986,59.8,70.9,48.7,38.9
"2146","North Carolina",1987,58.5,69.7,47.2,47.9
"2147","North Carolina",1988,57.3,69,45.6,39.9
"2148","North Carolina",1989,58.2,68.8,47.6,60.5
"2149","North Carolina",1990,61.1,72.7,49.4,48.6
"2150","North Carolina",1991,60.2,71.1,49.4,47.8
"2151","North Carolina",1992,58.2,68.8,47.6,52.6
"2152","North Carolina",1993,58.7,69.8,47.6,46.1
"2153","North Carolina",1994,59,70.2,47.8,50.1
"2154","North Carolina",1995,58.4,69.3,47.6,54.3
"2155","North Carolina",1996,57.8,68.6,46.9,56.7
"2156","North Carolina",1997,58.1,69.4,46.8,46.1
"2157","North Carolina",1998,60.8,71.8,49.8,53.8
"2158","North Carolina",1999,59.7,71.2,48.2,52.4
"2159","North Carolina",2000,58.4,69.8,47,44.3
"2160","North Carolina",2001,59.4,71.1,47.7,37.8
"2161","North Carolina",2002,60,71.1,48.8,47.5
"2162","North Carolina",2003,58.7,69.2,48.3,63.1
"2163","North Carolina",2004,59.3,69.9,48.8,49.1
"2164","North Carolina",2005,59.4,70.3,48.5,47.5
"2165","North Carolina",2006,59.8,71.3,48.3,51.1
"2166","North Carolina",2007,60.5,72.4,48.6,34.7
"2167","North Carolina",2008,59.3,70.7,47.9,45.8
"2168","North Carolina",2009,58.9,69.4,48.3,53.1
"2169","North Carolina",2010,59,70.2,47.8,46.2
"2170","North Carolina",2011,60.4,71.8,49,45.9
"2171","North Carolina",2012,60.7,71.8,49.6,46.6
"2172","North Carolina",2013,58.6,68.9,48.2,56.4
"2173","North Carolina",2014,58.4,69.2,47.4,50
"2174","North Carolina",2015,60.5,71,50,58.3
"2175","North Carolina",2016,60.8,71.7,50,50.6
"2176","North Carolina",2017,61,71.9,50.1,47.9
"2177","North Dakota",1950,34.9,46,23.8,18.5
"2178","North Dakota",1951,35.6,46.7,24.6,16.6
"2179","North Dakota",1952,40.6,52.9,28.3,12.1
"2180","North Dakota",1953,42.1,53.6,30.6,19.9
"2181","North Dakota",1954,40.8,52,29.6,18.6
"2182","North Dakota",1955,38.8,50.8,26.7,17.2
"2183","North Dakota",1956,39.1,50.9,27.4,17.4
"2184","North Dakota",1957,40.1,51.2,28.9,18.9
"2185","North Dakota",1958,40.6,52.9,28.4,13.7
"2186","North Dakota",1959,39.5,51.1,27.8,15.7
"2187","North Dakota",1960,39.6,51.7,27.5,14.7
"2188","North Dakota",1961,41.1,53.6,28.6,13
"2189","North Dakota",1962,39.8,51.2,28.5,21.2
"2190","North Dakota",1963,41.9,54.3,29.6,17.4
"2191","North Dakota",1964,39.8,51.8,27.6,19.4
"2192","North Dakota",1965,37.6,48.9,26.4,20.9
"2193","North Dakota",1966,38.1,49.7,26.4,16.7
"2194","North Dakota",1967,39.3,51.4,27.2,14.4
"2195","North Dakota",1968,39.5,50.9,28,18.9
"2196","North Dakota",1969,38.7,50,27.4,16.9
"2197","North Dakota",1970,38.4,49.9,27,19
"2198","North Dakota",1971,39.1,50.4,27.8,19.8
"2199","North Dakota",1972,37.6,48.6,26.5,17.5
"2200","North Dakota",1973,41.8,53.2,30.3,16.8
"2201","North Dakota",1974,39.9,51.8,28,15.6
"2202","North Dakota",1975,39.4,50.4,28.4,21.2
"2203","North Dakota",1976,41.3,54.1,28.4,12.2
"2204","North Dakota",1977,41.1,52.6,29.5,21.3
"2205","North Dakota",1978,38.1,49.6,26.7,17.8
"2206","North Dakota",1979,37.2,48.7,25.8,14.4
"2207","North Dakota",1980,41.2,53.4,29,16.7
"2208","North Dakota",1981,43.2,55.2,31.3,17
"2209","North Dakota",1982,37.8,49,26.7,21.4
"2210","North Dakota",1983,41.1,51.8,30.4,15.7
"2211","North Dakota",1984,41,52.4,29.7,15.8
"2212","North Dakota",1985,38.2,50,26.5,17.3
"2213","North Dakota",1986,41.7,52.7,30.6,21.7
"2214","North Dakota",1987,45,56.6,33.4,16.1
"2215","North Dakota",1988,42.4,55.4,29.5,11.4
"2216","North Dakota",1989,39.4,51.6,27.2,14.3
"2217","North Dakota",1990,42.6,55.2,29.9,15
"2218","North Dakota",1991,42.3,53.7,30.9,19.7
"2219","North Dakota",1992,41.2,52.6,29.9,14.7
"2220","North Dakota",1993,38.3,49.3,27.3,22.9
"2221","North Dakota",1994,40,51.3,28.7,20.4
"2222","North Dakota",1995,39.6,50.2,29,19.5
"2223","North Dakota",1996,36.5,47.4,25.6,18.5
"2224","North Dakota",1997,40.7,52,29.4,16.5
"2225","North Dakota",1998,43.2,53.8,32.6,21.1
"2226","North Dakota",1999,43,54.1,31.8,20.4
"2227","North Dakota",2000,41.1,52.6,29.5,21.3
"2228","North Dakota",2001,42.2,53.7,30.8,16.8
"2229","North Dakota",2002,41,52.3,29.7,15.8
"2230","North Dakota",2003,40.8,52.5,29,16.2
"2231","North Dakota",2004,40.5,52,29.1,18.8
"2232","North Dakota",2005,42.4,53.6,31.2,20.9
"2233","North Dakota",2006,43.8,55.7,32.1,14
"2234","North Dakota",2007,41.8,53.4,30.1,19
"2235","North Dakota",2008,39.3,51.4,27.3,19.7
"2236","North Dakota",2009,38.5,49.3,27.7,18.9
"2237","North Dakota",2010,40.9,51.4,30.4,23.4
"2238","North Dakota",2011,40.7,51.3,30,21.4
"2239","North Dakota",2012,44.1,56.2,32.1,15
"2240","North Dakota",2013,38.8,49.6,28,23.2
"2241","North Dakota",2014,39,50,28,18.6
"2242","North Dakota",2015,43.4,55.1,31.6,17.7
"2243","North Dakota",2016,44.4,55.4,33.3,21.8
"2244","North Dakota",2017,42,53.5,30.6,12.9
"2245","Ohio",1950,49.4,59.8,39,48.3
"2246","Ohio",1951,50,60.9,39.2,40.8
"2247","Ohio",1952,51.6,62.4,40.7,35.5
"2248","Ohio",1953,52.3,63.7,41,29
"2249","Ohio",1954,51.6,62.3,40.9,36.7
"2250","Ohio",1955,51.3,62.2,40.4,36.1
"2251","Ohio",1956,50.6,61,40.3,40.8
"2252","Ohio",1957,50.8,61.2,40.3,39.7
"2253","Ohio",1958,48.4,58.4,38.2,39.3
"2254","Ohio",1959,51.3,62.2,40.4,40.7
"2255","Ohio",1960,49.2,59.5,38.8,29.9
"2256","Ohio",1961,50,60.3,39.8,40.3
"2257","Ohio",1962,49.4,59.9,38.9,33.5
"2258","Ohio",1963,48.5,60.1,36.9,26.7
"2259","Ohio",1964,50.9,62.2,39.5,37.5
"2260","Ohio",1965,50.4,61,39.8,36.8
"2261","Ohio",1966,49.1,59.6,38.7,36.3
"2262","Ohio",1967,49.5,59.9,39.1,35.7
"2263","Ohio",1968,49.7,60,39.4,38.7
"2264","Ohio",1969,49.4,59.6,39.2,36.7
"2265","Ohio",1970,50.6,60.8,40.4,37.9
"2266","Ohio",1971,50.6,61.1,40,33.9
"2267","Ohio",1972,49.4,59,39.7,42.9
"2268","Ohio",1973,52.2,61.9,42.4,41.6
"2269","Ohio",1974,50.4,60.5,40.3,40.5
"2270","Ohio",1975,51.1,61,41.2,42.9
"2271","Ohio",1976,48.9,59.9,37.8,33.9
"2272","Ohio",1977,50,60.5,39.5,38.8
"2273","Ohio",1978,48.3,58.5,38.1,38.3
"2274","Ohio",1979,48.9,58.8,39,45.1
"2275","Ohio",1980,49.3,59.3,39.2,39.6
"2276","Ohio",1981,49.6,59.6,39.5,39
"2277","Ohio",1982,50.3,60.8,39.8,37.7
"2278","Ohio",1983,51,61.2,40.9,40.3
"2279","Ohio",1984,50.4,60.4,40.3,36.9
"2280","Ohio",1985,50.4,60.6,40.2,39.9
"2281","Ohio",1986,51.6,61.4,41.8,38.9
"2282","Ohio",1987,52.3,62.6,41.9,31.4
"2283","Ohio",1988,50.4,61.5,39.2,32.1
"2284","Ohio",1989,49.4,59.3,39.6,42.6
"2285","Ohio",1990,52.7,62.7,42.6,51
"2286","Ohio",1991,53.1,63.3,42.9,31.6
"2287","Ohio",1992,50.3,59.8,40.7,39.7
"2288","Ohio",1993,50.4,60.1,40.7,38.6
"2289","Ohio",1994,50.5,61.1,39.8,35.6
"2290","Ohio",1995,50.3,60.5,40.2,38.6
"2291","Ohio",1996,49.5,59.3,39.7,46.8
"2292","Ohio",1997,49.9,59.8,40.1,38.3
"2293","Ohio",1998,54.1,64,44.2,39.9
"2294","Ohio",1999,52.3,63.5,41.1,33
"2295","Ohio",2000,50.8,60.9,40.6,40.8
"2296","Ohio",2001,52.4,62.5,42.2,37.3
"2297","Ohio",2002,52.5,62.6,42.5,38.5
"2298","Ohio",2003,50.2,59.9,40.5,46.4
"2299","Ohio",2004,51.3,61.1,41.6,45.4
"2300","Ohio",2005,51.8,61.8,41.8,40.1
"2301","Ohio",2006,52.7,62.5,42.9,43.5
"2302","Ohio",2007,52.3,62.6,41.9,41.1
"2303","Ohio",2008,50.6,61,40.3,44.1
"2304","Ohio",2009,50.5,60.6,40.5,36.5
"2305","Ohio",2010,51.7,61.9,41.5,36.7
"2306","Ohio",2011,52.3,61.9,42.7,55.9
"2307","Ohio",2012,54,64.7,43.4,37.2
"2308","Ohio",2013,50.9,60.5,41.3,41.6
"2309","Ohio",2014,49.2,59.3,39,38.5
"2310","Ohio",2015,51.6,61.9,41.4,43
"2311","Ohio",2016,53.6,63.9,43.2,37.3
"2312","Ohio",2017,53.2,63.3,43.2,45.5
"2313","Oklahoma",1950,58.9,71.4,46.5,34.7
"2314","Oklahoma",1951,59.2,71.6,46.8,34.9
"2315","Oklahoma",1952,60.6,73.5,47.6,23.5
"2316","Oklahoma",1953,61.3,73.9,48.6,31.6
"2317","Oklahoma",1954,62.6,75.9,49.3,22.8
"2318","Oklahoma",1955,60.2,72.8,47.7,29.3
"2319","Oklahoma",1956,61.6,74.9,48.2,20.7
"2320","Oklahoma",1957,59,70,48.1,47.8
"2321","Oklahoma",1958,58.6,70,47.2,32.8
"2322","Oklahoma",1959,58.9,70.9,46.8,40
"2323","Oklahoma",1960,58.4,70,46.7,36.2
"2324","Oklahoma",1961,58.2,70,46.4,37.7
"2325","Oklahoma",1962,59.8,71.9,47.7,32.1
"2326","Oklahoma",1963,60.8,73.9,47.6,21.6
"2327","Oklahoma",1964,60.1,72.6,47.6,32.7
"2328","Oklahoma",1965,60.4,72.6,48.1,29.8
"2329","Oklahoma",1966,58.6,71.1,46.1,24.9
"2330","Oklahoma",1967,59.5,72,47.1,32.7
"2331","Oklahoma",1968,58.2,69.9,46.4,39.1
"2332","Oklahoma",1969,59.1,70.8,47.4,33.6
"2333","Oklahoma",1970,59.2,71.5,47,29.1
"2334","Oklahoma",1971,59.5,71.6,47.4,34.3
"2335","Oklahoma",1972,59.2,71.3,47.1,29.4
"2336","Oklahoma",1973,59,70.3,47.7,46.7
"2337","Oklahoma",1974,59.6,71.7,47.4,39.5
"2338","Oklahoma",1975,58.7,70.6,46.7,35.6
"2339","Oklahoma",1976,58.6,71.9,45.4,26.7
"2340","Oklahoma",1977,60.7,73,48.4,31.9
"2341","Oklahoma",1978,58.5,70.6,46.4,28.3
"2342","Oklahoma",1979,57.4,69.3,45.4,34.7
"2343","Oklahoma",1980,60.5,73.2,47.7,26.5
"2344","Oklahoma",1981,60.4,72.4,48.5,35.2
"2345","Oklahoma",1982,59,71,46.9,35.6
"2346","Oklahoma",1983,58,69.4,46.6,33
"2347","Oklahoma",1984,59.4,71.6,47.2,34.1
"2348","Oklahoma",1985,58.7,70.3,47.1,42.2
"2349","Oklahoma",1986,60.8,72.2,49.3,40.3
"2350","Oklahoma",1987,59.6,71.2,47.9,41.2
"2351","Oklahoma",1988,59.1,71.8,46.6,29.4
"2352","Oklahoma",1989,58.1,70.2,45.9,35.3
"2353","Oklahoma",1990,60.7,72.8,48.5,43.2
"2354","Oklahoma",1991,60.3,71.9,48.6,38.7
"2355","Oklahoma",1992,59.3,70.8,47.9,41.4
"2356","Oklahoma",1993,58.1,69.5,46.7,39.1
"2357","Oklahoma",1994,59.7,71.8,47.7,36.2
"2358","Oklahoma",1995,59.4,71.5,47.3,37.8
"2359","Oklahoma",1996,59,71.3,46.6,37.2
"2360","Oklahoma",1997,58.7,70.1,47.3,39.3
"2361","Oklahoma",1998,62.1,73.7,50.4,36.1
"2362","Oklahoma",1999,61.3,73.7,49,37.2
"2363","Oklahoma",2000,60.3,72.3,48.3,36.9
"2364","Oklahoma",2001,60.8,72.5,49,31.9
"2365","Oklahoma",2002,59.4,71.1,47.7,35
"2366","Oklahoma",2003,59.9,72,47.7,27.8
"2367","Oklahoma",2004,60.1,71.4,48.8,40.2
"2368","Oklahoma",2005,60.8,73,48.7,27.5
"2369","Oklahoma",2006,62.2,75.2,49.2,29.8
"2370","Oklahoma",2007,60,71,49,43.5
"2371","Oklahoma",2008,59.6,72,47.1,38.3
"2372","Oklahoma",2009,59.4,71.4,47.5,38
"2373","Oklahoma",2010,60.3,72,48.6,32
"2374","Oklahoma",2011,61.6,74.7,48.6,26.2
"2375","Oklahoma",2012,63.2,76,50.3,25.7
"2376","Oklahoma",2013,58.8,70.8,46.9,36.7
"2377","Oklahoma",2014,58.9,71,46.8,28.8
"2378","Oklahoma",2015,60.8,72.4,49.2,53.7
"2379","Oklahoma",2016,62.3,74.6,50,31.1
"2380","Oklahoma",2017,61.8,74,49.6,38.6
"2381","Oregon",1950,46.2,57.1,35.3,41
"2382","Oregon",1951,46.1,57.7,34.5,35
"2383","Oregon",1952,46.1,58,34.2,26.6
"2384","Oregon",1953,47.3,58.3,36.3,41.2
"2385","Oregon",1954,46.2,57.7,34.7,29.7
"2386","Oregon",1955,44.6,55.7,33.6,35.9
"2387","Oregon",1956,46,57.3,34.8,34.5
"2388","Oregon",1957,46,56.9,35,34.7
"2389","Oregon",1958,49,60.2,37.9,34.9
"2390","Oregon",1959,46.8,58.4,35.2,26.8
"2391","Oregon",1960,46.5,58,35,34.3
"2392","Oregon",1961,47.6,58.9,36.3,35.4
"2393","Oregon",1962,46.4,57.7,35.1,30.7
"2394","Oregon",1963,47,57.9,36.2,32.1
"2395","Oregon",1964,45.3,56.6,34.1,38.9
"2396","Oregon",1965,46.9,58.3,35.5,27.7
"2397","Oregon",1966,47.4,59.1,35.7,30.7
"2398","Oregon",1967,47.8,59.4,36.2,27.8
"2399","Oregon",1968,47.2,58.3,36.1,35
"2400","Oregon",1969,46.4,57.8,35.1,31.8
"2401","Oregon",1970,46.7,58.1,35.3,37.1
"2402","Oregon",1971,45.8,56.7,35,38.2
"2403","Oregon",1972,46.3,57.6,35,33.4
"2404","Oregon",1973,47.3,58.4,36.2,35
"2405","Oregon",1974,47,58.7,35.4,31.9
"2406","Oregon",1975,45.8,56.4,35.2,36.3
"2407","Oregon",1976,46.4,58.2,34.7,22.6
"2408","Oregon",1977,47,58.2,35.7,31.6
"2409","Oregon",1978,46.5,57.4,35.7,29
"2410","Oregon",1979,46.9,58,35.8,32.6
"2411","Oregon",1980,47,58,36.1,32.9
"2412","Oregon",1981,47.8,58.9,36.7,38
"2413","Oregon",1982,45.4,56,34.9,38.2
"2414","Oregon",1983,47,56.9,37,44.4
"2415","Oregon",1984,45.6,56.1,35.2,38
"2416","Oregon",1985,44.6,56.2,32.9,23.1
