"","state","year","tavg","tmax","tmin","pcp"
"2916","Utah",2009,48.4,61.5,35.3,11.8
"2917","Utah",2010,48.3,60.8,35.8,17.2
"2918","Utah",2011,47.6,60.4,34.8,14.7
"2919","Utah",2012,50.9,64.3,37.6,10.6
"2920","Utah",2013,47.8,60.5,35.1,13.2
"2921","Utah",2014,50.4,63.2,37.7,13.3
"2922","Utah",2015,50.7,63.3,38.2,15.4
"2923","Utah",2016,50.2,62.9,37.5,14
"2924","Utah",2017,50.7,63.7,37.8,12.8
"2925","Vermont",1950,41.6,52.6,30.6,41.8
"2926","Vermont",1951,42.2,52.6,31.8,46.5
"2927","Vermont",1952,42.8,53.4,32.1,42.5
"2928","Vermont",1953,44.4,55.6,33.3,41.7
"2929","Vermont",1954,41.6,51.8,31.4,52.2
"2930","Vermont",1955,41.9,52.6,31.2,40.2
"2931","Vermont",1956,40.6,51.4,29.8,38.7
"2932","Vermont",1957,42.4,53.7,31,37.2
"2933","Vermont",1958,40.1,50.7,29.6,40.6
"2934","Vermont",1959,42.2,53,31.3,44.6
"2935","Vermont",1960,41.7,52.5,30.8,40
"2936","Vermont",1961,41.8,52.4,31.2,36.5
"2937","Vermont",1962,40.1,51.3,29,40.6
"2938","Vermont",1963,40.4,51.8,29.1,34.5
"2939","Vermont",1964,41.6,52.9,30.2,35.2
"2940","Vermont",1965,40.5,51.4,29.6,35.1
"2941","Vermont",1966,41.3,52.3,30.2,38.2
"2942","Vermont",1967,40.7,51.4,30,40.4
"2943","Vermont",1968,40.8,51.6,29.9,41.8
"2944","Vermont",1969,41.5,51.8,31.2,46.3
"2945","Vermont",1970,41,51.9,30.1,38
"2946","Vermont",1971,41,52,30,41.2
"2947","Vermont",1972,40,50.5,29.6,48.2
"2948","Vermont",1973,43.4,53.7,33.1,52.7
"2949","Vermont",1974,41.2,51.8,30.6,46.2
"2950","Vermont",1975,42.5,53.1,31.8,47.6
"2951","Vermont",1976,40.5,51.4,29.5,53
"2952","Vermont",1977,41.9,52.1,31.6,48.4
"2953","Vermont",1978,40,51.2,28.8,40.2
"2954","Vermont",1979,42.4,52.6,32.3,43.9
"2955","Vermont",1980,40.6,51.3,29.9,35.7
"2956","Vermont",1981,42.2,52.6,31.9,47.3
"2957","Vermont",1982,41.3,52.6,30,37.9
"2958","Vermont",1983,42.6,53,32.3,54.1
"2959","Vermont",1984,42.5,53.3,31.8,44.6
"2960","Vermont",1985,41.5,52,30.9,39.4
"2961","Vermont",1986,41.8,52.4,31.3,46.4
"2962","Vermont",1987,42.2,52.9,31.5,41.7
"2963","Vermont",1988,41.8,52.6,30.9,37.6
"2964","Vermont",1989,40.7,51.6,29.9,44.9
"2965","Vermont",1990,44,54.5,33.6,54.2
"2966","Vermont",1991,43.5,54.4,32.7,41.7
"2967","Vermont",1992,40.6,51,30.2,38.5
"2968","Vermont",1993,41.2,52,30.4,41.7
"2969","Vermont",1994,41.3,52.1,30.6,43
"2970","Vermont",1995,42.3,52.8,31.9,42.1
"2971","Vermont",1996,42,51.8,32.2,52.6
"2972","Vermont",1997,41.1,51.6,30.5,42.7
"2973","Vermont",1998,45.2,55.3,35.1,47.5
"2974","Vermont",1999,44.3,55.2,33.4,42.4
"2975","Vermont",2000,41.8,51.9,31.7,48.6
"2976","Vermont",2001,43.8,54.7,32.8,34.3
"2977","Vermont",2002,43.6,53.9,33.3,47.2
"2978","Vermont",2003,41.5,52,31,49.8
"2979","Vermont",2004,41.8,52.4,31.3,41.8
"2980","Vermont",2005,43.4,53.9,32.9,52.3
"2981","Vermont",2006,45.1,54.7,35.5,54.2
"2982","Vermont",2007,42.2,52.7,31.7,48.8
"2983","Vermont",2008,43,53.4,32.6,54.6
"2984","Vermont",2009,42.3,52.5,32.1,47.4
"2985","Vermont",2010,44.9,54.6,35.2,49.2
"2986","Vermont",2011,44.3,54.3,34.3,58.2
"2987","Vermont",2012,45.8,56.2,35.5,42.3
"2988","Vermont",2013,43.2,53.3,33.2,46.5
"2989","Vermont",2014,42,52.2,31.7,46
"2990","Vermont",2015,42.6,53.7,31.5,42.4
"2991","Vermont",2016,44.6,55.3,34,38.6
"2992","Vermont",2017,43.9,54,33.7,46.2
"2993","Virginia",1950,54.8,65.8,43.7,42
"2994","Virginia",1951,55,66.6,43.4,40.7
"2995","Virginia",1952,55.7,67.2,44.2,45.5
"2996","Virginia",1953,56.7,68.7,44.7,36.9
"2997","Virginia",1954,55.6,67.6,43.6,39.5
"2998","Virginia",1955,55,66.4,43.6,41.8
"2999","Virginia",1956,55.3,66.3,44.3,42.5
"3000","Virginia",1957,55.6,66.5,44.8,45.7
"3001","Virginia",1958,53,63.7,42.2,45.5
"3002","Virginia",1959,55.8,67.2,44.4,42.2
"3003","Virginia",1960,53.6,64.7,42.5,41.5
"3004","Virginia",1961,54.3,65.2,43.3,47.8
"3005","Virginia",1962,53.5,64.4,42.6,44.9
"3006","Virginia",1963,53.3,65.4,41.1,33
"3007","Virginia",1964,54.5,66.2,42.9,40.3
"3008","Virginia",1965,54.6,66.1,43.1,32.7
"3009","Virginia",1966,53.3,64.7,42,40.9
"3010","Virginia",1967,53.4,64.9,41.9,39
"3011","Virginia",1968,53.8,65.4,42.3,35.6
"3012","Virginia",1969,53.4,64.2,42.7,41.8
"3013","Virginia",1970,54.8,66,43.6,36.9
"3014","Virginia",1971,54.9,65.7,44.1,47.4
"3015","Virginia",1972,54.2,64.8,43.6,56
"3016","Virginia",1973,55.6,66.4,44.8,45.8
"3017","Virginia",1974,55.3,66.4,44.1,42.3
"3018","Virginia",1975,55.4,66.2,44.5,52
"3019","Virginia",1976,53.8,65.7,41.9,41.3
"3020","Virginia",1977,54.8,66,43.5,39.7
"3021","Virginia",1978,53.6,64.6,42.6,45.1
"3022","Virginia",1979,53.8,64.5,43.2,55.6
"3023","Virginia",1980,54.4,65.7,43.1,35.9
"3024","Virginia",1981,53.7,65,42.3,36.2
"3025","Virginia",1982,54.7,65.6,43.8,45.6
"3026","Virginia",1983,54.4,65.4,43.4,46.2
"3027","Virginia",1984,55,65.9,44.2,45.3
"3028","Virginia",1985,55.4,66.5,44.4,44.2
"3029","Virginia",1986,55.6,66.6,44.7,35.1
"3030","Virginia",1987,55.2,66.5,44,45.3
"3031","Virginia",1988,53.9,65.8,42.1,34.9
"3032","Virginia",1989,54.4,65,43.7,52.5
"3033","Virginia",1990,57.4,68.9,45.8,45.4
"3034","Virginia",1991,57,68.2,45.7,38.9
"3035","Virginia",1992,54.4,64.8,44,44
"3036","Virginia",1993,55.1,66,44.1,44.9
"3037","Virginia",1994,55.3,66.7,43.9,45.3
"3038","Virginia",1995,55,65.9,44,44.3
"3039","Virginia",1996,54,64.6,43.4,55.8
"3040","Virginia",1997,54.5,65.7,43.3,38
"3041","Virginia",1998,57.4,68.5,46.4,45.9
"3042","Virginia",1999,56.3,68,44.6,42.7
"3043","Virginia",2000,54.9,66.1,43.7,40.3
"3044","Virginia",2001,55.8,67.7,44,34.8
"3045","Virginia",2002,56.6,67.8,45.3,42.6
"3046","Virginia",2003,55,65.1,44.7,61.8
"3047","Virginia",2004,55.9,66.3,45.5,48.9
"3048","Virginia",2005,55.9,66.8,45,39.8
"3049","Virginia",2006,56.6,67.9,45.2,46.2
"3050","Virginia",2007,56.8,68.3,45.3,35.2
"3051","Virginia",2008,55.7,66.9,44.5,40.6
"3052","Virginia",2009,55.2,65.6,44.7,51.2
"3053","Virginia",2010,55.9,67.1,44.8,41.7
"3054","Virginia",2011,57,67.9,46,48.3
"3055","Virginia",2012,57.6,68.7,46.4,40
"3056","Virginia",2013,55.1,65.4,44.8,51.3
"3057","Virginia",2014,54.4,65.2,43.6,43.7
"3058","Virginia",2015,56.5,67.1,45.9,49.7
"3059","Virginia",2016,57.1,67.8,46.4,45.4
"3060","Virginia",2017,57.3,68.1,46.5,41.5
"3061","Washington",1950,44.3,54,34.6,54.1
"3062","Washington",1951,45.4,55.8,35,45.4
"3063","Washington",1952,46.1,56.8,35.5,27.8
"3064","Washington",1953,47.4,57.2,37.6,50.8
"3065","Washington",1954,45.1,54.6,35.5,45.2
"3066","Washington",1955,43.4,52.7,34,48.9
"3067","Washington",1956,45.3,55.1,35.5,42.9
"3068","Washington",1957,45.5,55.3,35.7,39.2
"3069","Washington",1958,49,59,39,46.3
"3070","Washington",1959,45.5,55,36,46.7
"3071","Washington",1960,45.6,55.6,35.7,42.3
"3072","Washington",1961,47,56.9,37,48.7
"3073","Washington",1962,46.2,55.8,36.4,40.2
"3074","Washington",1963,46.7,56.2,37.1,39.3
"3075","Washington",1964,44.8,54.3,35.2,45.1
"3076","Washington",1965,46.7,56.7,36.8,36.5
"3077","Washington",1966,46.9,56.8,37.1,41.6
"3078","Washington",1967,47.8,58.1,37.5,42.8
"3079","Washington",1968,46.3,56,36.7,49.9
"3080","Washington",1969,45.5,55.3,35.7,37.2
"3081","Washington",1970,46,56,35.9,42.2
"3082","Washington",1971,45.4,55.1,35.7,48.8
"3083","Washington",1972,45.3,55.1,35.5,49.9
"3084","Washington",1973,46.5,56.4,36.7,41.4
"3085","Washington",1974,46.7,56.7,36.8,47.3
"3086","Washington",1975,45.2,54.7,35.7,50.9
"3087","Washington",1976,45.9,55.8,36,33.1
"3088","Washington",1977,46.2,56.1,36.4,41.5
"3089","Washington",1978,45.9,55.3,36.5,35.9
"3090","Washington",1979,46.4,56.5,36.3,38.2
"3091","Washington",1980,46.1,55.3,36.8,44.7
"3092","Washington",1981,47.3,56.9,37.6,43.8
"3093","Washington",1982,45.5,55.2,35.8,47.3
"3094","Washington",1983,46.7,56,37.4,51.8
"3095","Washington",1984,45.3,54.7,35.9,46.9
"3096","Washington",1985,43.9,54,33.9,29.9
"3097","Washington",1986,47.3,56.9,37.8,41.6
"3098","Washington",1987,48.2,58.6,37.9,34.3
"3099","Washington",1988,47.3,57.2,37.3,39.9
"3100","Washington",1989,46.6,56.2,36.9,36.5
"3101","Washington",1990,47.3,57,37.6,50.9
"3102","Washington",1991,47.1,56.8,37.5,40.4
"3103","Washington",1992,48.6,58.6,38.8,37.1
"3104","Washington",1993,45.6,54.9,36.2,33.6
"3105","Washington",1994,47.9,57.8,38,42.5
"3106","Washington",1995,47.5,57.1,38,51
"3107","Washington",1996,45.6,55.2,36,54.9
"3108","Washington",1997,47.1,56.4,37.8,51
"3109","Washington",1998,48.6,58.1,39,48.6
"3110","Washington",1999,46.9,56.6,37.3,49.3
"3111","Washington",2000,46.2,55.8,36.6,34.2
"3112","Washington",2001,46.9,56.6,37.2,39.1
"3113","Washington",2002,46.9,56.9,37,36.5
"3114","Washington",2003,48.2,58.1,38.2,43.4
"3115","Washington",2004,48.4,58,38.7,37.6
"3116","Washington",2005,47.3,57.2,37.5,38.6
"3117","Washington",2006,47.5,57.6,37.5,50.2
"3118","Washington",2007,46.8,56.5,37.1,40.2
"3119","Washington",2008,45.8,55.6,35.9,37.3
"3120","Washington",2009,46.4,56.3,36.4,39.9
"3121","Washington",2010,47.1,56.2,38,47.3
"3122","Washington",2011,45.5,55,36.1,43.8
"3123","Washington",2012,47.1,56.7,37.5,52.8
"3124","Washington",2013,47.2,56.8,37.5,35.6
"3125","Washington",2014,48.4,58,38.8,48.8
"3126","Washington",2015,50,60,39.9,43.2
"3127","Washington",2016,48.6,58,39.2,49.1
"3128","Washington",2017,46.8,56.4,37.2,48.7
"3129","West Virginia",1950,51.4,62.1,40.6,52.3
"3130","West Virginia",1951,51.7,63.3,40.1,47.2
"3131","West Virginia",1952,52.6,64.1,41,42.5
"3132","West Virginia",1953,53.3,65.6,41,37.3
"3133","West Virginia",1954,52.2,63.7,40.8,47.6
"3134","West Virginia",1955,52,63.5,40.4,40.5
"3135","West Virginia",1956,51.9,62.7,41,51.5
"3136","West Virginia",1957,52.5,63.6,41.4,42.3
"3137","West Virginia",1958,49.4,59.9,38.8,46
"3138","West Virginia",1959,52.4,64.2,40.6,40.3
"3139","West Virginia",1960,50,61,39.1,39
"3140","West Virginia",1961,51,61.6,40.3,49.1
"3141","West Virginia",1962,50.6,61.5,39.6,44.8
"3142","West Virginia",1963,49.3,61.4,37.1,37.1
"3143","West Virginia",1964,51.3,63.5,39.2,40.5
"3144","West Virginia",1965,51.5,63.1,39.9,36
"3145","West Virginia",1966,50,61.4,38.6,39.2
"3146","West Virginia",1967,50.4,61.7,39.2,45.2
"3147","West Virginia",1968,50.2,61.4,39,39.5
"3148","West Virginia",1969,50.1,60.9,39.3,39.3
"3149","West Virginia",1970,51.6,62.4,40.8,42.5
"3150","West Virginia",1971,51.5,62.4,40.6,43.4
"3151","West Virginia",1972,50.9,61.2,40.5,55.9
"3152","West Virginia",1973,52.7,63.3,42.1,47.5
"3153","West Virginia",1974,51.8,62.7,41,47
"3154","West Virginia",1975,52.3,62.9,41.6,51
"3155","West Virginia",1976,49.8,61.6,38,41.9
"3156","West Virginia",1977,50.9,62,39.7,41.5
"3157","West Virginia",1978,49.9,60.7,39.1,47.4
"3158","West Virginia",1979,50.2,60.7,39.6,52.7
"3159","West Virginia",1980,50.5,61.4,39.5,43.9
"3160","West Virginia",1981,50,61.2,38.8,41.6
"3161","West Virginia",1982,51.6,62.9,40.4,44.4
"3162","West Virginia",1983,51.2,62.2,40.2,44.4
"3163","West Virginia",1984,51.6,62.4,40.8,45.4
"3164","West Virginia",1985,51.6,62.5,40.7,45.2
"3165","West Virginia",1986,52.3,63.1,41.5,43
"3166","West Virginia",1987,52.3,63.6,41,38.8
"3167","West Virginia",1988,50.9,63,38.8,35.3
"3168","West Virginia",1989,50.9,61.5,40.2,54.1
"3169","West Virginia",1990,53.9,65.3,42.6,49.5
"3170","West Virginia",1991,53.8,65,42.7,41.7
"3171","West Virginia",1992,51.3,61.6,40.9,41.2
"3172","West Virginia",1993,51.9,62.6,41.1,44.3
"3173","West Virginia",1994,51.8,63.2,40.4,49.4
"3174","West Virginia",1995,51.6,62.5,40.6,44
"3175","West Virginia",1996,50.7,61.2,40.2,59.1
"3176","West Virginia",1997,51,61.8,40.2,41.2
"3177","West Virginia",1998,54.2,65,43.4,46.1
"3178","West Virginia",1999,53,65.2,40.8,38.9
"3179","West Virginia",2000,51.8,62.9,40.7,42.5
"3180","West Virginia",2001,52.7,64.2,41.2,39.8
"3181","West Virginia",2002,53.2,64.2,42.3,48.5
"3182","West Virginia",2003,51.6,61.7,41.5,59.4
"3183","West Virginia",2004,52.7,63.2,42.3,53
"3184","West Virginia",2005,52.8,63.6,41.9,41.8
"3185","West Virginia",2006,53,64,42,43.6
"3186","West Virginia",2007,53.3,64.8,41.8,42.8
"3187","West Virginia",2008,51.8,63,40.5,46
"3188","West Virginia",2009,51.7,62.2,41.2,46.8
"3189","West Virginia",2010,52,62.8,41.3,42.4
"3190","West Virginia",2011,53.5,64.1,42.9,55.1
"3191","West Virginia",2012,54.3,65.7,42.9,44.6
"3192","West Virginia",2013,51.8,62,41.5,47.5
"3193","West Virginia",2014,50.8,61.7,39.9,42.7
"3194","West Virginia",2015,53.1,64.1,42.2,48.6
"3195","West Virginia",2016,54.1,65.3,43,45.3
"3196","West Virginia",2017,54,64.9,43.2,47
"3197","Wisconsin",1950,39.5,50.2,28.7,30.6
"3198","Wisconsin",1951,39.8,49.8,29.9,38.3
"3199","Wisconsin",1952,43.1,53.9,32.2,28.7
"3200","Wisconsin",1953,44.1,54.9,33.3,29.5
"3201","Wisconsin",1954,43.2,53.2,33.1,36.2
"3202","Wisconsin",1955,42.9,53.9,31.9,27.8
"3203","Wisconsin",1956,42.1,53,31.2,27.1
"3204","Wisconsin",1957,42.2,52.6,31.8,28.2
"3205","Wisconsin",1958,42,52.9,31.2,24.4
"3206","Wisconsin",1959,41.9,52.2,31.6,37
"3207","Wisconsin",1960,42,52.4,31.7,33.9
"3208","Wisconsin",1961,42.9,53.4,32.4,31.7
"3209","Wisconsin",1962,41.6,51.7,31.5,28.7
"3210","Wisconsin",1963,42,53.3,30.8,23.9
"3211","Wisconsin",1964,43.4,54.3,32.5,28.3
"3212","Wisconsin",1965,41.2,51.4,31.1,38.1
"3213","Wisconsin",1966,41.5,52.2,30.7,26.9
"3214","Wisconsin",1967,40.9,51.5,30.3,31.2
"3215","Wisconsin",1968,43,53.3,32.7,38.2
"3216","Wisconsin",1969,41.7,52.1,31.3,28.4
"3217","Wisconsin",1970,42.1,52.6,31.5,32.4
"3218","Wisconsin",1971,42,52.6,31.5,32.5
"3219","Wisconsin",1972,40,50.1,29.7,35.9
"3220","Wisconsin",1973,44.3,53.9,34.8,35.4
"3221","Wisconsin",1974,42.2,52.5,31.8,28.9
"3222","Wisconsin",1975,42.6,53.1,32.1,32.4
"3223","Wisconsin",1976,41.4,53.4,29.4,21
"3224","Wisconsin",1977,42.9,53.5,32.4,36.2
"3225","Wisconsin",1978,41,51.8,30.2,35.3
"3226","Wisconsin",1979,40.4,50.6,30.2,32.3
"3227","Wisconsin",1980,42.2,52.6,31.7,33.4
"3228","Wisconsin",1981,43.5,53.9,33,31
"3229","Wisconsin",1982,41.4,51.7,31.2,36.5
"3230","Wisconsin",1983,43.4,52.8,33.9,34.8
"3231","Wisconsin",1984,43.2,53.4,33.1,34.9
"3232","Wisconsin",1985,41.4,51.9,30.9,36.8
"3233","Wisconsin",1986,43.3,53.4,33.2,35.2
"3234","Wisconsin",1987,46.3,56.7,35.9,28.5
"3235","Wisconsin",1988,43.4,54.9,31.9,25.5
"3236","Wisconsin",1989,41.1,52.2,30.1,24.4
"3237","Wisconsin",1990,44.5,55.3,33.8,36
"3238","Wisconsin",1991,43.7,54,33.4,38.4
"3239","Wisconsin",1992,42.7,52.3,33.1,31
"3240","Wisconsin",1993,41.7,51.4,32.1,35.6
"3241","Wisconsin",1994,43,53.4,32.5,30.8
"3242","Wisconsin",1995,42.8,52.7,32.9,32.8
"3243","Wisconsin",1996,40.5,50.7,30.2,33
"3244","Wisconsin",1997,42.6,52.5,32.8,28.4
"3245","Wisconsin",1998,47.3,57.4,37.2,32.4
"3246","Wisconsin",1999,45.4,56,34.8,33.2
"3247","Wisconsin",2000,43.9,54.2,33.5,34.1
"3248","Wisconsin",2001,45.3,55.6,35,35
"3249","Wisconsin",2002,44.6,54.5,34.7,35
"3250","Wisconsin",2003,43.2,54,32.4,28
"3251","Wisconsin",2004,43.5,53.8,33.2,34.9
"3252","Wisconsin",2005,45.1,55.6,34.6,28.5
"3253","Wisconsin",2006,46,56.1,35.9,30
"3254","Wisconsin",2007,44.7,55.1,34.4,33.4
"3255","Wisconsin",2008,41.8,52.4,31.1,32.7
"3256","Wisconsin",2009,42.4,52.8,32,29.7
"3257","Wisconsin",2010,45.5,55.8,35.1,39
"3258","Wisconsin",2011,44.1,54,34.2,31
"3259","Wisconsin",2012,47.4,58.2,36.6,28.8
"3260","Wisconsin",2013,41.8,51.9,31.6,36.5
"3261","Wisconsin",2014,40.2,50.2,30.2,37
"3262","Wisconsin",2015,44.8,54.9,34.7,35.8
"3263","Wisconsin",2016,46.2,55.8,36.6,39.3
"3264","Wisconsin",2017,44.7,54.5,34.9,37.5
"3265","Wyoming",1950,40,52.7,27.2,16.3
"3266","Wyoming",1951,38.7,51.2,26.2,16.4
"3267","Wyoming",1952,40.8,54.2,27.2,13.1
"3268","Wyoming",1953,42.7,55.4,29.9,13.9
"3269","Wyoming",1954,43,56.4,29.6,12
"3270","Wyoming",1955,39.8,52.6,26.9,16.1
"3271","Wyoming",1956,41.1,54.5,27.7,12.5
"3272","Wyoming",1957,40.4,52.4,28.4,18.9
"3273","Wyoming",1958,42,54.9,29.1,14.3
"3274","Wyoming",1959,40.7,53.4,27.9,13.8
"3275","Wyoming",1960,41,54,28,12
"3276","Wyoming",1961,41,53.4,28.6,14.6
"3277","Wyoming",1962,41.1,54.1,28.2,16.1
"3278","Wyoming",1963,42.5,55.5,29.5,16.4
"3279","Wyoming",1964,39.6,52.4,26.7,16.6
"3280","Wyoming",1965,40.2,52.5,28,16.7
"3281","Wyoming",1966,41.2,54.4,28,12.6
"3282","Wyoming",1967,40.8,53.1,28.5,19.1
"3283","Wyoming",1968,39.8,52.4,27.2,16.6
"3284","Wyoming",1969,41.1,54,28.2,14.1
"3285","Wyoming",1970,40.3,52.8,27.8,16.4
"3286","Wyoming",1971,40,52.2,27.8,18.5
"3287","Wyoming",1972,40.2,52.5,27.8,16.9
"3288","Wyoming",1973,39.8,52.1,27.5,18.2
"3289","Wyoming",1974,41.2,54.5,28,12.9
"3290","Wyoming",1975,39.4,52,26.9,17
"3291","Wyoming",1976,41.3,54.6,28,14.5
"3292","Wyoming",1977,42,55.2,28.8,15.3
"3293","Wyoming",1978,39.4,52.2,26.6,18.4
"3294","Wyoming",1979,40,53,27,12.6
"3295","Wyoming",1980,41.9,54.7,29.2,15.9
"3296","Wyoming",1981,43.7,56.7,30.7,15.9
"3297","Wyoming",1982,39.8,52,27.6,19.5
"3298","Wyoming",1983,40.9,52.9,28.9,18.7
"3299","Wyoming",1984,39.9,52.3,27.5,15.6
"3300","Wyoming",1985,39.2,52.4,26,14.2
"3301","Wyoming",1986,42.3,54.8,29.8,17.9
"3302","Wyoming",1987,42.5,55.7,29.3,14.8
"3303","Wyoming",1988,42.8,56.4,29.2,11.4
"3304","Wyoming",1989,41.2,54.2,28.1,15
"3305","Wyoming",1990,41.8,54.9,28.8,15.3
"3306","Wyoming",1991,41.7,54.4,29.1,17
"3307","Wyoming",1992,42.5,55.6,29.4,14.9
"3308","Wyoming",1993,38.9,51.2,26.5,18.5
"3309","Wyoming",1994,42.9,56.1,29.7,14
"3310","Wyoming",1995,41.7,54,29.3,20.2
"3311","Wyoming",1996,41,54,28.1,17.3
"3312","Wyoming",1997,41.2,53.8,28.6,17.9
"3313","Wyoming",1998,42.5,54.8,30.3,19.5
"3314","Wyoming",1999,43.2,56.4,30,15.9
"3315","Wyoming",2000,42.5,55.8,29.3,14.3
"3316","Wyoming",2001,43.2,56.4,30,11.9
"3317","Wyoming",2002,41.4,54.6,28.1,11.9
"3318","Wyoming",2003,43,55.9,30.2,15.1
"3319","Wyoming",2004,42.4,55,29.7,14.5
"3320","Wyoming",2005,42.8,56,29.7,16.2
"3321","Wyoming",2006,43.2,56.4,29.9,12.7
"3322","Wyoming",2007,43.3,56.5,30.1,15
"3323","Wyoming",2008,40.7,53.7,27.6,16
"3324","Wyoming",2009,40.9,53.8,28.1,17
"3325","Wyoming",2010,42,54.9,29,17.2
"3326","Wyoming",2011,41.1,53.8,28.4,18.5
"3327","Wyoming",2012,44.8,58.5,31.1,10.9
"3328","Wyoming",2013,41.7,54.5,28.9,16.3
"3329","Wyoming",2014,42.1,54.9,29.4,18.1
"3330","Wyoming",2015,44.2,57,31.3,16.7
"3331","Wyoming",2016,43.9,56.9,30.9,17.2
"3332","Wyoming",2017,43.1,55.9,30.4,18.6
