state,year,tmin
Tennessee,1965,45.9
Tennessee,1966,44.7
Tennessee,1967,45.0
Tennessee,1968,44.3
Tennessee,1969,44.6
Tennessee,1970,45.6
Tennessee,1971,46.2
Tennessee,1972,46.1
Tennessee,1973,47.3
Tennessee,1974,46.5
Tennessee,1975,46.8
Tennessee,1976,43.4
Tennessee,1977,45.8
Tennessee,1978,44.6
Tennessee,1979,45.1
Tennessee,1980,45.6
Tennessee,1981,45.1
Tennessee,1982,46.5
Tennessee,1983,45.5
Tennessee,1984,46.1
Tennessee,1985,46.4
Tennessee,1986,47.6
Tennessee,1987,46.6
Tennessee,1988,44.5
Tennessee,1989,45.9
Tennessee,1990,47.8
Tennessee,1991,48.4
Tennessee,1992,46.4
Tennessee,1993,46.2
Tennessee,1994,46.5
Tennessee,1995,46.2
Tennessee,1996,45.6
Tennessee,1997,46.0
Tennessee,1998,49.5
Tennessee,1999,47.2
Tennessee,2000,46.5
Tennessee,2001,46.8
Tennessee,2002,47.8
Tennessee,2003,46.9
Tennessee,2004,48.0
Tennessee,2005,47.6
Tennessee,2006,47.5
Tennessee,2007,48.0
Tennessee,2008,46.2
Tennessee,2009,47.1
Tennessee,2010,46.7
Tennessee,2011,47.9
Tennessee,2012,48.8
Tennessee,2013,46.8
Tennessee,2014,45.8
Tennessee,2015,48.3
Tennessee,2016,48.9
Tennessee,2017,49.2
Texas,1950,52.3
Texas,1951,52.0
Texas,1952,51.9
Texas,1953,52.8
Texas,1954,53.4
Texas,1955,52.4
Texas,1956,52.4
Texas,1957,53.1
Texas,1958,51.9
Texas,1959,51.3
Texas,1960,51.6
Texas,1961,51.1
Texas,1962,52.4
Texas,1963,52.2
Texas,1964,52.0
Texas,1965,53.0
Texas,1966,51.2
Texas,1967,52.2
Texas,1968,51.4
Texas,1969,52.4
Texas,1970,51.3
Texas,1971,52.5
Texas,1972,51.9
Texas,1973,51.6
Texas,1974,52.1
Texas,1975,51.1
Texas,1976,50.2
Texas,1977,52.6
Texas,1978,51.8
Texas,1979,50.7
Texas,1980,52.3
Texas,1981,53.1
Texas,1982,52.6
Texas,1983,51.2
Texas,1984,52.5
Texas,1985,52.5
Texas,1986,53.8
Texas,1987,51.6
Texas,1988,51.3
Texas,1989,51.6
Texas,1990,53.4
Texas,1991,53.1
Texas,1992,52.6
Texas,1993,51.9
Texas,1994,53.3
Texas,1995,52.8
Texas,1996,52.5
Texas,1997,52.2
Texas,1998,54.8
Texas,1999,53.6
Texas,2000,54.1
Texas,2001,53.8
Texas,2002,53.1
Texas,2003,53.3
Texas,2004,54.0
Texas,2005,53.5
Texas,2006,54.1
Texas,2007,53.2
Texas,2008,52.3
Texas,2009,53.0
Texas,2010,52.7
Texas,2011,53.8
Texas,2012,54.9
Texas,2013,52.6
Texas,2014,52.6
Texas,2015,54.2
Texas,2016,55.2
Texas,2017,54.9
Utah,1950,34.4
Utah,1951,34.1
Utah,1952,34.2
Utah,1953,35.2
Utah,1954,36.1
Utah,1955,33.2
Utah,1956,34.2
Utah,1957,35.6
Utah,1958,36.1
Utah,1959,35.3
Utah,1960,35.1
Utah,1961,35.1
Utah,1962,34.6
Utah,1963,35.6
Utah,1964,33.2
Utah,1965,35.1
Utah,1966,34.9
Utah,1967,34.9
Utah,1968,34.1
Utah,1969,35.7
Utah,1970,34.9
Utah,1971,34.3
Utah,1972,35.6
Utah,1973,34.0
Utah,1974,34.6
Utah,1975,33.2
Utah,1976,33.9
Utah,1977,35.7
Utah,1978,35.6
Utah,1979,33.8
Utah,1980,35.9
Utah,1981,37.5
Utah,1982,34.6
Utah,1983,36.4
Utah,1984,33.8
Utah,1985,34.6
Utah,1986,37.0
Utah,1987,35.9
Utah,1988,35.4
Utah,1989,35.2
Utah,1990,35.9
Utah,1991,35.1
Utah,1992,36.4
Utah,1993,34.4
Utah,1994,36.9
Utah,1995,36.4
Utah,1996,36.6
Utah,1997,35.7
Utah,1998,36.1
Utah,1999,35.8
Utah,2000,37.5
Utah,2001,37.0
Utah,2002,35.4
Utah,2003,37.7
Utah,2004,36.2
Utah,2005,36.7
Utah,2006,36.1
Utah,2007,36.5
Utah,2008,34.8
Utah,2009,35.3
Utah,2010,35.8
Utah,2011,34.8
Utah,2012,37.6
Utah,2013,35.1
Utah,2014,37.7
Utah,2015,38.2
Utah,2016,37.5
Utah,2017,37.8
Vermont,1950,30.6
Vermont,1951,31.8
Vermont,1952,32.1
Vermont,1953,33.3
Vermont,1954,31.4
Vermont,1955,31.2
Vermont,1956,29.8
Vermont,1957,31.0
Vermont,1958,29.6
Vermont,1959,31.3
Vermont,1960,30.8
Vermont,1961,31.2
Vermont,1962,29.0
Vermont,1963,29.1
Vermont,1964,30.2
Vermont,1965,29.6
Vermont,1966,30.2
Vermont,1967,30.0
Vermont,1968,29.9
Vermont,1969,31.2
Vermont,1970,30.1
Vermont,1971,30.0
Vermont,1972,29.6
Vermont,1973,33.1
Vermont,1974,30.6
Vermont,1975,31.8
Vermont,1976,29.5
Vermont,1977,31.6
Vermont,1978,28.8
Vermont,1979,32.3
Vermont,1980,29.9
Vermont,1981,31.9
Vermont,1982,30.0
Vermont,1983,32.3
Vermont,1984,31.8
Vermont,1985,30.9
Vermont,1986,31.3
Vermont,1987,31.5
Vermont,1988,30.9
Vermont,1989,29.9
Vermont,1990,33.6
Vermont,1991,32.7
Vermont,1992,30.2
Vermont,1993,30.4
Vermont,1994,30.6
Vermont,1995,31.9
Vermont,1996,32.2
Vermont,1997,30.5
Vermont,1998,35.1
Vermont,1999,33.4
Vermont,2000,31.7
Vermont,2001,32.8
Vermont,2002,33.3
Vermont,2003,31.0
Vermont,2004,31.3
Vermont,2005,32.9
Vermont,2006,35.5
Vermont,2007,31.7
Vermont,2008,32.6
Vermont,2009,32.1
Vermont,2010,35.2
Vermont,2011,34.3
Vermont,2012,35.5
Vermont,2013,33.2
Vermont,2014,31.7
Vermont,2015,31.5
Vermont,2016,34.0
Vermont,2017,33.7
Virginia,1950,43.7
Virginia,1951,43.4
Virginia,1952,44.2
Virginia,1953,44.7
Virginia,1954,43.6
Virginia,1955,43.6
Virginia,1956,44.3
Virginia,1957,44.8
Virginia,1958,42.2
Virginia,1959,44.4
Virginia,1960,42.5
Virginia,1961,43.3
Virginia,1962,42.6
Virginia,1963,41.1
Virginia,1964,42.9
Virginia,1965,43.1
Virginia,1966,42.0
Virginia,1967,41.9
Virginia,1968,42.3
Virginia,1969,42.7
Virginia,1970,43.6
Virginia,1971,44.1
Virginia,1972,43.6
Virginia,1973,44.8
Virginia,1974,44.1
Virginia,1975,44.5
Virginia,1976,41.9
Virginia,1977,43.5
Virginia,1978,42.6
Virginia,1979,43.2
Virginia,1980,43.1
Virginia,1981,42.3
Virginia,1982,43.8
Virginia,1983,43.4
Virginia,1984,44.2
Virginia,1985,44.4
Virginia,1986,44.7
Virginia,1987,44.0
Virginia,1988,42.1
Virginia,1989,43.7
Virginia,1990,45.8
Virginia,1991,45.7
Virginia,1992,44.0
Virginia,1993,44.1
Virginia,1994,43.9
Virginia,1995,44.0
Virginia,1996,43.4
Virginia,1997,43.3
Virginia,1998,46.4
Virginia,1999,44.6
Virginia,2000,43.7
Virginia,2001,44.0
Virginia,2002,45.3
Virginia,2003,44.7
Virginia,2004,45.5
Virginia,2005,45.0
Virginia,2006,45.2
Virginia,2007,45.3
Virginia,2008,44.5
Virginia,2009,44.7
Virginia,2010,44.8
Virginia,2011,46.0
Virginia,2012,46.4
Virginia,2013,44.8
Virginia,2014,43.6
Virginia,2015,45.9
Virginia,2016,46.4
Virginia,2017,46.5
Washington,1950,34.6
Washington,1951,35.0
Washington,1952,35.5
Washington,1953,37.6
Washington,1954,35.5
Washington,1955,34.0
Washington,1956,35.5
Washington,1957,35.7
Washington,1958,39.0
Washington,1959,36.0
Washington,1960,35.7
Washington,1961,37.0
Washington,1962,36.4
Washington,1963,37.1
Washington,1964,35.2
Washington,1965,36.8
Washington,1966,37.1
Washington,1967,37.5
Washington,1968,36.7
Washington,1969,35.7
Washington,1970,35.9
Washington,1971,35.7
Washington,1972,35.5
Washington,1973,36.7
Washington,1974,36.8
Washington,1975,35.7
Washington,1976,36.0
Washington,1977,36.4
Washington,1978,36.5
Washington,1979,36.3
Washington,1980,36.8
Washington,1981,37.6
Washington,1982,35.8
Washington,1983,37.4
Washington,1984,35.9
Washington,1985,33.9
Washington,1986,37.8
Washington,1987,37.9
Washington,1988,37.3
Washington,1989,36.9
Washington,1990,37.6
Washington,1991,37.5
Washington,1992,38.8
Washington,1993,36.2
Washington,1994,38.0
Washington,1995,38.0
Washington,1996,36.0
Washington,1997,37.8
Washington,1998,39.0
Washington,1999,37.3
Washington,2000,36.6
Washington,2001,37.2
Washington,2002,37.0
Washington,2003,38.2
Washington,2004,38.7
Washington,2005,37.5
Washington,2006,37.5
Washington,2007,37.1
Washington,2008,35.9
Washington,2009,36.4
Washington,2010,38.0
Washington,2011,36.1
Washington,2012,37.5
Washington,2013,37.5
Washington,2014,38.8
Washington,2015,39.9
Washington,2016,39.2
Washington,2017,37.2
West Virginia,1950,40.6
West Virginia,1951,40.1
West Virginia,1952,41.0
West Virginia,1953,41.0
West Virginia,1954,40.8
West Virginia,1955,40.4
West Virginia,1956,41.0
West Virginia,1957,41.4
West Virginia,1958,38.8
West Virginia,1959,40.6
West Virginia,1960,39.1
West Virginia,1961,40.3
West Virginia,1962,39.6
West Virginia,1963,37.1
West Virginia,1964,39.2
West Virginia,1965,39.9
West Virginia,1966,38.6
West Virginia,1967,39.2
West Virginia,1968,39.0
West Virginia,1969,39.3
West Virginia,1970,40.8
West Virginia,1971,40.6
West Virginia,1972,40.5
West Virginia,1973,42.1
West Virginia,1974,41.0
West Virginia,1975,41.6
West Virginia,1976,38.0
West Virginia,1977,39.7
West Virginia,1978,39.1
West Virginia,1979,39.6
West Virginia,1980,39.5
West Virginia,1981,38.8
West Virginia,1982,40.4
West Virginia,1983,40.2
West Virginia,1984,40.8
West Virginia,1985,40.7
West Virginia,1986,41.5
West Virginia,1987,41.0
West Virginia,1988,38.8
West Virginia,1989,40.2
West Virginia,1990,42.6
West Virginia,1991,42.7
West Virginia,1992,40.9
West Virginia,1993,41.1
West Virginia,1994,40.4
West Virginia,1995,40.6
West Virginia,1996,40.2
West Virginia,1997,40.2
West Virginia,1998,43.4
West Virginia,1999,40.8
West Virginia,2000,40.7
West Virginia,2001,41.2
West Virginia,2002,42.3
West Virginia,2003,41.5
West Virginia,2004,42.3
West Virginia,2005,41.9
West Virginia,2006,42.0
West Virginia,2007,41.8
West Virginia,2008,40.5
West Virginia,2009,41.2
West Virginia,2010,41.3
West Virginia,2011,42.9
West Virginia,2012,42.9
West Virginia,2013,41.5
West Virginia,2014,39.9
West Virginia,2015,42.2
West Virginia,2016,43.0
West Virginia,2017,43.2
Wisconsin,1950,28.7
Wisconsin,1951,29.9
Wisconsin,1952,32.2
Wisconsin,1953,33.3
Wisconsin,1954,33.1
Wisconsin,1955,31.9
Wisconsin,1956,31.2
Wisconsin,1957,31.8
Wisconsin,1958,31.2
Wisconsin,1959,31.6
Wisconsin,1960,31.7
Wisconsin,1961,32.4
Wisconsin,1962,31.5
Wisconsin,1963,30.8
Wisconsin,1964,32.5
Wisconsin,1965,31.1
Wisconsin,1966,30.7
Wisconsin,1967,30.3
Wisconsin,1968,32.7
Wisconsin,1969,31.3
Wisconsin,1970,31.5
Wisconsin,1971,31.5
Wisconsin,1972,29.7
Wisconsin,1973,34.8
Wisconsin,1974,31.8
Wisconsin,1975,32.1
Wisconsin,1976,29.4
Wisconsin,1977,32.4
Wisconsin,1978,30.2
Wisconsin,1979,30.2
Wisconsin,1980,31.7
Wisconsin,1981,33.0
Wisconsin,1982,31.2
Wisconsin,1983,33.9
Wisconsin,1984,33.1
Wisconsin,1985,30.9
Wisconsin,1986,33.2
Wisconsin,1987,35.9
Wisconsin,1988,31.9
Wisconsin,1989,30.1
Wisconsin,1990,33.8
Wisconsin,1991,33.4
Wisconsin,1992,33.1
Wisconsin,1993,32.1
Wisconsin,1994,32.5
Wisconsin,1995,32.9
Wisconsin,1996,30.2
Wisconsin,1997,32.8
Wisconsin,1998,37.2
Wisconsin,1999,34.8
Wisconsin,2000,33.5
Wisconsin,2001,35.0
Wisconsin,2002,34.7
Wisconsin,2003,32.4
Wisconsin,2004,33.2
Wisconsin,2005,34.6
Wisconsin,2006,35.9
Wisconsin,2007,34.4
Wisconsin,2008,31.1
Wisconsin,2009,32.0
Wisconsin,2010,35.1
Wisconsin,2011,34.2
Wisconsin,2012,36.6
Wisconsin,2013,31.6
Wisconsin,2014,30.2
Wisconsin,2015,34.7
Wisconsin,2016,36.6
Wisconsin,2017,34.9
Wyoming,1950,27.2
Wyoming,1951,26.2
Wyoming,1952,27.2
Wyoming,1953,29.9
Wyoming,1954,29.6
Wyoming,1955,26.9
Wyoming,1956,27.7
Wyoming,1957,28.4
Wyoming,1958,29.1
Wyoming,1959,27.9
Wyoming,1960,28.0
Wyoming,1961,28.6
Wyoming,1962,28.2
Wyoming,1963,29.5
Wyoming,1964,26.7
Wyoming,1965,28.0
Wyoming,1966,28.0
Wyoming,1967,28.5
Wyoming,1968,27.2
Wyoming,1969,28.2
Wyoming,1970,27.8
Wyoming,1971,27.8
Wyoming,1972,27.8
Wyoming,1973,27.5
Wyoming,1974,28.0
Wyoming,1975,26.9
Wyoming,1976,28.0
Wyoming,1977,28.8
Wyoming,1978,26.6
Wyoming,1979,27.0
Wyoming,1980,29.2
Wyoming,1981,30.7
Wyoming,1982,27.6
Wyoming,1983,28.9
Wyoming,1984,27.5
Wyoming,1985,26.0
Wyoming,1986,29.8
Wyoming,1987,29.3
Wyoming,1988,29.2
Wyoming,1989,28.1
Wyoming,1990,28.8
Wyoming,1991,29.1
Wyoming,1992,29.4
Wyoming,1993,26.5
Wyoming,1994,29.7
Wyoming,1995,29.3
Wyoming,1996,28.1
Wyoming,1997,28.6
Wyoming,1998,30.3
Wyoming,1999,30.0
Wyoming,2000,29.3
Wyoming,2001,30.0
Wyoming,2002,28.1
Wyoming,2003,30.2
Wyoming,2004,29.7
Wyoming,2005,29.7
Wyoming,2006,29.9
Wyoming,2007,30.1
Wyoming,2008,27.6
Wyoming,2009,28.1
Wyoming,2010,29.0
Wyoming,2011,28.4
Wyoming,2012,31.1
Wyoming,2013,28.9
Wyoming,2014,29.4
Wyoming,2015,31.3
Wyoming,2016,30.9
Wyoming,2017,30.4
Alaska,1950,18.1
Alaska,1951,17.4
Alaska,1952,18.2
Alaska,1953,18.4
Alaska,1954,16.6
Alaska,1955,15.8
Alaska,1956,14.4
Alaska,1957,20.7
Alaska,1958,19.6
Alaska,1959,16.9
Alaska,1960,19.4
Alaska,1961,16.4
Alaska,1962,19.6
Alaska,1963,19.4
Alaska,1964,15.8
Alaska,1965,17.6
Alaska,1966,16.2
Alaska,1967,19.7
Alaska,1968,17.6
Alaska,1969,19.4
Alaska,1970,17.8
Alaska,1971,14.6
Alaska,1972,15.9
Alaska,1973,17.1
Alaska,1974,15.6
Alaska,1975,15.3
Alaska,1976,17.9
Alaska,1977,19.3
Alaska,1978,21.4
Alaska,1979,20.0
Alaska,1980,19.1
Alaska,1981,21.9
Alaska,1982,18.0
Alaska,1983,19.6
Alaska,1984,17.6
Alaska,1985,18.8
Alaska,1986,19.2
Alaska,1987,20.0
Alaska,1988,19.7
Alaska,1989,19.2
Alaska,1990,17.4
Alaska,1991,19.3
Alaska,1992,17.5
Alaska,1993,22.4
Alaska,1994,18.7
Alaska,1995,20.4
Alaska,1996,17.1
Alaska,1997,20.3
Alaska,1998,21.3
Alaska,1999,16.3
Alaska,2000,21.1
Alaska,2001,19.9
Alaska,2002,22.5
Alaska,2003,21.5
Alaska,2004,21.6
Alaska,2005,21.5
Alaska,2006,19.0
Alaska,2007,20.5
Alaska,2008,17.5
Alaska,2009,18.9
Alaska,2010,20.0
Alaska,2011,19.3
Alaska,2012,16.8
Alaska,2013,20.1
Alaska,2014,22.8
Alaska,2015,22.7
Alaska,2016,24.5
Alaska,2017,21.7
