state,year,tmin
Montana,1963,30.3
Montana,1964,28.6
Montana,1965,28.2
Montana,1966,28.6
Montana,1967,29.7
Montana,1968,28.8
Montana,1969,27.6
Montana,1970,28.6
Montana,1971,28.5
Montana,1972,28.0
Montana,1973,29.8
Montana,1974,30.2
Montana,1975,28.1
Montana,1976,30.2
Montana,1977,29.5
Montana,1978,27.4
Montana,1979,27.6
Montana,1980,29.9
Montana,1981,31.6
Montana,1982,27.4
Montana,1983,30.1
Montana,1984,29.8
Montana,1985,27.2
Montana,1986,31.4
Montana,1987,31.8
Montana,1988,31.0
Montana,1989,29.0
Montana,1990,30.2
Montana,1991,31.0
Montana,1992,31.0
Montana,1993,28.2
Montana,1994,30.2
Montana,1995,29.8
Montana,1996,27.4
Montana,1997,30.3
Montana,1998,32.0
Montana,1999,31.8
Montana,2000,29.8
Montana,2001,31.1
Montana,2002,29.3
Montana,2003,31.0
Montana,2004,30.8
Montana,2005,30.8
Montana,2006,32.0
Montana,2007,31.6
Montana,2008,28.8
Montana,2009,28.9
Montana,2010,29.8
Montana,2011,29.8
Montana,2012,31.9
Montana,2013,30.5
Montana,2014,30.0
Montana,2015,32.4
Montana,2016,32.6
Montana,2017,31.0
Nebraska,1950,33.0
Nebraska,1951,33.2
Nebraska,1952,35.5
Nebraska,1953,37.3
Nebraska,1954,37.6
Nebraska,1955,35.2
Nebraska,1956,35.8
Nebraska,1957,36.1
Nebraska,1958,35.5
Nebraska,1959,35.2
Nebraska,1960,34.4
Nebraska,1961,35.0
Nebraska,1962,35.5
Nebraska,1963,37.1
Nebraska,1964,35.3
Nebraska,1965,35.2
Nebraska,1966,34.4
Nebraska,1967,34.9
Nebraska,1968,35.0
Nebraska,1969,35.6
Nebraska,1970,35.0
Nebraska,1971,35.6
Nebraska,1972,34.8
Nebraska,1973,36.9
Nebraska,1974,35.9
Nebraska,1975,35.1
Nebraska,1976,35.5
Nebraska,1977,37.3
Nebraska,1978,33.7
Nebraska,1979,34.1
Nebraska,1980,36.4
Nebraska,1981,37.5
Nebraska,1982,34.8
Nebraska,1983,36.5
Nebraska,1984,36.4
Nebraska,1985,34.4
Nebraska,1986,38.0
Nebraska,1987,38.1
Nebraska,1988,36.1
Nebraska,1989,34.5
Nebraska,1990,37.0
Nebraska,1991,37.5
Nebraska,1992,36.8
Nebraska,1993,34.7
Nebraska,1994,36.5
Nebraska,1995,36.2
Nebraska,1996,34.4
Nebraska,1997,36.4
Nebraska,1998,38.8
Nebraska,1999,38.0
Nebraska,2000,36.9
Nebraska,2001,38.0
Nebraska,2002,36.9
Nebraska,2003,36.9
Nebraska,2004,37.2
Nebraska,2005,38.0
Nebraska,2006,37.9
Nebraska,2007,37.8
Nebraska,2008,35.2
Nebraska,2009,35.4
Nebraska,2010,37.3
Nebraska,2011,36.3
Nebraska,2012,38.3
Nebraska,2013,36.0
Nebraska,2014,35.2
Nebraska,2015,38.3
Nebraska,2016,39.0
Nebraska,2017,38.0
Nevada,1950,36.3
Nevada,1951,35.3
Nevada,1952,34.9
Nevada,1953,35.8
Nevada,1954,35.8
Nevada,1955,33.9
Nevada,1956,34.6
Nevada,1957,35.2
Nevada,1958,36.8
Nevada,1959,35.8
Nevada,1960,36.2
Nevada,1961,36.3
Nevada,1962,35.5
Nevada,1963,36.3
Nevada,1964,34.4
Nevada,1965,35.4
Nevada,1966,35.9
Nevada,1967,36.4
Nevada,1968,36.2
Nevada,1969,36.6
Nevada,1970,36.0
Nevada,1971,35.2
Nevada,1972,36.1
Nevada,1973,36.4
Nevada,1974,36.4
Nevada,1975,35.2
Nevada,1976,35.3
Nevada,1977,36.5
Nevada,1978,36.4
Nevada,1979,36.1
Nevada,1980,37.0
Nevada,1981,38.2
Nevada,1982,35.8
Nevada,1983,37.7
Nevada,1984,36.1
Nevada,1985,35.1
Nevada,1986,38.0
Nevada,1987,37.3
Nevada,1988,36.9
Nevada,1989,36.0
Nevada,1990,36.2
Nevada,1991,36.6
Nevada,1992,38.0
Nevada,1993,35.5
Nevada,1994,37.2
Nevada,1995,37.6
Nevada,1996,38.0
Nevada,1997,37.3
Nevada,1998,36.7
Nevada,1999,36.3
Nevada,2000,37.8
Nevada,2001,37.8
Nevada,2002,36.5
Nevada,2003,38.7
Nevada,2004,37.6
Nevada,2005,37.5
Nevada,2006,36.9
Nevada,2007,37.2
Nevada,2008,36.4
Nevada,2009,36.6
Nevada,2010,37.0
Nevada,2011,35.8
Nevada,2012,38.1
Nevada,2013,36.6
Nevada,2014,39.4
Nevada,2015,39.5
Nevada,2016,38.4
Nevada,2017,38.7
New Hampshire,1950,31.3
New Hampshire,1951,32.2
New Hampshire,1952,32.7
New Hampshire,1953,33.7
New Hampshire,1954,32.2
New Hampshire,1955,32.2
New Hampshire,1956,30.4
New Hampshire,1957,31.5
New Hampshire,1958,30.6
New Hampshire,1959,32.1
New Hampshire,1960,31.5
New Hampshire,1961,31.8
New Hampshire,1962,29.7
New Hampshire,1963,30.0
New Hampshire,1964,30.5
New Hampshire,1965,30.4
New Hampshire,1966,30.9
New Hampshire,1967,30.6
New Hampshire,1968,30.7
New Hampshire,1969,32.1
New Hampshire,1970,31.3
New Hampshire,1971,30.8
New Hampshire,1972,30.6
New Hampshire,1973,34.0
New Hampshire,1974,31.4
New Hampshire,1975,32.4
New Hampshire,1976,30.4
New Hampshire,1977,32.0
New Hampshire,1978,29.7
New Hampshire,1979,33.2
New Hampshire,1980,30.6
New Hampshire,1981,32.6
New Hampshire,1982,30.6
New Hampshire,1983,33.3
New Hampshire,1984,32.5
New Hampshire,1985,31.4
New Hampshire,1986,31.9
New Hampshire,1987,32.1
New Hampshire,1988,31.6
New Hampshire,1989,30.6
New Hampshire,1990,34.1
New Hampshire,1991,33.3
New Hampshire,1992,31.1
New Hampshire,1993,31.3
New Hampshire,1994,31.6
New Hampshire,1995,32.5
New Hampshire,1996,32.7
New Hampshire,1997,31.6
New Hampshire,1998,35.5
New Hampshire,1999,34.2
New Hampshire,2000,32.4
New Hampshire,2001,33.0
New Hampshire,2002,33.8
New Hampshire,2003,31.8
New Hampshire,2004,32.4
New Hampshire,2005,33.3
New Hampshire,2006,35.7
New Hampshire,2007,32.3
New Hampshire,2008,33.1
New Hampshire,2009,32.4
New Hampshire,2010,35.8
New Hampshire,2011,34.5
New Hampshire,2012,36.0
New Hampshire,2013,33.6
New Hampshire,2014,32.5
New Hampshire,2015,32.3
New Hampshire,2016,34.7
New Hampshire,2017,34.5
New Jersey,1950,41.0
New Jersey,1951,41.7
New Jersey,1952,42.4
New Jersey,1953,42.8
New Jersey,1954,41.6
New Jersey,1955,41.8
New Jersey,1956,41.4
New Jersey,1957,42.1
New Jersey,1958,40.5
New Jersey,1959,42.6
New Jersey,1960,40.9
New Jersey,1961,41.6
New Jersey,1962,40.0
New Jersey,1963,39.6
New Jersey,1964,40.7
New Jersey,1965,40.6
New Jersey,1966,40.8
New Jersey,1967,40.2
New Jersey,1968,40.9
New Jersey,1969,41.5
New Jersey,1970,41.5
New Jersey,1971,42.2
New Jersey,1972,41.3
New Jersey,1973,43.4
New Jersey,1974,41.9
New Jersey,1975,43.2
New Jersey,1976,40.5
New Jersey,1977,41.6
New Jersey,1978,40.2
New Jersey,1979,42.0
New Jersey,1980,41.2
New Jersey,1981,41.3
New Jersey,1982,41.2
New Jersey,1983,42.5
New Jersey,1984,42.3
New Jersey,1985,42.3
New Jersey,1986,42.1
New Jersey,1987,42.2
New Jersey,1988,41.0
New Jersey,1989,41.7
New Jersey,1990,44.2
New Jersey,1991,43.8
New Jersey,1992,41.4
New Jersey,1993,42.1
New Jersey,1994,41.6
New Jersey,1995,42.3
New Jersey,1996,41.9
New Jersey,1997,41.7
New Jersey,1998,45.1
New Jersey,1999,43.5
New Jersey,2000,42.2
New Jersey,2001,43.1
New Jersey,2002,44.0
New Jersey,2003,42.5
New Jersey,2004,43.5
New Jersey,2005,43.4
New Jersey,2006,44.8
New Jersey,2007,43.5
New Jersey,2008,43.3
New Jersey,2009,43.3
New Jersey,2010,44.7
New Jersey,2011,45.0
New Jersey,2012,46.0
New Jersey,2013,43.6
New Jersey,2014,41.9
New Jersey,2015,43.6
New Jersey,2016,44.6
New Jersey,2017,44.9
New Mexico,1950,37.7
New Mexico,1951,37.3
New Mexico,1952,37.6
New Mexico,1953,37.5
New Mexico,1954,39.3
New Mexico,1955,37.2
New Mexico,1956,37.0
New Mexico,1957,39.2
New Mexico,1958,38.7
New Mexico,1959,37.6
New Mexico,1960,37.2
New Mexico,1961,37.2
New Mexico,1962,38.1
New Mexico,1963,38.1
New Mexico,1964,36.4
New Mexico,1965,37.8
New Mexico,1966,37.4
New Mexico,1967,37.8
New Mexico,1968,37.2
New Mexico,1969,38.7
New Mexico,1970,37.0
New Mexico,1971,37.0
New Mexico,1972,37.9
New Mexico,1973,36.4
New Mexico,1974,37.6
New Mexico,1975,36.0
New Mexico,1976,36.4
New Mexico,1977,38.6
New Mexico,1978,38.9
New Mexico,1979,36.8
New Mexico,1980,38.4
New Mexico,1981,39.4
New Mexico,1982,38.3
New Mexico,1983,38.3
New Mexico,1984,38.0
New Mexico,1985,38.3
New Mexico,1986,39.3
New Mexico,1987,37.1
New Mexico,1988,37.6
New Mexico,1989,38.2
New Mexico,1990,38.5
New Mexico,1991,38.1
New Mexico,1992,38.0
New Mexico,1993,38.2
New Mexico,1994,39.2
New Mexico,1995,39.1
New Mexico,1996,39.4
New Mexico,1997,38.5
New Mexico,1998,39.2
New Mexico,1999,38.6
New Mexico,2000,39.9
New Mexico,2001,39.5
New Mexico,2002,39.1
New Mexico,2003,40.1
New Mexico,2004,39.2
New Mexico,2005,39.9
New Mexico,2006,39.5
New Mexico,2007,39.2
New Mexico,2008,38.2
New Mexico,2009,38.9
New Mexico,2010,39.2
New Mexico,2011,38.9
New Mexico,2012,40.1
New Mexico,2013,38.7
New Mexico,2014,39.8
New Mexico,2015,40.7
New Mexico,2016,40.5
New Mexico,2017,41.0
New York,1950,33.9
New York,1951,35.0
New York,1952,35.8
New York,1953,36.7
New York,1954,35.0
New York,1955,35.0
New York,1956,33.9
New York,1957,35.0
New York,1958,33.3
New York,1959,35.2
New York,1960,34.2
New York,1961,34.9
New York,1962,33.0
New York,1963,32.5
New York,1964,34.1
New York,1965,33.5
New York,1966,33.7
New York,1967,33.8
New York,1968,33.7
New York,1969,34.3
New York,1970,34.0
New York,1971,34.3
New York,1972,33.4
New York,1973,36.6
New York,1974,34.2
New York,1975,35.7
New York,1976,32.9
New York,1977,34.8
New York,1978,32.6
New York,1979,34.9
New York,1980,33.5
New York,1981,34.9
New York,1982,33.9
New York,1983,35.6
New York,1984,35.3
New York,1985,34.8
New York,1986,35.5
New York,1987,35.7
New York,1988,34.5
New York,1989,33.7
New York,1990,37.3
New York,1991,36.8
New York,1992,34.1
New York,1993,34.0
New York,1994,34.0
New York,1995,35.1
New York,1996,35.0
New York,1997,34.4
New York,1998,38.7
New York,1999,36.4
New York,2000,35.2
New York,2001,36.8
New York,2002,36.9
New York,2003,34.7
New York,2004,35.4
New York,2005,36.1
New York,2006,38.1
New York,2007,35.4
New York,2008,35.8
New York,2009,35.1
New York,2010,37.7
New York,2011,37.5
New York,2012,38.9
New York,2013,36.1
New York,2014,34.7
New York,2015,35.2
New York,2016,37.3
New York,2017,37.3
North Carolina,1950,47.6
North Carolina,1951,47.1
North Carolina,1952,47.5
North Carolina,1953,48.1
North Carolina,1954,46.8
North Carolina,1955,47.1
North Carolina,1956,47.9
North Carolina,1957,48.4
North Carolina,1958,45.9
North Carolina,1959,47.9
North Carolina,1960,45.9
North Carolina,1961,46.7
North Carolina,1962,46.5
North Carolina,1963,44.9
North Carolina,1964,46.8
North Carolina,1965,46.8
North Carolina,1966,45.6
North Carolina,1967,45.6
North Carolina,1968,45.4
North Carolina,1969,46.0
North Carolina,1970,46.9
North Carolina,1971,47.8
North Carolina,1972,47.1
North Carolina,1973,47.8
North Carolina,1974,47.8
North Carolina,1975,48.2
North Carolina,1976,45.3
North Carolina,1977,46.9
North Carolina,1978,46.2
North Carolina,1979,46.5
North Carolina,1980,46.5
North Carolina,1981,45.4
North Carolina,1982,47.8
North Carolina,1983,46.7
North Carolina,1984,47.4
North Carolina,1985,48.1
North Carolina,1986,48.7
North Carolina,1987,47.2
North Carolina,1988,45.6
North Carolina,1989,47.6
North Carolina,1990,49.4
North Carolina,1991,49.4
North Carolina,1992,47.6
North Carolina,1993,47.6
North Carolina,1994,47.8
North Carolina,1995,47.6
North Carolina,1996,46.9
North Carolina,1997,46.8
North Carolina,1998,49.8
North Carolina,1999,48.2
North Carolina,2000,47.0
North Carolina,2001,47.7
North Carolina,2002,48.8
North Carolina,2003,48.3
North Carolina,2004,48.8
North Carolina,2005,48.5
North Carolina,2006,48.3
North Carolina,2007,48.6
North Carolina,2008,47.9
North Carolina,2009,48.3
North Carolina,2010,47.8
North Carolina,2011,49.0
North Carolina,2012,49.6
North Carolina,2013,48.2
North Carolina,2014,47.4
North Carolina,2015,50.0
North Carolina,2016,50.0
North Carolina,2017,50.1
North Dakota,1950,23.8
North Dakota,1951,24.6
North Dakota,1952,28.3
North Dakota,1953,30.6
North Dakota,1954,29.6
North Dakota,1955,26.7
North Dakota,1956,27.4
North Dakota,1957,28.9
North Dakota,1958,28.4
North Dakota,1959,27.8
North Dakota,1960,27.5
North Dakota,1961,28.6
North Dakota,1962,28.5
North Dakota,1963,29.6
North Dakota,1964,27.6
North Dakota,1965,26.4
North Dakota,1966,26.4
North Dakota,1967,27.2
North Dakota,1968,28.0
North Dakota,1969,27.4
North Dakota,1970,27.0
North Dakota,1971,27.8
North Dakota,1972,26.5
North Dakota,1973,30.3
North Dakota,1974,28.0
North Dakota,1975,28.4
North Dakota,1976,28.4
North Dakota,1977,29.5
North Dakota,1978,26.7
North Dakota,1979,25.8
North Dakota,1980,29.0
North Dakota,1981,31.3
North Dakota,1982,26.7
North Dakota,1983,30.4
North Dakota,1984,29.7
North Dakota,1985,26.5
North Dakota,1986,30.6
North Dakota,1987,33.4
North Dakota,1988,29.5
North Dakota,1989,27.2
North Dakota,1990,29.9
North Dakota,1991,30.9
North Dakota,1992,29.9
North Dakota,1993,27.3
North Dakota,1994,28.7
North Dakota,1995,29.0
North Dakota,1996,25.6
North Dakota,1997,29.4
North Dakota,1998,32.6
North Dakota,1999,31.8
North Dakota,2000,29.5
North Dakota,2001,30.8
North Dakota,2002,29.7
North Dakota,2003,29.0
North Dakota,2004,29.1
North Dakota,2005,31.2
North Dakota,2006,32.1
North Dakota,2007,30.1
North Dakota,2008,27.3
North Dakota,2009,27.7
North Dakota,2010,30.4
North Dakota,2011,30.0
North Dakota,2012,32.1
North Dakota,2013,28.0
North Dakota,2014,28.0
North Dakota,2015,31.6
North Dakota,2016,33.3
North Dakota,2017,30.6
Ohio,1950,39.0
Ohio,1951,39.2
Ohio,1952,40.7
Ohio,1953,41.0
Ohio,1954,40.9
Ohio,1955,40.4
Ohio,1956,40.3
Ohio,1957,40.3
Ohio,1958,38.2
Ohio,1959,40.4
Ohio,1960,38.8
Ohio,1961,39.8
Ohio,1962,38.9
Ohio,1963,36.9
Ohio,1964,39.5
Ohio,1965,39.8
Ohio,1966,38.7
Ohio,1967,39.1
Ohio,1968,39.4
Ohio,1969,39.2
Ohio,1970,40.4
Ohio,1971,40.0
Ohio,1972,39.7
Ohio,1973,42.4
Ohio,1974,40.3
Ohio,1975,41.2
Ohio,1976,37.8
Ohio,1977,39.5
Ohio,1978,38.1
Ohio,1979,39.0
Ohio,1980,39.2
Ohio,1981,39.5
Ohio,1982,39.8
Ohio,1983,40.9
Ohio,1984,40.3
Ohio,1985,40.2
Ohio,1986,41.8
Ohio,1987,41.9
Ohio,1988,39.2
Ohio,1989,39.6
Ohio,1990,42.6
Ohio,1991,42.9
Ohio,1992,40.7
Ohio,1993,40.7
Ohio,1994,39.8
Ohio,1995,40.2
Ohio,1996,39.7
Ohio,1997,40.1
Ohio,1998,44.2
Ohio,1999,41.1
Ohio,2000,40.6
Ohio,2001,42.2
Ohio,2002,42.5
Ohio,2003,40.5
Ohio,2004,41.6
Ohio,2005,41.8
Ohio,2006,42.9
Ohio,2007,41.9
Ohio,2008,40.3
Ohio,2009,40.5
Ohio,2010,41.5
Ohio,2011,42.7
Ohio,2012,43.4
Ohio,2013,41.3
Ohio,2014,39.0
Ohio,2015,41.4
Ohio,2016,43.2
Ohio,2017,43.2
Oklahoma,1950,46.5
Oklahoma,1951,46.8
Oklahoma,1952,47.6
Oklahoma,1953,48.6
Oklahoma,1954,49.3
Oklahoma,1955,47.7
Oklahoma,1956,48.2
Oklahoma,1957,48.1
Oklahoma,1958,47.2
Oklahoma,1959,46.8
Oklahoma,1960,46.7
Oklahoma,1961,46.4
Oklahoma,1962,47.7
Oklahoma,1963,47.6
Oklahoma,1964,47.6
Oklahoma,1965,48.1
Oklahoma,1966,46.1
Oklahoma,1967,47.1
Oklahoma,1968,46.4
Oklahoma,1969,47.4
Oklahoma,1970,47.0
Oklahoma,1971,47.4
Oklahoma,1972,47.1
Oklahoma,1973,47.7
Oklahoma,1974,47.4
Oklahoma,1975,46.7
Oklahoma,1976,45.4
Oklahoma,1977,48.4
Oklahoma,1978,46.4
Oklahoma,1979,45.4
Oklahoma,1980,47.7
Oklahoma,1981,48.5
Oklahoma,1982,46.9
Oklahoma,1983,46.6
Oklahoma,1984,47.2
Oklahoma,1985,47.1
Oklahoma,1986,49.3
Oklahoma,1987,47.9
Oklahoma,1988,46.6
Oklahoma,1989,45.9
Oklahoma,1990,48.5
Oklahoma,1991,48.6
Oklahoma,1992,47.9
Oklahoma,1993,46.7
Oklahoma,1994,47.7
Oklahoma,1995,47.3
Oklahoma,1996,46.6
Oklahoma,1997,47.3
Oklahoma,1998,50.4
Oklahoma,1999,49.0
Oklahoma,2000,48.3
Oklahoma,2001,49.0
Oklahoma,2002,47.7
Oklahoma,2003,47.7
Oklahoma,2004,48.8
Oklahoma,2005,48.7
Oklahoma,2006,49.2
Oklahoma,2007,49.0
Oklahoma,2008,47.1
Oklahoma,2009,47.5
Oklahoma,2010,48.6
Oklahoma,2011,48.6
Oklahoma,2012,50.3
Oklahoma,2013,46.9
Oklahoma,2014,46.8
Oklahoma,2015,49.2
Oklahoma,2016,50.0
Oklahoma,2017,49.6
Oregon,1950,35.3
Oregon,1951,34.5
Oregon,1952,34.2
Oregon,1953,36.3
Oregon,1954,34.7
Oregon,1955,33.6
Oregon,1956,34.8
Oregon,1957,35.0
Oregon,1958,37.9
Oregon,1959,35.2
Oregon,1960,35.0
Oregon,1961,36.3
Oregon,1962,35.1
Oregon,1963,36.2
Oregon,1964,34.1
Oregon,1965,35.5
Oregon,1966,35.7
Oregon,1967,36.2
Oregon,1968,36.1
Oregon,1969,35.1
Oregon,1970,35.3
Oregon,1971,35.0
Oregon,1972,35.0
Oregon,1973,36.2
Oregon,1974,35.4
Oregon,1975,35.2
Oregon,1976,34.7
Oregon,1977,35.7
Oregon,1978,35.7
Oregon,1979,35.8
Oregon,1980,36.1
Oregon,1981,36.7
Oregon,1982,34.9
Oregon,1983,37.0
Oregon,1984,35.2
Oregon,1985,32.9
Oregon,1986,37.0
Oregon,1987,36.3
Oregon,1988,36.0
Oregon,1989,35.0
Oregon,1990,35.8
Oregon,1991,36.2
Oregon,1992,37.7
Oregon,1993,34.6
Oregon,1994,36.1
Oregon,1995,37.2
Oregon,1996,36.3
Oregon,1997,36.6
Oregon,1998,37.1
Oregon,1999,35.6
Oregon,2000,36.1
Oregon,2001,36.0
Oregon,2002,35.6
Oregon,2003,37.6
Oregon,2004,37.2
Oregon,2005,36.2
Oregon,2006,36.2
Oregon,2007,35.8
Oregon,2008,34.9
Oregon,2009,35.5
Oregon,2010,36.2
Oregon,2011,35.0
Oregon,2012,36.3
Oregon,2013,35.8
Oregon,2014,38.1
Oregon,2015,38.5
Oregon,2016,37.4
Oregon,2017,36.8
Pennsylvania,1950,37.2
Pennsylvania,1951,37.6
Pennsylvania,1952,38.6
Pennsylvania,1953,39.1
Pennsylvania,1954,38.1
Pennsylvania,1955,38.0
Pennsylvania,1956,37.7
Pennsylvania,1957,38.1
Pennsylvania,1958,36.2
Pennsylvania,1959,38.5
Pennsylvania,1960,36.8
Pennsylvania,1961,37.7
Pennsylvania,1962,36.1
Pennsylvania,1963,34.9
Pennsylvania,1964,36.6
Pennsylvania,1965,37.0
Pennsylvania,1966,36.5
Pennsylvania,1967,36.7
Pennsylvania,1968,37.1
Pennsylvania,1969,37.2
Pennsylvania,1970,38.1
Pennsylvania,1971,38.0
Pennsylvania,1972,37.3
Pennsylvania,1973,39.7
Pennsylvania,1974,37.8
Pennsylvania,1975,39.0
Pennsylvania,1976,36.0
Pennsylvania,1977,37.5
Pennsylvania,1978,36.1
Pennsylvania,1979,37.5
Pennsylvania,1980,36.9
Pennsylvania,1981,37.3
Pennsylvania,1982,37.4
Pennsylvania,1983,38.4
Pennsylvania,1984,38.1
Pennsylvania,1985,38.1
Pennsylvania,1986,38.8
Pennsylvania,1987,38.9
Pennsylvania,1988,37.2
Pennsylvania,1989,37.5
Pennsylvania,1990,40.4
Pennsylvania,1991,39.9
Pennsylvania,1992,38.0
Pennsylvania,1993,38.0
Pennsylvania,1994,37.2
Pennsylvania,1995,38.1
Pennsylvania,1996,37.8
Pennsylvania,1997,37.7
Pennsylvania,1998,41.6
Pennsylvania,1999,39.1
Pennsylvania,2000,38.2
Pennsylvania,2001,39.3
Pennsylvania,2002,39.8
Pennsylvania,2003,38.2
Pennsylvania,2004,39.2
Pennsylvania,2005,39.0
Pennsylvania,2006,40.6
Pennsylvania,2007,38.9
Pennsylvania,2008,38.4
Pennsylvania,2009,38.4
Pennsylvania,2010,39.8
Pennsylvania,2011,40.5
Pennsylvania,2012,41.4
Pennsylvania,2013,39.2
Pennsylvania,2014,37.2
Pennsylvania,2015,38.9
Pennsylvania,2016,40.2
Pennsylvania,2017,40.6
Rhode Island,1950,39.3
Rhode Island,1951,40.5
Rhode Island,1952,40.9
Rhode Island,1953,41.6
Rhode Island,1954,40.0
Rhode Island,1955,39.8
Rhode Island,1956,39.0
Rhode Island,1957,39.9
Rhode Island,1958,38.6
Rhode Island,1959,40.0
Rhode Island,1960,39.0
Rhode Island,1961,39.8
Rhode Island,1962,37.6
Rhode Island,1963,38.3
Rhode Island,1964,38.7
Rhode Island,1965,38.3
Rhode Island,1966,39.2
Rhode Island,1967,38.5
Rhode Island,1968,38.8
Rhode Island,1969,39.9
Rhode Island,1970,39.1
Rhode Island,1971,39.8
Rhode Island,1972,39.0
Rhode Island,1973,41.5
Rhode Island,1974,39.6
Rhode Island,1975,40.8
Rhode Island,1976,38.5
Rhode Island,1977,39.8
Rhode Island,1978,37.8
Rhode Island,1979,40.8
Rhode Island,1980,38.9
Rhode Island,1981,39.4
Rhode Island,1982,39.0
Rhode Island,1983,41.0
Rhode Island,1984,40.6
Rhode Island,1985,39.6
Rhode Island,1986,39.6
Rhode Island,1987,39.6
Rhode Island,1988,39.3
Rhode Island,1989,39.0
Rhode Island,1990,42.0
Rhode Island,1991,41.4
Rhode Island,1992,39.1
Rhode Island,1993,39.8
Rhode Island,1994,39.9
Rhode Island,1995,40.4
Rhode Island,1996,40.1
Rhode Island,1997,40.0
Rhode Island,1998,42.8
Rhode Island,1999,41.8
Rhode Island,2000,40.1
Rhode Island,2001,41.4
Rhode Island,2002,41.6
Rhode Island,2003,40.0
Rhode Island,2004,40.2
Rhode Island,2005,40.8
Rhode Island,2006,42.8
Rhode Island,2007,40.7
Rhode Island,2008,41.3
Rhode Island,2009,40.8
Rhode Island,2010,42.7
Rhode Island,2011,42.4
Rhode Island,2012,43.6
Rhode Island,2013,41.4
Rhode Island,2014,40.3
Rhode Island,2015,40.6
Rhode Island,2016,42.5
Rhode Island,2017,42.4
South Carolina,1950,50.9
South Carolina,1951,50.6
South Carolina,1952,51.0
South Carolina,1953,51.5
South Carolina,1954,50.7
South Carolina,1955,50.8
South Carolina,1956,51.2
South Carolina,1957,52.0
South Carolina,1958,49.4
South Carolina,1959,51.6
South Carolina,1960,49.4
South Carolina,1961,49.9
South Carolina,1962,50.1
South Carolina,1963,48.7
South Carolina,1964,50.4
South Carolina,1965,50.7
South Carolina,1966,49.2
South Carolina,1967,49.1
South Carolina,1968,48.7
South Carolina,1969,49.3
South Carolina,1970,50.4
South Carolina,1971,51.3
South Carolina,1972,50.7
South Carolina,1973,51.1
South Carolina,1974,51.2
South Carolina,1975,51.9
South Carolina,1976,48.8
South Carolina,1977,50.4
South Carolina,1978,49.9
South Carolina,1979,50.0
South Carolina,1980,50.1
South Carolina,1981,48.8
South Carolina,1982,51.7
South Carolina,1983,49.7
South Carolina,1984,50.5
South Carolina,1985,51.6
South Carolina,1986,52.4
South Carolina,1987,50.7
South Carolina,1988,49.0
South Carolina,1989,51.2
South Carolina,1990,52.9
South Carolina,1991,52.8
South Carolina,1992,51.0
South Carolina,1993,51.1
South Carolina,1994,51.6
South Carolina,1995,51.2
South Carolina,1996,50.3
South Carolina,1997,50.9
South Carolina,1998,53.4
South Carolina,1999,51.4
South Carolina,2000,50.3
South Carolina,2001,51.3
South Carolina,2002,52.3
South Carolina,2003,51.5
South Carolina,2004,52.1
South Carolina,2005,51.9
South Carolina,2006,51.8
South Carolina,2007,52.1
South Carolina,2008,51.3
South Carolina,2009,51.8
South Carolina,2010,50.8
South Carolina,2011,52.1
South Carolina,2012,53.2
South Carolina,2013,51.6
South Carolina,2014,50.8
South Carolina,2015,53.7
South Carolina,2016,53.6
South Carolina,2017,53.8
South Dakota,1950,28.5
South Dakota,1951,28.9
South Dakota,1952,31.9
South Dakota,1953,33.9
South Dakota,1954,33.6
South Dakota,1955,31.3
South Dakota,1956,31.7
South Dakota,1957,32.7
South Dakota,1958,32.1
South Dakota,1959,31.7
South Dakota,1960,31.2
South Dakota,1961,32.2
South Dakota,1962,32.2
South Dakota,1963,33.7
South Dakota,1964,31.8
South Dakota,1965,31.2
South Dakota,1966,30.7
South Dakota,1967,31.6
South Dakota,1968,31.8
South Dakota,1969,31.6
South Dakota,1970,31.2
South Dakota,1971,31.6
South Dakota,1972,30.8
South Dakota,1973,34.0
South Dakota,1974,32.6
South Dakota,1975,31.9
South Dakota,1976,32.6
South Dakota,1977,33.6
South Dakota,1978,30.2
South Dakota,1979,30.3
South Dakota,1980,33.2
South Dakota,1981,34.7
South Dakota,1982,31.3
South Dakota,1983,33.6
South Dakota,1984,33.2
South Dakota,1985,30.5
South Dakota,1986,34.5
South Dakota,1987,36.2
South Dakota,1988,33.4
South Dakota,1989,31.7
South Dakota,1990,34.0
South Dakota,1991,34.8
South Dakota,1992,33.8
South Dakota,1993,31.2
South Dakota,1994,33.0
South Dakota,1995,33.6
South Dakota,1996,30.2
South Dakota,1997,33.4
South Dakota,1998,36.2
South Dakota,1999,35.6
South Dakota,2000,33.5
South Dakota,2001,34.6
South Dakota,2002,33.8
South Dakota,2003,33.7
South Dakota,2004,34.0
South Dakota,2005,35.0
South Dakota,2006,35.7
South Dakota,2007,34.8
South Dakota,2008,31.7
South Dakota,2009,32.1
South Dakota,2010,33.9
South Dakota,2011,33.2
South Dakota,2012,35.9
South Dakota,2013,32.4
South Dakota,2014,31.7
South Dakota,2015,35.2
South Dakota,2016,36.1
South Dakota,2017,34.5
Tennessee,1950,46.1
Tennessee,1951,46.0
Tennessee,1952,46.2
Tennessee,1953,46.3
Tennessee,1954,46.8
Tennessee,1955,46.3
Tennessee,1956,46.8
Tennessee,1957,47.6
Tennessee,1958,44.2
Tennessee,1959,46.3
Tennessee,1960,44.5
Tennessee,1961,45.3
Tennessee,1962,45.5
Tennessee,1963,43.6
Tennessee,1964,45.4
