state,year,month,tavg
Arizona,1966,8,58.5
Arizona,1966,9,68.1
Arizona,1966,10,74.5
Arizona,1966,11,80.4
Arizona,1966,12,78.8
Arizona,1966,1,72.1
Arizona,1966,2,60.4
Arizona,1966,3,51.8
Arizona,1966,4,41.5
Arizona,1967,5,40.2
Arizona,1967,6,46
Arizona,1967,7,52.5
Arizona,1967,8,52.3
Arizona,1967,9,63.9
Arizona,1967,10,71.5
Arizona,1967,11,80.2
Arizona,1967,12,78.1
Arizona,1967,1,71.6
Arizona,1967,2,62.8
Arizona,1967,3,52.8
Arizona,1967,4,36.2
Arizona,1968,5,38.6
Arizona,1968,6,49
Arizona,1968,7,50
Arizona,1968,8,54.4
Arizona,1968,9,64.6
Arizona,1968,10,75.1
Arizona,1968,11,78.4
Arizona,1968,12,74
Arizona,1968,1,71.2
Arizona,1968,2,61.7
Arizona,1968,3,49
Arizona,1968,4,37.8
Arizona,1969,5,44.7
Arizona,1969,6,42.7
Arizona,1969,7,45.8
Arizona,1969,8,57.5
Arizona,1969,9,67
Arizona,1969,10,72.5
Arizona,1969,11,80.4
Arizona,1969,12,81.1
Arizona,1969,1,73.6
Arizona,1969,2,57.8
Arizona,1969,3,49.2
Arizona,1969,4,44.1
Arizona,1970,5,40.8
Arizona,1970,6,47.8
Arizona,1970,7,47.3
Arizona,1970,8,51.5
Arizona,1970,9,66.4
Arizona,1970,10,74.7
Arizona,1970,11,81
Arizona,1970,12,79.3
Arizona,1970,1,69.6
Arizona,1970,2,57.1
Arizona,1970,3,50.4
Arizona,1970,4,41.6
Arizona,1971,5,41
Arizona,1971,6,44.1
Arizona,1971,7,50.6
Arizona,1971,8,55.4
Arizona,1971,9,61.5
Arizona,1971,10,73.8
Arizona,1971,11,81.8
Arizona,1971,12,77
Arizona,1971,1,71.1
Arizona,1971,2,56.3
Arizona,1971,3,47.9
Arizona,1971,4,38.1
Arizona,1972,5,41.2
Arizona,1972,6,46.9
Arizona,1972,7,57
Arizona,1972,8,58
Arizona,1972,9,65.2
Arizona,1972,10,74.3
Arizona,1972,11,81.5
Arizona,1972,12,77.2
Arizona,1972,1,71.2
Arizona,1972,2,59.3
Arizona,1972,3,44.9
Arizona,1972,4,39
Arizona,1973,5,37.3
Arizona,1973,6,43.6
Arizona,1973,7,44
Arizona,1973,8,53.1
Arizona,1973,9,66.1
Arizona,1973,10,74.4
Arizona,1973,11,79.4
Arizona,1973,12,78.1
Arizona,1973,1,70.8
Arizona,1973,2,61.6
Arizona,1973,3,49.3
Arizona,1973,4,43
Arizona,1974,5,39.9
Arizona,1974,6,42.5
Arizona,1974,7,52.2
Arizona,1974,8,56.1
Arizona,1974,9,67.1
Arizona,1974,10,78.9
Arizona,1974,11,78.7
Arizona,1974,12,76.8
Arizona,1974,1,72.1
Arizona,1974,2,61.8
Arizona,1974,3,49
Arizona,1974,4,38.7
Arizona,1975,5,40
Arizona,1975,6,42.5
Arizona,1975,7,47
Arizona,1975,8,50.3
Arizona,1975,9,62.1
Arizona,1975,10,72.8
Arizona,1975,11,79.3
Arizona,1975,12,77.8
Arizona,1975,1,72
Arizona,1975,2,60.3
Arizona,1975,3,48.5
Arizona,1975,4,42.1
Arizona,1976,5,41.7
Arizona,1976,6,47.7
Arizona,1976,7,47.9
Arizona,1976,8,54.9
Arizona,1976,9,66.3
Arizona,1976,10,74
Arizona,1976,11,78.9
Arizona,1976,12,76.7
Arizona,1976,1,69.8
Arizona,1976,2,58.5
Arizona,1976,3,49.9
Arizona,1976,4,41.3
Arizona,1977,5,39.6
Arizona,1977,6,46.4
Arizona,1977,7,46.1
Arizona,1977,8,58.1
Arizona,1977,9,61.3
Arizona,1977,10,76.2
Arizona,1977,11,80.3
Arizona,1977,12,79.1
Arizona,1977,1,73.1
Arizona,1977,2,63.7
Arizona,1977,3,51.8
Arizona,1977,4,46.8
Arizona,1978,5,43.1
Arizona,1978,6,44.6
Arizona,1978,7,52.7
Arizona,1978,8,56
Arizona,1978,9,64
Arizona,1978,10,76.3
Arizona,1978,11,80.6
Arizona,1978,12,77.5
Arizona,1978,1,71.4
Arizona,1978,2,64.6
Arizona,1978,3,49.3
Arizona,1978,4,37.6
Arizona,1979,5,36.5
Arizona,1979,6,42.3
Arizona,1979,7,47.9
Arizona,1979,8,56.4
Arizona,1979,9,64.1
Arizona,1979,10,74.2
Arizona,1979,11,79.7
Arizona,1979,12,75.6
Arizona,1979,1,75.3
Arizona,1979,2,63.8
Arizona,1979,3,46.2
Arizona,1979,4,43.8
Arizona,1980,5,44.1
Arizona,1980,6,47.6
Arizona,1980,7,47.6
Arizona,1980,8,56.2
Arizona,1980,9,61.4
Arizona,1980,10,75
Arizona,1980,11,81.4
Arizona,1980,12,77.9
Arizona,1980,1,72.6
Arizona,1980,2,60.8
Arizona,1980,3,50.5
Arizona,1980,4,47.7
Arizona,1981,5,45.8
Arizona,1981,6,47.3
Arizona,1981,7,48.9
Arizona,1981,8,60.6
Arizona,1981,9,65.3
Arizona,1981,10,78.6
Arizona,1981,11,80.7
Arizona,1981,12,79.2
Arizona,1981,1,72.8
Arizona,1981,2,59.1
Arizona,1981,3,52.4
Arizona,1981,4,45.2
Arizona,1982,5,41
Arizona,1982,6,45.6
Arizona,1982,7,49.2
Arizona,1982,8,56.8
Arizona,1982,9,64.2
Arizona,1982,10,72.2
Arizona,1982,11,78.5
Arizona,1982,12,78.2
Arizona,1982,1,72
Arizona,1982,2,58.2
Arizona,1982,3,48.2
Arizona,1982,4,40.8
Arizona,1983,5,42.6
Arizona,1983,6,45.2
Arizona,1983,7,48.8
Arizona,1983,8,51.3
Arizona,1983,9,64
Arizona,1983,10,72.4
Arizona,1983,11,79.3
Arizona,1983,12,77.2
Arizona,1983,1,74.8
Arizona,1983,2,61.5
Arizona,1983,3,49.2
Arizona,1983,4,44.1
Arizona,1984,5,42.4
Arizona,1984,6,44.1
Arizona,1984,7,51
Arizona,1984,8,55.2
Arizona,1984,9,70.9
Arizona,1984,10,74.1
Arizona,1984,11,78.7
Arizona,1984,12,76.8
Arizona,1984,1,73.4
Arizona,1984,2,56.5
Arizona,1984,3,48.7
Arizona,1984,4,41.5
Arizona,1985,5,40.4
Arizona,1985,6,42.6
Arizona,1985,7,49.4
Arizona,1985,8,60
Arizona,1985,9,66.7
Arizona,1985,10,76.9
Arizona,1985,11,80.7
Arizona,1985,12,78.8
Arizona,1985,1,67.7
Arizona,1985,2,60.7
Arizona,1985,3,47.7
Arizona,1985,4,43
Arizona,1986,5,47.5
Arizona,1986,6,47.8
Arizona,1986,7,54.2
Arizona,1986,8,58.5
Arizona,1986,9,66.6
Arizona,1986,10,76.6
Arizona,1986,11,77.6
Arizona,1986,12,79.4
Arizona,1986,1,68
Arizona,1986,2,58.6
Arizona,1986,3,50
Arizona,1986,4,42.1
Arizona,1987,5,39.9
Arizona,1987,6,44.3
Arizona,1987,7,47.4
Arizona,1987,8,60.6
Arizona,1987,9,65.1
Arizona,1987,10,76.3
Arizona,1987,11,77.6
Arizona,1987,12,77
Arizona,1987,1,71.3
Arizona,1987,2,64.8
Arizona,1987,3,48.4
Arizona,1987,4,39.1
Arizona,1988,5,40.3
Arizona,1988,6,47.2
Arizona,1988,7,50.3
Arizona,1988,8,57.1
Arizona,1988,9,65.4
Arizona,1988,10,76.2
Arizona,1988,11,80.9
Arizona,1988,12,77.4
Arizona,1988,1,70.4
Arizona,1988,2,66.2
Arizona,1988,3,50
Arizona,1988,4,41
Arizona,1989,5,39.4
Arizona,1989,6,45.8
Arizona,1989,7,55.5
Arizona,1989,8,64
Arizona,1989,9,67.7
Arizona,1989,10,75.6
Arizona,1989,11,81.7
Arizona,1989,12,77.3
Arizona,1989,1,73.1
Arizona,1989,2,61.1
Arizona,1989,3,51.1
Arizona,1989,4,42.4
Arizona,1990,5,40.8
Arizona,1990,6,42.7
Arizona,1990,7,52
Arizona,1990,8,59.8
Arizona,1990,9,64.9
Arizona,1990,10,78.3
Arizona,1990,11,79.3
Arizona,1990,12,76
Arizona,1990,1,73.1
Arizona,1990,2,62
Arizona,1990,3,50.3
Arizona,1990,4,37.4
Arizona,1991,5,40.7
Arizona,1991,6,49.2
Arizona,1991,7,45.8
Arizona,1991,8,55.5
Arizona,1991,9,63.2
Arizona,1991,10,71.6
Arizona,1991,11,79.3
Arizona,1991,12,78.5
Arizona,1991,1,72.3
Arizona,1991,2,64.1
Arizona,1991,3,49
Arizona,1991,4,41.8
Arizona,1992,5,39.6
Arizona,1992,6,47.1
Arizona,1992,7,50.2
Arizona,1992,8,61.2
Arizona,1992,9,66.7
Arizona,1992,10,73.5
Arizona,1992,11,78.1
Arizona,1992,12,77.5
Arizona,1992,1,73.3
Arizona,1992,2,63.8
Arizona,1992,3,45.7
Arizona,1992,4,38.4
Arizona,1993,5,43.5
Arizona,1993,6,44.5
Arizona,1993,7,51.8
Arizona,1993,8,58.6
Arizona,1993,9,67.3
Arizona,1993,10,74.2
Arizona,1993,11,78.3
Arizona,1993,12,77.5
Arizona,1993,1,71.8
Arizona,1993,2,61
Arizona,1993,3,47.2
Arizona,1993,4,41.9
Arizona,1994,5,43.2
Arizona,1994,6,43.3
Arizona,1994,7,52.9
Arizona,1994,8,58.2
Arizona,1994,9,65.2
Arizona,1994,10,79.2
Arizona,1994,11,81.3
Arizona,1994,12,81.3
Arizona,1994,1,73.7
Arizona,1994,2,59.6
Arizona,1994,3,45.5
Arizona,1994,4,43.2
Arizona,1995,5,42.1
Arizona,1995,6,50.9
Arizona,1995,7,51.3
Arizona,1995,8,54.9
Arizona,1995,9,61.7
Arizona,1995,10,72.1
Arizona,1995,11,80.3
Arizona,1995,12,81.4
Arizona,1995,1,74.6
Arizona,1995,2,63.1
Arizona,1995,3,55
Arizona,1995,4,44.7
Arizona,1996,5,44.2
Arizona,1996,6,50.1
Arizona,1996,7,51.9
Arizona,1996,8,59.9
Arizona,1996,9,69.6
Arizona,1996,10,78
Arizona,1996,11,82.3
Arizona,1996,12,80.2
Arizona,1996,1,70.3
Arizona,1996,2,60.8
Arizona,1996,3,51
Arizona,1996,4,44.2
Arizona,1997,5,42
Arizona,1997,6,44.7
Arizona,1997,7,55
Arizona,1997,8,56.2
Arizona,1997,9,70.5
Arizona,1997,10,73.8
Arizona,1997,11,79.4
Arizona,1997,12,79.1
Arizona,1997,1,75
Arizona,1997,2,60.2
Arizona,1997,3,51
Arizona,1997,4,39.4
Arizona,1998,5,43.8
Arizona,1998,6,42
Arizona,1998,7,49
Arizona,1998,8,52.7
Arizona,1998,9,63
Arizona,1998,10,71.8
Arizona,1998,11,81.2
Arizona,1998,12,80.4
Arizona,1998,1,73.6
Arizona,1998,2,60.5
Arizona,1998,3,50.6
Arizona,1998,4,42.7
Arizona,1999,5,45.4
Arizona,1999,6,48
Arizona,1999,7,53
Arizona,1999,8,53.2
Arizona,1999,9,65.3
Arizona,1999,10,74.5
Arizona,1999,11,78.3
Arizona,1999,12,77.8
Arizona,1999,1,72.6
Arizona,1999,2,64.2
Arizona,1999,3,55.1
Arizona,1999,4,42
Arizona,2000,5,45.8
Arizona,2000,6,48.4
Arizona,2000,7,50.5
Arizona,2000,8,61.9
Arizona,2000,9,71.2
Arizona,2000,10,77.8
Arizona,2000,11,81.5
Arizona,2000,12,79.4
Arizona,2000,1,74.9
Arizona,2000,2,60.2
Arizona,2000,3,43.8
Arizona,2000,4,44.7
Arizona,2001,5,40.3
Arizona,2001,6,44.2
Arizona,2001,7,51.8
Arizona,2001,8,57.5
Arizona,2001,9,70.8
Arizona,2001,10,77.5
Arizona,2001,11,79.8
Arizona,2001,12,79.1
Arizona,2001,1,75.6
Arizona,2001,2,64.7
Arizona,2001,3,52.9
Arizona,2001,4,40.2
Arizona,2002,5,42.3
Arizona,2002,6,46.2
Arizona,2002,7,49.8
Arizona,2002,8,62
Arizona,2002,9,67
Arizona,2002,10,78.8
Arizona,2002,11,82.3
Arizona,2002,12,79.8
Arizona,2002,1,73.6
Arizona,2002,2,60
Arizona,2002,3,51.3
Arizona,2002,4,41
Arizona,2003,5,48.8
Arizona,2003,6,45.5
Arizona,2003,7,50.6
Arizona,2003,8,55.6
Arizona,2003,9,68.3
Arizona,2003,10,76.3
Arizona,2003,11,83.8
Arizona,2003,12,80
Arizona,2003,1,74.8
Arizona,2003,2,67.3
Arizona,2003,3,48.8
Arizona,2003,4,43
Arizona,2004,5,42.8
Arizona,2004,6,42.1
Arizona,2004,7,58.1
Arizona,2004,8,57.9
Arizona,2004,9,68.4
Arizona,2004,10,75.9
Arizona,2004,11,80.1
Arizona,2004,12,77.8
Arizona,2004,1,71.8
Arizona,2004,2,60
Arizona,2004,3,47.3
Arizona,2004,4,42.8
Arizona,2005,5,45.2
Arizona,2005,6,46.2
Arizona,2005,7,49.9
Arizona,2005,8,57.2
Arizona,2005,9,67.9
Arizona,2005,10,74.4
Arizona,2005,11,82.7
Arizona,2005,12,77.5
Arizona,2005,1,73.4
Arizona,2005,2,62.8
Arizona,2005,3,52.6
Arizona,2005,4,43.9
Arizona,2006,5,44.1
Arizona,2006,6,47.8
Arizona,2006,7,48.3
Arizona,2006,8,59
Arizona,2006,9,70
Arizona,2006,10,79.5
Arizona,2006,11,82.3
Arizona,2006,12,77.9
Arizona,2006,1,69.8
Arizona,2006,2,60.2
Arizona,2006,3,52.8
Arizona,2006,4,41.8
Arizona,2007,5,39
Arizona,2007,6,46.7
Arizona,2007,7,54.5
Arizona,2007,8,59.3
Arizona,2007,9,68.4
Arizona,2007,10,77.3
Arizona,2007,11,82
Arizona,2007,12,80.5
Arizona,2007,1,73.8
Arizona,2007,2,62.4
Arizona,2007,3,55.3
Arizona,2007,4,39.9
Arizona,2008,5,39.8
Arizona,2008,6,45
Arizona,2008,7,51.8
Arizona,2008,8,58
Arizona,2008,9,63.6
Arizona,2008,10,77.3
Arizona,2008,11,80.5
Arizona,2008,12,79.3
Arizona,2008,1,73.6
Arizona,2008,2,62.9
Arizona,2008,3,53.3
Arizona,2008,4,42.4
Arizona,2009,5,45.2
Arizona,2009,6,46.6
Arizona,2009,7,52.5
Arizona,2009,8,57
Arizona,2009,9,70.8
Arizona,2009,10,73
Arizona,2009,11,82.8
Arizona,2009,12,79.7
Arizona,2009,1,74.1
Arizona,2009,2,59.4
Arizona,2009,3,52.9
Arizona,2009,4,39
Arizona,2010,5,42.2
Arizona,2010,6,44.3
Arizona,2010,7,49.2
Arizona,2010,8,56.1
Arizona,2010,9,63.1
Arizona,2010,10,75.9
Arizona,2010,11,81.8
Arizona,2010,12,79
Arizona,2010,1,75.4
Arizona,2010,2,62.7
Arizona,2010,3,48.3
Arizona,2010,4,46.7
Arizona,2011,5,41.5
Arizona,2011,6,41.7
Arizona,2011,7,53.3
Arizona,2011,8,58.9
Arizona,2011,9,63.2
Arizona,2011,10,75.7
Arizona,2011,11,80.8
Arizona,2011,12,82.2
Arizona,2011,1,74.6
Arizona,2011,2,62.8
Arizona,2011,3,49.4
Arizona,2011,4,39.9
Arizona,2012,5,45.3
Arizona,2012,6,45.6
Arizona,2012,7,51.6
Arizona,2012,8,60.6
Arizona,2012,9,69.3
Arizona,2012,10,78.7
Arizona,2012,11,80
Arizona,2012,12,80.5
Arizona,2012,1,73.7
Arizona,2012,2,63.8
Arizona,2012,3,53.8
Arizona,2012,4,42.4
Arizona,2013,5,38.6
Arizona,2013,6,42.2
Arizona,2013,7,54.8
Arizona,2013,8,59.4
Arizona,2013,9,67.4
Arizona,2013,10,79.5
Arizona,2013,11,81
Arizona,2013,12,78.5
Arizona,2013,1,72.4
Arizona,2013,2,58.8
Arizona,2013,3,51.3
Arizona,2013,4,41.5
Arizona,2014,5,46.5
Arizona,2014,6,50
Arizona,2014,7,53.9
Arizona,2014,8,59.1
Arizona,2014,9,66.8
Arizona,2014,10,77.7
Arizona,2014,11,81.4
Arizona,2014,12,76.5
Arizona,2014,1,74.2
Arizona,2014,2,64.9
Arizona,2014,3,51.7
Arizona,2014,4,44.3
Arizona,2015,5,45.1
Arizona,2015,6,52
Arizona,2015,7,56.3
Arizona,2015,8,58.4
Arizona,2015,9,62.9
Arizona,2015,10,78.4
Arizona,2015,11,78.6
Arizona,2015,12,80.6
Arizona,2015,1,75
Arizona,2015,2,64.5
Arizona,2015,3,48.3
Arizona,2015,4,40.9
Arizona,2016,5,41.8
Arizona,2016,6,50.6
Arizona,2016,7,54.9
Arizona,2016,8,58.5
Arizona,2016,9,64.6
Arizona,2016,10,80.3
Arizona,2016,11,82.4
Arizona,2016,12,77.5
Arizona,2016,1,71.6
Arizona,2016,2,66.1
Arizona,2016,3,53.1
Arizona,2016,4,44.7
Arizona,2017,5,42.3
Arizona,2017,6,49.3
Arizona,2017,7,56.6
Arizona,2017,8,59.8
Arizona,2017,9,66.1
Arizona,2017,10,79.8
Arizona,2017,11,81.4
Arizona,2017,12,79.1
Arizona,2017,1,72.4
Arizona,2017,2,65.1
Arizona,2017,3,57.7
Arizona,2017,4,46.5
Arizona,2018,5,47.6
Arizona,2018,6,46.7
Arizona,2018,7,52.4
Arizona,2018,8,63
Arkansas,1950,9,47
Arkansas,1950,10,46
Arkansas,1950,11,48.7
Arkansas,1950,12,57.8
Arkansas,1950,1,69.8
Arkansas,1950,2,76.3
Arkansas,1950,3,76.9
Arkansas,1950,4,75.5
Arkansas,1950,5,69.8
Arkansas,1950,6,65.8
Arkansas,1950,7,46.2
Arkansas,1950,8,37.6
Arkansas,1951,9,40.7
Arkansas,1951,10,43.6
Arkansas,1951,11,50.7
Arkansas,1951,12,57.6
Arkansas,1951,1,68.8
Arkansas,1951,2,76
Arkansas,1951,3,80.5
Arkansas,1951,4,81.5
Arkansas,1951,5,71.8
Arkansas,1951,6,62.6
Arkansas,1951,7,44
Arkansas,1951,8,43.4
Arkansas,1952,9,46.5
Arkansas,1952,10,47.6
Arkansas,1952,11,49.4
Arkansas,1952,12,57.5
Arkansas,1952,1,68.7
Arkansas,1952,2,81.8
Arkansas,1952,3,82.3
Arkansas,1952,4,80.8
Arkansas,1952,5,71.4
Arkansas,1952,6,55.6
Arkansas,1952,7,48.4
Arkansas,1952,8,41.8
Arkansas,1953,9,44.4
Arkansas,1953,10,45
Arkansas,1953,11,55.4
Arkansas,1953,12,57.2
Arkansas,1953,1,69.9
Arkansas,1953,2,83.1
Arkansas,1953,3,80.2
Arkansas,1953,4,79.2
Arkansas,1953,5,74.2
Arkansas,1953,6,64.2
Arkansas,1953,7,48.6
Arkansas,1953,8,40.3
Arkansas,1954,9,40.6
Arkansas,1954,10,50
Arkansas,1954,11,50.4
Arkansas,1954,12,65.8
Arkansas,1954,1,64.6
Arkansas,1954,2,79.5
Arkansas,1954,3,85.4
Arkansas,1954,4,84.8
Arkansas,1954,5,76.9
Arkansas,1954,6,63.5
Arkansas,1954,7,49.6
Arkansas,1954,8,42.3
Arkansas,1955,9,40.4
Arkansas,1955,10,42.8
Arkansas,1955,11,52.4
Arkansas,1955,12,64.7
Arkansas,1955,1,71.3
Arkansas,1955,2,72.7
Arkansas,1955,3,81.3
Arkansas,1955,4,78.9
Arkansas,1955,5,75.2
Arkansas,1955,6,61.2
Arkansas,1955,7,48.4
Arkansas,1955,8,40.4
Arkansas,1956,9,37.5
Arkansas,1956,10,45.7
Arkansas,1956,11,50.8
Arkansas,1956,12,58.8
Arkansas,1956,1,72.2
Arkansas,1956,2,75.9
Arkansas,1956,3,81.1
Arkansas,1956,4,81.4
Arkansas,1956,5,72.2
Arkansas,1956,6,65.2
Arkansas,1956,7,48.6
Arkansas,1956,8,47.2
Arkansas,1957,9,38.2
Arkansas,1957,10,49
Arkansas,1957,11,49.1
Arkansas,1957,12,61.1
Arkansas,1957,1,70.2
Arkansas,1957,2,76.5
Arkansas,1957,3,80.5
Arkansas,1957,4,78.1
Arkansas,1957,5,70.2
Arkansas,1957,6,58.2
Arkansas,1957,7,49
Arkansas,1957,8,46.8
Arkansas,1958,9,37.9
Arkansas,1958,10,36.3
Arkansas,1958,11,44.4
Arkansas,1958,12,59.4
Arkansas,1958,1,69
Arkansas,1958,2,76.1
Arkansas,1958,3,79.7
Arkansas,1958,4,78.6
Arkansas,1958,5,73.1
Arkansas,1958,6,60.5
Arkansas,1958,7,52
Arkansas,1958,8,38.1
Arkansas,1959,9,37.6
Arkansas,1959,10,43
Arkansas,1959,11,50.3
Arkansas,1959,12,60
Arkansas,1959,1,72.3
Arkansas,1959,2,75.1
Arkansas,1959,3,78
Arkansas,1959,4,79.5
Arkansas,1959,5,73.5
Arkansas,1959,6,61.4
Arkansas,1959,7,45
Arkansas,1959,8,44.3
Arkansas,1960,9,39.5
Arkansas,1960,10,38.4
Arkansas,1960,11,39.9
Arkansas,1960,12,62.3
Arkansas,1960,1,66.5
Arkansas,1960,2,75.8
Arkansas,1960,3,79.1
Arkansas,1960,4,79.4
Arkansas,1960,5,74.4
Arkansas,1960,6,63.4
Arkansas,1960,7,50.4
Arkansas,1960,8,37.5
Arkansas,1961,9,36
Arkansas,1961,10,46.4
Arkansas,1961,11,53.8
Arkansas,1961,12,57.7
Arkansas,1961,1,66.4
Arkansas,1961,2,73.2
Arkansas,1961,3,77.8
Arkansas,1961,4,76
Arkansas,1961,5,71.9
Arkansas,1961,6,61.4
Arkansas,1961,7,48.8
Arkansas,1961,8,40.2
Arkansas,1962,9,35.3
Arkansas,1962,10,48.3
Arkansas,1962,11,47.1
Arkansas,1962,12,58.3
Arkansas,1962,1,73.9
Arkansas,1962,2,75.4
Arkansas,1962,3,80.4
Arkansas,1962,4,79.5
Arkansas,1962,5,71.4
Arkansas,1962,6,64.6
Arkansas,1962,7,48.8
Arkansas,1962,8,40.7
Arkansas,1963,9,32.9
Arkansas,1963,10,39
Arkansas,1963,11,55.8
Arkansas,1963,12,63.6
Arkansas,1963,1,69.8
Arkansas,1963,2,77.6
Arkansas,1963,3,79.6
Arkansas,1963,4,79.8
Arkansas,1963,5,72.6
Arkansas,1963,6,68.5
Arkansas,1963,7,52
Arkansas,1963,8,32.8
Arkansas,1964,9,40.3
Arkansas,1964,10,40
Arkansas,1964,11,50.7
Arkansas,1964,12,63.6
Arkansas,1964,1,70.7
Arkansas,1964,2,77.4
Arkansas,1964,3,81.3
Arkansas,1964,4,78.4
Arkansas,1964,5,71.6
Arkansas,1964,6,58.5
Arkansas,1964,7,53.4
Arkansas,1964,8,42.1
Arkansas,1965,9,42.5
Arkansas,1965,10,42
Arkansas,1965,11,43.1
Arkansas,1965,12,64.9
Arkansas,1965,1,71.3
Arkansas,1965,2,75.7
Arkansas,1965,3,80.2
Arkansas,1965,4,78.2
Arkansas,1965,5,72.8
Arkansas,1965,6,60.4
Arkansas,1965,7,55.5
Arkansas,1965,8,45.7
Arkansas,1966,9,34.7
Arkansas,1966,10,40.8
Arkansas,1966,11,52.1
Arkansas,1966,12,60.1
Arkansas,1966,1,67.3
Arkansas,1966,2,75.1
Arkansas,1966,3,82.4
Arkansas,1966,4,75.6
Arkansas,1966,5,69.8
Arkansas,1966,6,57.9
Arkansas,1966,7,53.4
Arkansas,1966,8,40.9
Arkansas,1967,9,41.4
Arkansas,1967,10,40.3
Arkansas,1967,11,57.4
Arkansas,1967,12,65
Arkansas,1967,1,66.7
Arkansas,1967,2,76.6
Arkansas,1967,3,76.3
Arkansas,1967,4,74.8
Arkansas,1967,5,68.4
Arkansas,1967,6,60.9
Arkansas,1967,7,48.2
Arkansas,1967,8,42.4
Arkansas,1968,9,37.4
Arkansas,1968,10,37.7
Arkansas,1968,11,49.9
Arkansas,1968,12,60.8
Arkansas,1968,1,67.1
Arkansas,1968,2,76.8
Arkansas,1968,3,78.3
Arkansas,1968,4,79
Arkansas,1968,5,69.2
Arkansas,1968,6,60.5
Arkansas,1968,7,47.9
Arkansas,1968,8,39.4
Arkansas,1969,9,40.2
Arkansas,1969,10,42
Arkansas,1969,11,44.4
Arkansas,1969,12,61.1
Arkansas,1969,1,69.2
Arkansas,1969,2,75.6
Arkansas,1969,3,82.6
Arkansas,1969,4,77.6
Arkansas,1969,5,72
Arkansas,1969,6,61.5
Arkansas,1969,7,48.1
Arkansas,1969,8,39.9
Arkansas,1970,9,33.7
Arkansas,1970,10,41.7
Arkansas,1970,11,46.9
Arkansas,1970,12,62.7
Arkansas,1970,1,70.2
Arkansas,1970,2,75.6
Arkansas,1970,3,78.4
Arkansas,1970,4,79.3
Arkansas,1970,5,75.4
Arkansas,1970,6,59.4
Arkansas,1970,7,47.9
Arkansas,1970,8,45.4
Arkansas,1971,9,39.4
Arkansas,1971,10,42.2
Arkansas,1971,11,47.6
Arkansas,1971,12,59.6
Arkansas,1971,1,65.6
Arkansas,1971,2,78.7
Arkansas,1971,3,78.8
Arkansas,1971,4,75.9
Arkansas,1971,5,74.1
Arkansas,1971,6,66.6
Arkansas,1971,7,49.5
Arkansas,1971,8,47.5
Arkansas,1972,9,40.7
Arkansas,1972,10,44
Arkansas,1972,11,52.7
Arkansas,1972,12,61.9
Arkansas,1972,1,68.5
Arkansas,1972,2,76.4
Arkansas,1972,3,77.9
Arkansas,1972,4,79.2
Arkansas,1972,5,75.4
Arkansas,1972,6,60.6
Arkansas,1972,7,44.8
Arkansas,1972,8,38.3
Arkansas,1973,9,37.9
Arkansas,1973,10,41.2
Arkansas,1973,11,55.5
Arkansas,1973,12,57.7
Arkansas,1973,1,66.4
Arkansas,1973,2,76
Arkansas,1973,3,79.8
Arkansas,1973,4,77.8
Arkansas,1973,5,73.6
Arkansas,1973,6,65.3
Arkansas,1973,7,54.4
Arkansas,1973,8,41.3
Arkansas,1974,9,40.6
Arkansas,1974,10,45.3
Arkansas,1974,11,56.9
Arkansas,1974,12,60.8
Arkansas,1974,1,71.1
Arkansas,1974,2,72.1
Arkansas,1974,3,80.8
Arkansas,1974,4,76.8
Arkansas,1974,5,66
Arkansas,1974,6,61
Arkansas,1974,7,50.1
Arkansas,1974,8,41.7
Arkansas,1975,9,43
Arkansas,1975,10,42.3
Arkansas,1975,11,47.1
Arkansas,1975,12,59.2
Arkansas,1975,1,70.4
Arkansas,1975,2,75.6
Arkansas,1975,3,79.1
Arkansas,1975,4,78.4
Arkansas,1975,5,68.2
Arkansas,1975,6,62.4
Arkansas,1975,7,50.7
Arkansas,1975,8,42.1
Arkansas,1976,9,38.3
Arkansas,1976,10,51.4
Arkansas,1976,11,55.2
Arkansas,1976,12,61.2
Arkansas,1976,1,63.5
Arkansas,1976,2,72.9
Arkansas,1976,3,78.6
Arkansas,1976,4,76.5
Arkansas,1976,5,70
Arkansas,1976,6,55.4
Arkansas,1976,7,42.7
Arkansas,1976,8,39.3
Arkansas,1977,9,27.5
Arkansas,1977,10,43.4
Arkansas,1977,11,54.6
Arkansas,1977,12,63.4
Arkansas,1977,1,72.2
Arkansas,1977,2,78.7
Arkansas,1977,3,81.5
Arkansas,1977,4,79.6
Arkansas,1977,5,75.4
Arkansas,1977,6,60.8
Arkansas,1977,7,51.6
Arkansas,1977,8,40.5
Arkansas,1978,9,29.4
Arkansas,1978,10,31.7
Arkansas,1978,11,47.2
Arkansas,1978,12,62.8
Arkansas,1978,1,68.1
Arkansas,1978,2,76.4
Arkansas,1978,3,82.7
Arkansas,1978,4,79.7
Arkansas,1978,5,74.7
Arkansas,1978,6,59.9
Arkansas,1978,7,53.1
Arkansas,1978,8,41.1
Arkansas,1979,9,27.6
Arkansas,1979,10,36.3
Arkansas,1979,11,52.2
Arkansas,1979,12,60
Arkansas,1979,1,66.7
Arkansas,1979,2,74.6
Arkansas,1979,3,78.8
Arkansas,1979,4,77.5
Arkansas,1979,5,69.7
Arkansas,1979,6,62.9
Arkansas,1979,7,47.1
Arkansas,1979,8,42.5
Arkansas,1980,9,40.5
Arkansas,1980,10,38
Arkansas,1980,11,47.1
