state,year,pcp
Oklahoma,1989,35.3
Oklahoma,1990,43.2
Oklahoma,1991,38.7
Oklahoma,1992,41.4
Oklahoma,1993,39.1
Oklahoma,1994,36.2
Oklahoma,1995,37.8
Oklahoma,1996,37.2
Oklahoma,1997,39.3
Oklahoma,1998,36.1
Oklahoma,1999,37.2
Oklahoma,2000,36.9
Oklahoma,2001,31.9
Oklahoma,2002,35.0
Oklahoma,2003,27.8
Oklahoma,2004,40.2
Oklahoma,2005,27.5
Oklahoma,2006,29.8
Oklahoma,2007,43.5
Oklahoma,2008,38.3
Oklahoma,2009,38.0
Oklahoma,2010,32.0
Oklahoma,2011,26.2
Oklahoma,2012,25.7
Oklahoma,2013,36.7
Oklahoma,2014,28.8
Oklahoma,2015,53.7
Oklahoma,2016,31.1
Oklahoma,2017,38.6
Oregon,1950,41.0
Oregon,1951,35.0
Oregon,1952,26.6
Oregon,1953,41.2
Oregon,1954,29.7
Oregon,1955,35.9
Oregon,1956,34.5
Oregon,1957,34.7
Oregon,1958,34.9
Oregon,1959,26.8
Oregon,1960,34.3
Oregon,1961,35.4
Oregon,1962,30.7
Oregon,1963,32.1
Oregon,1964,38.9
Oregon,1965,27.7
Oregon,1966,30.7
Oregon,1967,27.8
Oregon,1968,35.0
Oregon,1969,31.8
Oregon,1970,37.1
Oregon,1971,38.2
Oregon,1972,33.4
Oregon,1973,35.0
Oregon,1974,31.9
Oregon,1975,36.3
Oregon,1976,22.6
Oregon,1977,31.6
Oregon,1978,29.0
Oregon,1979,32.6
Oregon,1980,32.9
Oregon,1981,38.0
Oregon,1982,38.2
Oregon,1983,44.4
Oregon,1984,38.0
Oregon,1985,23.1
Oregon,1986,32.9
Oregon,1987,27.3
Oregon,1988,29.8
Oregon,1989,26.9
Oregon,1990,29.9
Oregon,1991,29.5
Oregon,1992,27.5
Oregon,1993,31.1
Oregon,1994,28.5
Oregon,1995,41.4
Oregon,1996,48.8
Oregon,1997,32.6
Oregon,1998,42.9
Oregon,1999,31.6
Oregon,2000,27.9
Oregon,2001,26.8
Oregon,2002,26.2
Oregon,2003,32.0
Oregon,2004,29.6
Oregon,2005,33.2
Oregon,2006,36.4
Oregon,2007,28.9
Oregon,2008,28.6
Oregon,2009,27.6
Oregon,2010,37.9
Oregon,2011,30.6
Oregon,2012,40.0
Oregon,2013,22.7
Oregon,2014,35.2
Oregon,2015,30.1
Oregon,2016,34.6
Oregon,2017,36.0
Pennsylvania,1950,48.3
Pennsylvania,1951,44.4
Pennsylvania,1952,46.0
Pennsylvania,1953,40.5
Pennsylvania,1954,41.6
Pennsylvania,1955,40.5
Pennsylvania,1956,47.9
Pennsylvania,1957,36.4
Pennsylvania,1958,43.2
Pennsylvania,1959,42.8
Pennsylvania,1960,39.7
Pennsylvania,1961,40.8
Pennsylvania,1962,37.5
Pennsylvania,1963,31.9
Pennsylvania,1964,36.7
Pennsylvania,1965,33.8
Pennsylvania,1966,35.8
Pennsylvania,1967,42.1
Pennsylvania,1968,38.0
Pennsylvania,1969,37.9
Pennsylvania,1970,43.8
Pennsylvania,1971,40.7
Pennsylvania,1972,52.6
Pennsylvania,1973,45.6
Pennsylvania,1974,43.4
Pennsylvania,1975,50.2
Pennsylvania,1976,41.6
Pennsylvania,1977,46.6
Pennsylvania,1978,43.1
Pennsylvania,1979,48.3
Pennsylvania,1980,36.8
Pennsylvania,1981,40.2
Pennsylvania,1982,38.3
Pennsylvania,1983,46.7
Pennsylvania,1984,46.1
Pennsylvania,1985,41.5
Pennsylvania,1986,43.2
Pennsylvania,1987,40.6
Pennsylvania,1988,35.9
Pennsylvania,1989,44.2
Pennsylvania,1990,49.7
Pennsylvania,1991,33.3
Pennsylvania,1992,41.6
Pennsylvania,1993,45.8
Pennsylvania,1994,48.1
Pennsylvania,1995,37.5
Pennsylvania,1996,56.3
Pennsylvania,1997,38.8
Pennsylvania,1998,40.4
Pennsylvania,1999,41.1
Pennsylvania,2000,41.3
Pennsylvania,2001,34.3
Pennsylvania,2002,43.5
Pennsylvania,2003,53.5
Pennsylvania,2004,53.9
Pennsylvania,2005,42.9
Pennsylvania,2006,47.5
Pennsylvania,2007,44.1
Pennsylvania,2008,45.8
Pennsylvania,2009,42.7
Pennsylvania,2010,42.3
Pennsylvania,2011,61.0
Pennsylvania,2012,43.4
Pennsylvania,2013,41.8
Pennsylvania,2014,42.4
Pennsylvania,2015,43.1
Pennsylvania,2016,39.0
Pennsylvania,2017,46.6
Rhode Island,1950,39.2
Rhode Island,1951,45.3
Rhode Island,1952,41.7
Rhode Island,1953,56.8
Rhode Island,1954,54.5
Rhode Island,1955,50.1
Rhode Island,1956,44.2
Rhode Island,1957,32.7
Rhode Island,1958,52.3
Rhode Island,1959,47.2
Rhode Island,1960,45.1
Rhode Island,1961,46.4
Rhode Island,1962,45.2
Rhode Island,1963,38.2
Rhode Island,1964,37.9
Rhode Island,1965,28.2
Rhode Island,1966,37.4
Rhode Island,1967,48.1
Rhode Island,1968,43.0
Rhode Island,1969,48.5
Rhode Island,1970,43.5
Rhode Island,1971,39.8
Rhode Island,1972,63.4
Rhode Island,1973,51.0
Rhode Island,1974,42.8
Rhode Island,1975,53.2
Rhode Island,1976,41.7
Rhode Island,1977,52.7
Rhode Island,1978,46.2
Rhode Island,1979,55.8
Rhode Island,1980,37.3
Rhode Island,1981,40.3
Rhode Island,1982,48.8
Rhode Island,1983,63.0
Rhode Island,1984,50.6
Rhode Island,1985,42.3
Rhode Island,1986,48.5
Rhode Island,1987,42.8
Rhode Island,1988,42.9
Rhode Island,1989,55.0
Rhode Island,1990,50.0
Rhode Island,1991,46.7
Rhode Island,1992,48.1
Rhode Island,1993,43.7
Rhode Island,1994,46.0
Rhode Island,1995,40.2
Rhode Island,1996,56.4
Rhode Island,1997,40.8
Rhode Island,1998,56.4
Rhode Island,1999,45.9
Rhode Island,2000,48.8
Rhode Island,2001,43.2
Rhode Island,2002,47.4
Rhode Island,2003,52.9
Rhode Island,2004,47.6
Rhode Island,2005,57.8
Rhode Island,2006,56.7
Rhode Island,2007,44.4
Rhode Island,2008,56.7
Rhode Island,2009,54.0
Rhode Island,2010,53.3
Rhode Island,2011,57.5
Rhode Island,2012,41.1
Rhode Island,2013,43.1
Rhode Island,2014,47.2
Rhode Island,2015,40.8
Rhode Island,2016,41.2
Rhode Island,2017,49.1
South Carolina,1950,41.2
South Carolina,1951,38.0
South Carolina,1952,46.4
South Carolina,1953,46.5
South Carolina,1954,31.7
South Carolina,1955,41.9
South Carolina,1956,41.4
South Carolina,1957,48.8
South Carolina,1958,47.5
South Carolina,1959,60.8
South Carolina,1960,48.7
South Carolina,1961,51.5
South Carolina,1962,48.8
South Carolina,1963,45.1
South Carolina,1964,69.3
South Carolina,1965,48.5
South Carolina,1966,48.0
South Carolina,1967,46.9
South Carolina,1968,43.7
South Carolina,1969,49.9
South Carolina,1970,44.1
South Carolina,1971,58.8
South Carolina,1972,49.3
South Carolina,1973,54.8
South Carolina,1974,47.9
South Carolina,1975,58.2
South Carolina,1976,51.6
South Carolina,1977,44.1
South Carolina,1978,41.1
South Carolina,1979,56.0
South Carolina,1980,45.0
South Carolina,1981,40.1
South Carolina,1982,50.2
South Carolina,1983,52.2
South Carolina,1984,47.6
South Carolina,1985,48.0
South Carolina,1986,39.8
South Carolina,1987,47.6
South Carolina,1988,39.2
South Carolina,1989,53.9
South Carolina,1990,46.1
South Carolina,1991,50.9
South Carolina,1992,54.7
South Carolina,1993,44.1
South Carolina,1994,56.1
South Carolina,1995,54.4
South Carolina,1996,45.9
South Carolina,1997,53.8
South Carolina,1998,54.1
South Carolina,1999,44.1
South Carolina,2000,41.2
South Carolina,2001,34.7
South Carolina,2002,46.5
South Carolina,2003,55.1
South Carolina,2004,45.8
South Carolina,2005,47.5
South Carolina,2006,43.7
South Carolina,2007,34.9
South Carolina,2008,45.7
South Carolina,2009,50.5
South Carolina,2010,41.1
South Carolina,2011,38.2
South Carolina,2012,43.7
South Carolina,2013,56.3
South Carolina,2014,47.0
South Carolina,2015,60.6
South Carolina,2016,46.2
South Carolina,2017,46.5
South Dakota,1950,17.4
South Dakota,1951,21.6
South Dakota,1952,13.7
South Dakota,1953,21.6
South Dakota,1954,16.9
South Dakota,1955,15.8
South Dakota,1956,16.9
South Dakota,1957,22.3
South Dakota,1958,14.8
South Dakota,1959,16.7
South Dakota,1960,18.1
South Dakota,1961,15.9
South Dakota,1962,24.5
South Dakota,1963,19.8
South Dakota,1964,17.9
South Dakota,1965,21.5
South Dakota,1966,18.3
South Dakota,1967,17.4
South Dakota,1968,21.0
South Dakota,1969,17.5
South Dakota,1970,18.6
South Dakota,1971,20.9
South Dakota,1972,20.6
South Dakota,1973,18.6
South Dakota,1974,13.0
South Dakota,1975,18.3
South Dakota,1976,12.7
South Dakota,1977,25.0
South Dakota,1978,18.9
South Dakota,1979,18.4
South Dakota,1980,14.7
South Dakota,1981,17.4
South Dakota,1982,25.0
South Dakota,1983,19.3
South Dakota,1984,21.3
South Dakota,1985,18.5
South Dakota,1986,25.2
South Dakota,1987,17.3
South Dakota,1988,15.3
South Dakota,1989,16.2
South Dakota,1990,17.3
South Dakota,1991,21.2
South Dakota,1992,19.8
South Dakota,1993,25.4
South Dakota,1994,18.9
South Dakota,1995,25.4
South Dakota,1996,22.9
South Dakota,1997,21.1
South Dakota,1998,24.8
South Dakota,1999,21.6
South Dakota,2000,19.1
South Dakota,2001,20.1
South Dakota,2002,14.3
South Dakota,2003,17.1
South Dakota,2004,20.7
South Dakota,2005,20.7
South Dakota,2006,15.9
South Dakota,2007,22.9
South Dakota,2008,23.6
South Dakota,2009,22.5
South Dakota,2010,24.6
South Dakota,2011,22.1
South Dakota,2012,14.5
South Dakota,2013,24.9
South Dakota,2014,20.1
South Dakota,2015,22.7
South Dakota,2016,20.6
South Dakota,2017,17.6
Tennessee,1950,64.6
Tennessee,1951,60.1
Tennessee,1952,42.2
Tennessee,1953,46.1
Tennessee,1954,46.4
Tennessee,1955,49.9
Tennessee,1956,51.3
Tennessee,1957,66.3
Tennessee,1958,43.9
Tennessee,1959,51.6
Tennessee,1960,44.4
Tennessee,1961,55.0
Tennessee,1962,54.5
Tennessee,1963,42.3
Tennessee,1964,57.5
Tennessee,1965,46.0
Tennessee,1966,48.7
Tennessee,1967,53.4
Tennessee,1968,44.4
Tennessee,1969,50.0
Tennessee,1970,49.8
Tennessee,1971,50.4
Tennessee,1972,62.2
Tennessee,1973,65.3
Tennessee,1974,61.6
Tennessee,1975,62.3
Tennessee,1976,47.4
Tennessee,1977,56.1
Tennessee,1978,49.8
Tennessee,1979,66.0
Tennessee,1980,44.7
Tennessee,1981,46.5
Tennessee,1982,57.7
Tennessee,1983,54.9
Tennessee,1984,56.0
Tennessee,1985,43.1
Tennessee,1986,45.1
Tennessee,1987,43.0
Tennessee,1988,46.3
Tennessee,1989,65.5
Tennessee,1990,60.6
Tennessee,1991,60.4
Tennessee,1992,49.6
Tennessee,1993,48.2
Tennessee,1994,61.9
Tennessee,1995,52.1
Tennessee,1996,60.0
Tennessee,1997,56.5
Tennessee,1998,57.5
Tennessee,1999,46.0
Tennessee,2000,45.0
Tennessee,2001,54.0
Tennessee,2002,59.2
Tennessee,2003,61.7
Tennessee,2004,61.2
Tennessee,2005,44.6
Tennessee,2006,48.8
Tennessee,2007,37.7
Tennessee,2008,49.7
Tennessee,2009,60.2
Tennessee,2010,49.6
Tennessee,2011,62.5
Tennessee,2012,46.8
Tennessee,2013,63.2
Tennessee,2014,53.5
Tennessee,2015,59.1
Tennessee,2016,47.0
Tennessee,2017,56.1
Texas,1950,24.5
Texas,1951,20.3
Texas,1952,21.6
Texas,1953,22.8
Texas,1954,17.9
Texas,1955,22.1
Texas,1956,14.9
Texas,1957,35.7
Texas,1958,30.5
Texas,1959,29.6
Texas,1960,31.3
Texas,1961,28.6
Texas,1962,24.0
Texas,1963,19.7
Texas,1964,23.2
Texas,1965,26.6
Texas,1966,26.8
Texas,1967,25.3
Texas,1968,32.9
Texas,1969,29.6
Texas,1970,23.8
Texas,1971,28.0
Texas,1972,26.8
Texas,1973,35.3
Texas,1974,31.8
Texas,1975,27.2
Texas,1976,30.6
Texas,1977,22.6
Texas,1978,25.6
Texas,1979,30.9
Texas,1980,24.3
Texas,1981,32.1
Texas,1982,26.6
Texas,1983,25.7
Texas,1984,26.1
Texas,1985,29.8
Texas,1986,33.5
Texas,1987,30.3
Texas,1988,20.9
Texas,1989,25.2
Texas,1990,31.4
Texas,1991,37.2
Texas,1992,33.6
Texas,1993,27.3
Texas,1994,29.3
Texas,1995,27.6
Texas,1996,24.6
Texas,1997,34.1
Texas,1998,27.9
Texas,1999,22.0
Texas,2000,27.8
Texas,2001,29.1
Texas,2002,30.6
Texas,2003,24.2
Texas,2004,39.3
Texas,2005,22.2
Texas,2006,25.1
Texas,2007,36.2
Texas,2008,23.8
Texas,2009,28.5
Texas,2010,27.8
Texas,2011,14.7
Texas,2012,24.1
Texas,2013,26.0
Texas,2014,24.0
Texas,2015,41.2
Texas,2016,32.1
Texas,2017,30.3
Utah,1950,9.5
Utah,1951,14.6
Utah,1952,12.6
Utah,1953,10.3
Utah,1954,11.5
Utah,1955,11.1
Utah,1956,8.1
Utah,1957,18.1
Utah,1958,9.9
Utah,1959,11.0
Utah,1960,10.6
Utah,1961,13.3
Utah,1962,11.1
Utah,1963,12.7
Utah,1964,12.8
Utah,1965,18.0
Utah,1966,10.5
Utah,1967,13.9
Utah,1968,13.6
Utah,1969,15.3
Utah,1970,13.3
Utah,1971,13.6
Utah,1972,12.7
Utah,1973,13.9
Utah,1974,9.7
Utah,1975,13.6
Utah,1976,9.1
Utah,1977,10.8
Utah,1978,17.1
Utah,1979,11.7
Utah,1980,17.3
Utah,1981,15.2
Utah,1982,17.6
Utah,1983,20.0
Utah,1984,15.7
Utah,1985,14.8
Utah,1986,15.0
Utah,1987,14.7
Utah,1988,11.1
Utah,1989,9.0
Utah,1990,12.1
Utah,1991,13.5
Utah,1992,13.0
Utah,1993,15.6
Utah,1994,13.1
Utah,1995,15.5
Utah,1996,14.1
Utah,1997,16.8
Utah,1998,17.4
Utah,1999,12.4
Utah,2000,13.5
Utah,2001,11.6
Utah,2002,9.0
Utah,2003,11.5
Utah,2004,15.2
Utah,2005,16.6
Utah,2006,14.4
Utah,2007,11.2
Utah,2008,11.6
Utah,2009,11.8
Utah,2010,17.2
Utah,2011,14.7
Utah,2012,10.6
Utah,2013,13.2
Utah,2014,13.3
Utah,2015,15.4
Utah,2016,14.0
Utah,2017,12.8
Vermont,1950,41.8
Vermont,1951,46.5
Vermont,1952,42.5
Vermont,1953,41.7
Vermont,1954,52.2
Vermont,1955,40.2
Vermont,1956,38.7
Vermont,1957,37.2
Vermont,1958,40.6
Vermont,1959,44.6
Vermont,1960,40.0
Vermont,1961,36.5
Vermont,1962,40.6
Vermont,1963,34.5
Vermont,1964,35.2
Vermont,1965,35.1
Vermont,1966,38.2
Vermont,1967,40.4
Vermont,1968,41.8
Vermont,1969,46.3
Vermont,1970,38.0
Vermont,1971,41.2
Vermont,1972,48.2
Vermont,1973,52.7
Vermont,1974,46.2
Vermont,1975,47.6
Vermont,1976,53.0
Vermont,1977,48.4
Vermont,1978,40.2
Vermont,1979,43.9
Vermont,1980,35.7
Vermont,1981,47.3
Vermont,1982,37.9
Vermont,1983,54.1
Vermont,1984,44.6
Vermont,1985,39.4
Vermont,1986,46.4
Vermont,1987,41.7
Vermont,1988,37.6
Vermont,1989,44.9
Vermont,1990,54.2
Vermont,1991,41.7
Vermont,1992,38.5
Vermont,1993,41.7
Vermont,1994,43.0
Vermont,1995,42.1
Vermont,1996,52.6
Vermont,1997,42.7
Vermont,1998,47.5
Vermont,1999,42.4
Vermont,2000,48.6
Vermont,2001,34.3
Vermont,2002,47.2
Vermont,2003,49.8
Vermont,2004,41.8
Vermont,2005,52.3
Vermont,2006,54.2
Vermont,2007,48.8
Vermont,2008,54.6
Vermont,2009,47.4
Vermont,2010,49.2
Vermont,2011,58.2
Vermont,2012,42.3
Vermont,2013,46.5
Vermont,2014,46.0
Vermont,2015,42.4
Vermont,2016,38.6
Vermont,2017,46.2
Virginia,1950,42.0
Virginia,1951,40.7
Virginia,1952,45.5
Virginia,1953,36.9
Virginia,1954,39.5
Virginia,1955,41.8
Virginia,1956,42.5
Virginia,1957,45.7
Virginia,1958,45.5
Virginia,1959,42.2
Virginia,1960,41.5
Virginia,1961,47.8
Virginia,1962,44.9
Virginia,1963,33.0
Virginia,1964,40.3
Virginia,1965,32.7
Virginia,1966,40.9
Virginia,1967,39.0
Virginia,1968,35.6
Virginia,1969,41.8
Virginia,1970,36.9
Virginia,1971,47.4
Virginia,1972,56.0
Virginia,1973,45.8
Virginia,1974,42.3
Virginia,1975,52.0
Virginia,1976,41.3
Virginia,1977,39.7
Virginia,1978,45.1
Virginia,1979,55.6
Virginia,1980,35.9
Virginia,1981,36.2
Virginia,1982,45.6
Virginia,1983,46.2
Virginia,1984,45.3
Virginia,1985,44.2
Virginia,1986,35.1
Virginia,1987,45.3
Virginia,1988,34.9
Virginia,1989,52.5
Virginia,1990,45.4
Virginia,1991,38.9
Virginia,1992,44.0
Virginia,1993,44.9
Virginia,1994,45.3
Virginia,1995,44.3
Virginia,1996,55.8
Virginia,1997,38.0
Virginia,1998,45.9
Virginia,1999,42.7
Virginia,2000,40.3
Virginia,2001,34.8
Virginia,2002,42.6
Virginia,2003,61.8
Virginia,2004,48.9
Virginia,2005,39.8
Virginia,2006,46.2
Virginia,2007,35.2
Virginia,2008,40.6
Virginia,2009,51.2
Virginia,2010,41.7
Virginia,2011,48.3
Virginia,2012,40.0
Virginia,2013,51.3
Virginia,2014,43.7
Virginia,2015,49.7
Virginia,2016,45.4
Virginia,2017,41.5
Washington,1950,54.1
Washington,1951,45.4
Washington,1952,27.8
Washington,1953,50.8
Washington,1954,45.2
Washington,1955,48.9
Washington,1956,42.9
Washington,1957,39.2
Washington,1958,46.3
Washington,1959,46.7
Washington,1960,42.3
Washington,1961,48.7
Washington,1962,40.2
Washington,1963,39.3
Washington,1964,45.1
Washington,1965,36.5
Washington,1966,41.6
Washington,1967,42.8
Washington,1968,49.9
Washington,1969,37.2
Washington,1970,42.2
Washington,1971,48.8
Washington,1972,49.9
Washington,1973,41.4
Washington,1974,47.3
Washington,1975,50.9
Washington,1976,33.1
Washington,1977,41.5
Washington,1978,35.9
Washington,1979,38.2
Washington,1980,44.7
Washington,1981,43.8
Washington,1982,47.3
Washington,1983,51.8
Washington,1984,46.9
Washington,1985,29.9
Washington,1986,41.6
Washington,1987,34.3
Washington,1988,39.9
Washington,1989,36.5
Washington,1990,50.9
Washington,1991,40.4
Washington,1992,37.1
Washington,1993,33.6
Washington,1994,42.5
Washington,1995,51.0
Washington,1996,54.9
Washington,1997,51.0
Washington,1998,48.6
Washington,1999,49.3
Washington,2000,34.2
Washington,2001,39.1
Washington,2002,36.5
Washington,2003,43.4
Washington,2004,37.6
Washington,2005,38.6
Washington,2006,50.2
Washington,2007,40.2
Washington,2008,37.3
Washington,2009,39.9
Washington,2010,47.3
Washington,2011,43.8
Washington,2012,52.8
Washington,2013,35.6
Washington,2014,48.8
Washington,2015,43.2
Washington,2016,49.1
Washington,2017,48.7
West Virginia,1950,52.3
West Virginia,1951,47.2
West Virginia,1952,42.5
West Virginia,1953,37.3
West Virginia,1954,47.6
West Virginia,1955,40.5
West Virginia,1956,51.5
West Virginia,1957,42.3
West Virginia,1958,46.0
West Virginia,1959,40.3
West Virginia,1960,39.0
West Virginia,1961,49.1
West Virginia,1962,44.8
West Virginia,1963,37.1
West Virginia,1964,40.5
West Virginia,1965,36.0
West Virginia,1966,39.2
West Virginia,1967,45.2
West Virginia,1968,39.5
West Virginia,1969,39.3
West Virginia,1970,42.5
West Virginia,1971,43.4
West Virginia,1972,55.9
West Virginia,1973,47.5
West Virginia,1974,47.0
West Virginia,1975,51.0
West Virginia,1976,41.9
West Virginia,1977,41.5
West Virginia,1978,47.4
West Virginia,1979,52.7
West Virginia,1980,43.9
West Virginia,1981,41.6
West Virginia,1982,44.4
West Virginia,1983,44.4
West Virginia,1984,45.4
West Virginia,1985,45.2
West Virginia,1986,43.0
West Virginia,1987,38.8
West Virginia,1988,35.3
West Virginia,1989,54.1
West Virginia,1990,49.5
West Virginia,1991,41.7
West Virginia,1992,41.2
West Virginia,1993,44.3
West Virginia,1994,49.4
West Virginia,1995,44.0
West Virginia,1996,59.1
West Virginia,1997,41.2
West Virginia,1998,46.1
West Virginia,1999,38.9
West Virginia,2000,42.5
West Virginia,2001,39.8
West Virginia,2002,48.5
West Virginia,2003,59.4
West Virginia,2004,53.0
West Virginia,2005,41.8
West Virginia,2006,43.6
West Virginia,2007,42.8
West Virginia,2008,46.0
West Virginia,2009,46.8
West Virginia,2010,42.4
West Virginia,2011,55.1
West Virginia,2012,44.6
West Virginia,2013,47.5
West Virginia,2014,42.7
West Virginia,2015,48.6
West Virginia,2016,45.3
West Virginia,2017,47.0
Wisconsin,1950,30.6
Wisconsin,1951,38.3
Wisconsin,1952,28.7
Wisconsin,1953,29.5
Wisconsin,1954,36.2
Wisconsin,1955,27.8
Wisconsin,1956,27.1
Wisconsin,1957,28.2
Wisconsin,1958,24.4
Wisconsin,1959,37.0
Wisconsin,1960,33.9
Wisconsin,1961,31.7
Wisconsin,1962,28.7
Wisconsin,1963,23.9
Wisconsin,1964,28.3
Wisconsin,1965,38.1
Wisconsin,1966,26.9
Wisconsin,1967,31.2
Wisconsin,1968,38.2
Wisconsin,1969,28.4
Wisconsin,1970,32.4
Wisconsin,1971,32.5
Wisconsin,1972,35.9
Wisconsin,1973,35.4
Wisconsin,1974,28.9
Wisconsin,1975,32.4
Wisconsin,1976,21.0
Wisconsin,1977,36.2
Wisconsin,1978,35.3
Wisconsin,1979,32.3
Wisconsin,1980,33.4
Wisconsin,1981,31.0
Wisconsin,1982,36.5
Wisconsin,1983,34.8
Wisconsin,1984,34.9
Wisconsin,1985,36.8
Wisconsin,1986,35.2
Wisconsin,1987,28.5
Wisconsin,1988,25.5
Wisconsin,1989,24.4
Wisconsin,1990,36.0
Wisconsin,1991,38.4
Wisconsin,1992,31.0
Wisconsin,1993,35.6
Wisconsin,1994,30.8
Wisconsin,1995,32.8
Wisconsin,1996,33.0
Wisconsin,1997,28.4
Wisconsin,1998,32.4
Wisconsin,1999,33.2
Wisconsin,2000,34.1
Wisconsin,2001,35.0
Wisconsin,2002,35.0
Wisconsin,2003,28.0
Wisconsin,2004,34.9
Wisconsin,2005,28.5
Wisconsin,2006,30.0
Wisconsin,2007,33.4
Wisconsin,2008,32.7
Wisconsin,2009,29.7
Wisconsin,2010,39.0
Wisconsin,2011,31.0
Wisconsin,2012,28.8
Wisconsin,2013,36.5
Wisconsin,2014,37.0
Wisconsin,2015,35.8
Wisconsin,2016,39.3
Wisconsin,2017,37.5
Wyoming,1950,16.3
Wyoming,1951,16.4
Wyoming,1952,13.1
Wyoming,1953,13.9
Wyoming,1954,12.0
Wyoming,1955,16.1
Wyoming,1956,12.5
Wyoming,1957,18.9
Wyoming,1958,14.3
Wyoming,1959,13.8
Wyoming,1960,12.0
Wyoming,1961,14.6
Wyoming,1962,16.1
Wyoming,1963,16.4
Wyoming,1964,16.6
Wyoming,1965,16.7
Wyoming,1966,12.6
Wyoming,1967,19.1
Wyoming,1968,16.6
Wyoming,1969,14.1
Wyoming,1970,16.4
Wyoming,1971,18.5
Wyoming,1972,16.9
Wyoming,1973,18.2
Wyoming,1974,12.9
Wyoming,1975,17.0
Wyoming,1976,14.5
Wyoming,1977,15.3
Wyoming,1978,18.4
Wyoming,1979,12.6
Wyoming,1980,15.9
Wyoming,1981,15.9
Wyoming,1982,19.5
Wyoming,1983,18.7
Wyoming,1984,15.6
Wyoming,1985,14.2
Wyoming,1986,17.9
Wyoming,1987,14.8
Wyoming,1988,11.4
Wyoming,1989,15.0
Wyoming,1990,15.3
Wyoming,1991,17.0
Wyoming,1992,14.9
Wyoming,1993,18.5
Wyoming,1994,14.0
Wyoming,1995,20.2
Wyoming,1996,17.3
Wyoming,1997,17.9
Wyoming,1998,19.5
Wyoming,1999,15.9
Wyoming,2000,14.3
Wyoming,2001,11.9
Wyoming,2002,11.9
Wyoming,2003,15.1
Wyoming,2004,14.5
Wyoming,2005,16.2
Wyoming,2006,12.7
Wyoming,2007,15.0
Wyoming,2008,16.0
Wyoming,2009,17.0
Wyoming,2010,17.2
Wyoming,2011,18.5
Wyoming,2012,10.9
Wyoming,2013,16.3
Wyoming,2014,18.1
Wyoming,2015,16.7
Wyoming,2016,17.2
Wyoming,2017,18.6
Alaska,1950,28.6
Alaska,1951,35.2
Alaska,1952,37.3
Alaska,1953,34.0
Alaska,1954,33.8
Alaska,1955,38.3
Alaska,1956,35.5
Alaska,1957,31.6
Alaska,1958,36.1
Alaska,1959,35.2
Alaska,1960,37.8
Alaska,1961,41.0
Alaska,1962,35.3
Alaska,1963,39.9
Alaska,1964,35.7
Alaska,1965,38.0
Alaska,1966,33.7
Alaska,1967,39.0
Alaska,1968,29.4
Alaska,1969,29.4
Alaska,1970,36.2
Alaska,1971,36.2
Alaska,1972,31.3
Alaska,1973,31.7
Alaska,1974,33.2
Alaska,1975,33.2
Alaska,1976,36.6
Alaska,1977,35.1
Alaska,1978,34.8
Alaska,1979,37.2
Alaska,1980,38.4
Alaska,1981,40.2
Alaska,1982,35.0
Alaska,1983,31.9
Alaska,1984,33.0
Alaska,1985,39.7
Alaska,1986,37.7
Alaska,1987,39.3
Alaska,1988,38.1
Alaska,1989,37.5
Alaska,1990,39.0
Alaska,1991,38.7
Alaska,1992,38.5
Alaska,1993,39.2
Alaska,1994,39.1
Alaska,1995,31.2
Alaska,1996,31.6
Alaska,1997,35.8
Alaska,1998,36.5
Alaska,1999,40.2
Alaska,2000,40.0
Alaska,2001,37.5
Alaska,2002,40.5
Alaska,2003,39.0
Alaska,2004,38.7
Alaska,2005,40.3
Alaska,2006,38.7
Alaska,2007,34.0
Alaska,2008,37.0
Alaska,2009,35.2
Alaska,2010,33.8
Alaska,2011,38.7
Alaska,2012,37.2
Alaska,2013,40.8
Alaska,2014,36.7
Alaska,2015,40.1
Alaska,2016,37.0
Alaska,2017,38.0
