state,year,pcp
Maryland,1963,36.2
Maryland,1964,36.9
Maryland,1965,31.3
Maryland,1966,37.5
Maryland,1967,41.4
Maryland,1968,36.4
Maryland,1969,40.8
Maryland,1970,40.5
Maryland,1971,49.8
Maryland,1972,55.9
Maryland,1973,44.2
Maryland,1974,40.1
Maryland,1975,53.7
Maryland,1976,40.5
Maryland,1977,39.6
Maryland,1978,44.7
Maryland,1979,56.9
Maryland,1980,36.7
Maryland,1981,36.5
Maryland,1982,39.6
Maryland,1983,51.3
Maryland,1984,45.4
Maryland,1985,40.7
Maryland,1986,36.5
Maryland,1987,38.5
Maryland,1988,37.8
Maryland,1989,51.1
Maryland,1990,46.2
Maryland,1991,35.7
Maryland,1992,42.3
Maryland,1993,45.7
Maryland,1994,45.8
Maryland,1995,39.5
Maryland,1996,58.9
Maryland,1997,38.7
Maryland,1998,42.4
Maryland,1999,44.2
Maryland,2000,43.9
Maryland,2001,36.0
Maryland,2002,41.4
Maryland,2003,60.6
Maryland,2004,46.5
Maryland,2005,44.0
Maryland,2006,44.9
Maryland,2007,36.0
Maryland,2008,44.9
Maryland,2009,51.2
Maryland,2010,40.8
Maryland,2011,51.1
Maryland,2012,40.3
Maryland,2013,46.0
Maryland,2014,44.7
Maryland,2015,46.8
Maryland,2016,41.6
Maryland,2017,41.2
Massachusetts,1950,41.5
Massachusetts,1951,49.1
Massachusetts,1952,43.3
Massachusetts,1953,53.6
Massachusetts,1954,52.4
Massachusetts,1955,51.7
Massachusetts,1956,45.1
Massachusetts,1957,33.9
Massachusetts,1958,48.8
Massachusetts,1959,48.7
Massachusetts,1960,46.9
Massachusetts,1961,43.6
Massachusetts,1962,43.5
Massachusetts,1963,37.7
Massachusetts,1964,34.6
Massachusetts,1965,29.3
Massachusetts,1966,37.6
Massachusetts,1967,46.5
Massachusetts,1968,43.9
Massachusetts,1969,49.3
Massachusetts,1970,41.5
Massachusetts,1971,40.5
Massachusetts,1972,59.4
Massachusetts,1973,52.0
Massachusetts,1974,44.7
Massachusetts,1975,55.7
Massachusetts,1976,42.4
Massachusetts,1977,54.0
Massachusetts,1978,42.2
Massachusetts,1979,54.4
Massachusetts,1980,35.5
Massachusetts,1981,43.1
Massachusetts,1982,45.7
Massachusetts,1983,59.4
Massachusetts,1984,49.9
Massachusetts,1985,40.5
Massachusetts,1986,48.4
Massachusetts,1987,45.2
Massachusetts,1988,42.3
Massachusetts,1989,50.3
Massachusetts,1990,52.0
Massachusetts,1991,48.2
Massachusetts,1992,44.7
Massachusetts,1993,44.4
Massachusetts,1994,47.8
Massachusetts,1995,41.4
Massachusetts,1996,60.6
Massachusetts,1997,41.1
Massachusetts,1998,50.1
Massachusetts,1999,46.0
Massachusetts,2000,50.1
Massachusetts,2001,40.0
Massachusetts,2002,47.2
Massachusetts,2003,53.2
Massachusetts,2004,46.4
Massachusetts,2005,57.0
Massachusetts,2006,53.7
Massachusetts,2007,45.4
Massachusetts,2008,59.7
Massachusetts,2009,51.7
Massachusetts,2010,49.6
Massachusetts,2011,60.8
Massachusetts,2012,41.7
Massachusetts,2013,46.3
Massachusetts,2014,50.0
Massachusetts,2015,41.3
Massachusetts,2016,36.8
Massachusetts,2017,46.9
Michigan,1950,35.0
Michigan,1951,37.2
Michigan,1952,29.9
Michigan,1953,29.8
Michigan,1954,35.5
Michigan,1955,28.1
Michigan,1956,28.5
Michigan,1957,31.6
Michigan,1958,25.8
Michigan,1959,36.4
Michigan,1960,31.4
Michigan,1961,30.8
Michigan,1962,26.8
Michigan,1963,24.5
Michigan,1964,29.2
Michigan,1965,34.4
Michigan,1966,29.4
Michigan,1967,33.7
Michigan,1968,34.8
Michigan,1969,30.8
Michigan,1970,32.6
Michigan,1971,29.8
Michigan,1972,34.3
Michigan,1973,33.1
Michigan,1974,32.5
Michigan,1975,36.6
Michigan,1976,27.9
Michigan,1977,33.9
Michigan,1978,30.9
Michigan,1979,32.4
Michigan,1980,31.5
Michigan,1981,32.1
Michigan,1982,34.4
Michigan,1983,34.8
Michigan,1984,31.9
Michigan,1985,39.2
Michigan,1986,34.8
Michigan,1987,30.4
Michigan,1988,32.3
Michigan,1989,27.5
Michigan,1990,36.2
Michigan,1991,35.5
Michigan,1992,33.3
Michigan,1993,32.4
Michigan,1994,32.3
Michigan,1995,31.8
Michigan,1996,34.0
Michigan,1997,29.9
Michigan,1998,29.5
Michigan,1999,31.4
Michigan,2000,33.0
Michigan,2001,35.1
Michigan,2002,30.9
Michigan,2003,31.0
Michigan,2004,35.3
Michigan,2005,29.8
Michigan,2006,35.8
Michigan,2007,30.6
Michigan,2008,36.8
Michigan,2009,33.8
Michigan,2010,31.2
Michigan,2011,36.8
Michigan,2012,31.0
Michigan,2013,38.2
Michigan,2014,36.6
Michigan,2015,31.7
Michigan,2016,35.8
Michigan,2017,39.2
Minnesota,1950,26.0
Minnesota,1951,30.5
Minnesota,1952,22.4
Minnesota,1953,30.0
Minnesota,1954,24.7
Minnesota,1955,24.9
Minnesota,1956,24.0
Minnesota,1957,29.3
Minnesota,1958,20.5
Minnesota,1959,26.0
Minnesota,1960,24.1
Minnesota,1961,23.0
Minnesota,1962,28.2
Minnesota,1963,24.0
Minnesota,1964,26.6
Minnesota,1965,33.2
Minnesota,1966,24.6
Minnesota,1967,21.4
Minnesota,1968,33.4
Minnesota,1969,25.6
Minnesota,1970,27.4
Minnesota,1971,29.0
Minnesota,1972,27.7
Minnesota,1973,28.1
Minnesota,1974,23.5
Minnesota,1975,27.9
Minnesota,1976,15.8
Minnesota,1977,33.9
Minnesota,1978,25.9
Minnesota,1979,28.3
Minnesota,1980,22.0
Minnesota,1981,28.0
Minnesota,1982,29.8
Minnesota,1983,29.1
Minnesota,1984,28.0
Minnesota,1985,30.6
Minnesota,1986,31.4
Minnesota,1987,22.0
Minnesota,1988,22.4
Minnesota,1989,22.4
Minnesota,1990,26.3
Minnesota,1991,32.2
Minnesota,1992,25.4
Minnesota,1993,31.4
Minnesota,1994,28.2
Minnesota,1995,29.5
Minnesota,1996,27.7
Minnesota,1997,25.2
Minnesota,1998,28.8
Minnesota,1999,29.6
Minnesota,2000,27.9
Minnesota,2001,29.2
Minnesota,2002,28.5
Minnesota,2003,22.2
Minnesota,2004,29.8
Minnesota,2005,31.6
Minnesota,2006,22.7
Minnesota,2007,29.2
Minnesota,2008,27.3
Minnesota,2009,26.3
Minnesota,2010,33.4
Minnesota,2011,24.3
Minnesota,2012,26.1
Minnesota,2013,29.0
Minnesota,2014,29.1
Minnesota,2015,29.4
Minnesota,2016,33.5
Minnesota,2017,28.2
Mississippi,1950,60.7
Mississippi,1951,53.7
Mississippi,1952,39.9
Mississippi,1953,56.9
Mississippi,1954,39.4
Mississippi,1955,50.9
Mississippi,1956,50.6
Mississippi,1957,64.1
Mississippi,1958,57.3
Mississippi,1959,55.6
Mississippi,1960,48.6
Mississippi,1961,73.4
Mississippi,1962,47.5
Mississippi,1963,41.0
Mississippi,1964,62.9
Mississippi,1965,44.5
Mississippi,1966,53.5
Mississippi,1967,52.0
Mississippi,1968,54.7
Mississippi,1969,50.9
Mississippi,1970,53.6
Mississippi,1971,58.4
Mississippi,1972,58.3
Mississippi,1973,71.9
Mississippi,1974,69.2
Mississippi,1975,68.5
Mississippi,1976,50.2
Mississippi,1977,59.5
Mississippi,1978,49.3
Mississippi,1979,75.5
Mississippi,1980,61.9
Mississippi,1981,42.3
Mississippi,1982,66.5
Mississippi,1983,74.3
Mississippi,1984,54.9
Mississippi,1985,52.7
Mississippi,1986,48.8
Mississippi,1987,52.3
Mississippi,1988,52.4
Mississippi,1989,65.5
Mississippi,1990,60.9
Mississippi,1991,73.9
Mississippi,1992,56.0
Mississippi,1993,55.0
Mississippi,1994,60.4
Mississippi,1995,57.4
Mississippi,1996,54.1
Mississippi,1997,64.8
Mississippi,1998,57.0
Mississippi,1999,47.9
Mississippi,2000,44.6
Mississippi,2001,66.2
Mississippi,2002,66.0
Mississippi,2003,58.9
Mississippi,2004,65.8
Mississippi,2005,50.6
Mississippi,2006,52.4
Mississippi,2007,41.7
Mississippi,2008,59.4
Mississippi,2009,68.4
Mississippi,2010,43.9
Mississippi,2011,52.8
Mississippi,2012,59.1
Mississippi,2013,62.9
Mississippi,2014,58.2
Mississippi,2015,60.5
Mississippi,2016,53.1
Mississippi,2017,59.0
Missouri,1950,39.6
Missouri,1951,51.2
Missouri,1952,32.5
Missouri,1953,25.1
Missouri,1954,35.3
Missouri,1955,33.4
Missouri,1956,31.3
Missouri,1957,48.0
Missouri,1958,43.0
Missouri,1959,38.3
Missouri,1960,34.9
Missouri,1961,47.8
Missouri,1962,34.9
Missouri,1963,28.9
Missouri,1964,37.5
Missouri,1965,43.4
Missouri,1966,34.6
Missouri,1967,42.7
Missouri,1968,41.1
Missouri,1969,43.6
Missouri,1970,43.8
Missouri,1971,33.8
Missouri,1972,38.5
Missouri,1973,57.1
Missouri,1974,42.6
Missouri,1975,41.8
Missouri,1976,28.5
Missouri,1977,44.3
Missouri,1978,40.3
Missouri,1979,40.3
Missouri,1980,28.8
Missouri,1981,44.2
Missouri,1982,50.8
Missouri,1983,41.1
Missouri,1984,46.3
Missouri,1985,51.7
Missouri,1986,42.4
Missouri,1987,40.2
Missouri,1988,34.2
Missouri,1989,33.3
Missouri,1990,50.4
Missouri,1991,39.1
Missouri,1992,41.7
Missouri,1993,56.6
Missouri,1994,42.0
Missouri,1995,42.0
Missouri,1996,43.6
Missouri,1997,39.8
Missouri,1998,49.8
Missouri,1999,36.8
Missouri,2000,35.7
Missouri,2001,43.6
Missouri,2002,40.2
Missouri,2003,40.0
Missouri,2004,44.5
Missouri,2005,36.4
Missouri,2006,38.0
Missouri,2007,39.5
Missouri,2008,56.1
Missouri,2009,51.7
Missouri,2010,44.5
Missouri,2011,45.7
Missouri,2012,31.0
Missouri,2013,45.7
Missouri,2014,39.3
Missouri,2015,55.5
Missouri,2016,39.4
Missouri,2017,41.2
Montana,1950,20.3
Montana,1951,20.7
Montana,1952,13.3
Montana,1953,20.1
Montana,1954,18.2
Montana,1955,20.3
Montana,1956,15.8
Montana,1957,18.9
Montana,1958,19.1
Montana,1959,18.9
Montana,1960,13.6
Montana,1961,16.9
Montana,1962,20.2
Montana,1963,18.6
Montana,1964,22.0
Montana,1965,20.5
Montana,1966,16.6
Montana,1967,20.7
Montana,1968,20.0
Montana,1969,17.7
Montana,1970,20.6
Montana,1971,18.9
Montana,1972,19.7
Montana,1973,17.0
Montana,1974,18.6
Montana,1975,25.4
Montana,1976,16.8
Montana,1977,18.9
Montana,1978,22.9
Montana,1979,13.8
Montana,1980,19.8
Montana,1981,18.6
Montana,1982,22.4
Montana,1983,17.3
Montana,1984,16.5
Montana,1985,17.1
Montana,1986,20.8
Montana,1987,15.9
Montana,1988,14.5
Montana,1989,21.1
Montana,1990,16.9
Montana,1991,20.0
Montana,1992,17.5
Montana,1993,22.5
Montana,1994,16.0
Montana,1995,22.0
Montana,1996,20.6
Montana,1997,19.4
Montana,1998,20.2
Montana,1999,17.4
Montana,2000,15.6
Montana,2001,14.9
Montana,2002,17.1
Montana,2003,17.3
Montana,2004,16.8
Montana,2005,20.0
Montana,2006,18.2
Montana,2007,17.9
Montana,2008,19.4
Montana,2009,17.4
Montana,2010,21.9
Montana,2011,22.8
Montana,2012,16.8
Montana,2013,20.0
Montana,2014,21.6
Montana,2015,16.8
Montana,2016,21.1
Montana,2017,17.4
Nebraska,1950,22.3
Nebraska,1951,30.1
Nebraska,1952,19.2
Nebraska,1953,20.2
Nebraska,1954,19.5
Nebraska,1955,17.1
Nebraska,1956,15.8
Nebraska,1957,26.9
Nebraska,1958,23.0
Nebraska,1959,23.3
Nebraska,1960,22.8
Nebraska,1961,22.3
Nebraska,1962,26.4
Nebraska,1963,21.2
Nebraska,1964,19.8
Nebraska,1965,28.8
Nebraska,1966,19.1
Nebraska,1967,22.2
Nebraska,1968,22.5
Nebraska,1969,22.1
Nebraska,1970,19.3
Nebraska,1971,23.6
Nebraska,1972,23.3
Nebraska,1973,29.3
Nebraska,1974,15.5
Nebraska,1975,20.4
Nebraska,1976,17.2
Nebraska,1977,28.9
Nebraska,1978,22.3
Nebraska,1979,25.5
Nebraska,1980,17.1
Nebraska,1981,24.1
Nebraska,1982,27.5
Nebraska,1983,25.1
Nebraska,1984,25.8
Nebraska,1985,22.4
Nebraska,1986,26.8
Nebraska,1987,25.3
Nebraska,1988,20.1
Nebraska,1989,16.7
Nebraska,1990,21.5
Nebraska,1991,22.0
Nebraska,1992,25.5
Nebraska,1993,31.8
Nebraska,1994,21.9
Nebraska,1995,25.1
Nebraska,1996,25.4
Nebraska,1997,22.1
Nebraska,1998,25.9
Nebraska,1999,22.8
Nebraska,2000,20.3
Nebraska,2001,24.4
Nebraska,2002,15.6
Nebraska,2003,19.9
Nebraska,2004,22.9
Nebraska,2005,23.5
Nebraska,2006,21.5
Nebraska,2007,28.6
Nebraska,2008,28.1
Nebraska,2009,25.7
Nebraska,2010,27.0
Nebraska,2011,25.8
Nebraska,2012,13.3
Nebraska,2013,23.4
Nebraska,2014,24.9
Nebraska,2015,28.0
Nebraska,2016,25.3
Nebraska,2017,25.3
Nevada,1950,9.0
Nevada,1951,9.8
Nevada,1952,11.4
Nevada,1953,6.3
Nevada,1954,8.1
Nevada,1955,9.7
Nevada,1956,7.7
Nevada,1957,11.7
Nevada,1958,9.6
Nevada,1959,6.6
Nevada,1960,8.8
Nevada,1961,8.1
Nevada,1962,8.8
Nevada,1963,11.9
Nevada,1964,9.7
Nevada,1965,12.2
Nevada,1966,6.7
Nevada,1967,11.1
Nevada,1968,9.9
Nevada,1969,12.5
Nevada,1970,10.8
Nevada,1971,11.0
Nevada,1972,8.7
Nevada,1973,10.7
Nevada,1974,7.9
Nevada,1975,10.6
Nevada,1976,9.9
Nevada,1977,9.8
Nevada,1978,13.8
Nevada,1979,9.8
Nevada,1980,12.9
Nevada,1981,10.7
Nevada,1982,13.6
Nevada,1983,17.8
Nevada,1984,12.1
Nevada,1985,8.7
Nevada,1986,9.1
Nevada,1987,12.0
Nevada,1988,9.3
Nevada,1989,7.5
Nevada,1990,9.1
Nevada,1991,10.0
Nevada,1992,9.7
Nevada,1993,10.7
Nevada,1994,9.5
Nevada,1995,13.7
Nevada,1996,12.1
Nevada,1997,10.0
Nevada,1998,16.9
Nevada,1999,7.7
Nevada,2000,10.4
Nevada,2001,8.9
Nevada,2002,6.2
Nevada,2003,9.8
Nevada,2004,11.3
Nevada,2005,13.5
Nevada,2006,9.6
Nevada,2007,7.5
Nevada,2008,7.6
Nevada,2009,9.2
Nevada,2010,13.0
Nevada,2011,8.6
Nevada,2012,8.8
Nevada,2013,7.4
Nevada,2014,9.9
Nevada,2015,11.3
Nevada,2016,11.1
Nevada,2017,11.1
New Hampshire,1950,41.8
New Hampshire,1951,50.3
New Hampshire,1952,43.5
New Hampshire,1953,47.4
New Hampshire,1954,57.3
New Hampshire,1955,41.3
New Hampshire,1956,42.7
New Hampshire,1957,36.9
New Hampshire,1958,42.6
New Hampshire,1959,47.2
New Hampshire,1960,45.7
New Hampshire,1961,38.3
New Hampshire,1962,45.1
New Hampshire,1963,37.1
New Hampshire,1964,35.8
New Hampshire,1965,32.8
New Hampshire,1966,38.5
New Hampshire,1967,41.6
New Hampshire,1968,44.7
New Hampshire,1969,50.3
New Hampshire,1970,40.8
New Hampshire,1971,40.1
New Hampshire,1972,49.7
New Hampshire,1973,53.3
New Hampshire,1974,45.0
New Hampshire,1975,49.4
New Hampshire,1976,47.0
New Hampshire,1977,50.3
New Hampshire,1978,38.7
New Hampshire,1979,47.6
New Hampshire,1980,35.9
New Hampshire,1981,49.4
New Hampshire,1982,39.6
New Hampshire,1983,56.4
New Hampshire,1984,47.7
New Hampshire,1985,38.6
New Hampshire,1986,46.9
New Hampshire,1987,43.1
New Hampshire,1988,41.1
New Hampshire,1989,45.8
New Hampshire,1990,53.7
New Hampshire,1991,46.4
New Hampshire,1992,39.0
New Hampshire,1993,42.1
New Hampshire,1994,43.7
New Hampshire,1995,43.6
New Hampshire,1996,57.3
New Hampshire,1997,43.1
New Hampshire,1998,47.5
New Hampshire,1999,46.1
New Hampshire,2000,48.7
New Hampshire,2001,34.8
New Hampshire,2002,44.8
New Hampshire,2003,50.3
New Hampshire,2004,43.2
New Hampshire,2005,61.1
New Hampshire,2006,58.2
New Hampshire,2007,48.3
New Hampshire,2008,60.7
New Hampshire,2009,51.6
New Hampshire,2010,49.9
New Hampshire,2011,57.5
New Hampshire,2012,45.1
New Hampshire,2013,45.7
New Hampshire,2014,49.6
New Hampshire,2015,44.0
New Hampshire,2016,39.5
New Hampshire,2017,49.1
New Jersey,1950,42.5
New Jersey,1951,48.6
New Jersey,1952,54.5
New Jersey,1953,48.5
New Jersey,1954,40.4
New Jersey,1955,41.6
New Jersey,1956,46.8
New Jersey,1957,36.0
New Jersey,1958,54.1
New Jersey,1959,43.8
New Jersey,1960,46.2
New Jersey,1961,44.8
New Jersey,1962,42.0
New Jersey,1963,34.5
New Jersey,1964,36.4
New Jersey,1965,29.2
New Jersey,1966,40.2
New Jersey,1967,45.5
New Jersey,1968,39.8
New Jersey,1969,46.3
New Jersey,1970,40.2
New Jersey,1971,51.3
New Jersey,1972,56.9
New Jersey,1973,51.2
New Jersey,1974,44.0
New Jersey,1975,57.6
New Jersey,1976,38.6
New Jersey,1977,48.5
New Jersey,1978,47.6
New Jersey,1979,56.4
New Jersey,1980,38.2
New Jersey,1981,38.8
New Jersey,1982,39.9
New Jersey,1983,58.5
New Jersey,1984,49.1
New Jersey,1985,39.4
New Jersey,1986,45.6
New Jersey,1987,44.7
New Jersey,1988,40.0
New Jersey,1989,54.5
New Jersey,1990,48.9
New Jersey,1991,42.4
New Jersey,1992,41.6
New Jersey,1993,44.7
New Jersey,1994,47.3
New Jersey,1995,39.7
New Jersey,1996,59.1
New Jersey,1997,42.9
New Jersey,1998,41.7
New Jersey,1999,47.2
New Jersey,2000,45.2
New Jersey,2001,35.5
New Jersey,2002,45.9
New Jersey,2003,56.4
New Jersey,2004,48.7
New Jersey,2005,48.8
New Jersey,2006,51.4
New Jersey,2007,46.9
New Jersey,2008,47.2
New Jersey,2009,53.1
New Jersey,2010,44.6
New Jersey,2011,63.9
New Jersey,2012,42.0
New Jersey,2013,46.3
New Jersey,2014,48.9
New Jersey,2015,43.8
New Jersey,2016,39.5
New Jersey,2017,44.8
New Mexico,1950,10.5
New Mexico,1951,9.9
New Mexico,1952,11.5
New Mexico,1953,9.6
New Mexico,1954,11.1
New Mexico,1955,11.1
New Mexico,1956,6.5
New Mexico,1957,16.0
New Mexico,1958,16.6
New Mexico,1959,13.1
New Mexico,1960,14.6
New Mexico,1961,13.7
New Mexico,1962,12.6
New Mexico,1963,11.3
New Mexico,1964,10.1
New Mexico,1965,15.3
New Mexico,1966,12.2
New Mexico,1967,13.0
New Mexico,1968,12.6
New Mexico,1969,16.6
New Mexico,1970,10.3
New Mexico,1971,13.4
New Mexico,1972,16.7
New Mexico,1973,12.0
New Mexico,1974,14.8
New Mexico,1975,12.9
New Mexico,1976,11.3
New Mexico,1977,13.2
New Mexico,1978,16.4
New Mexico,1979,14.4
New Mexico,1980,12.1
New Mexico,1981,15.2
New Mexico,1982,15.0
New Mexico,1983,14.3
New Mexico,1984,17.6
New Mexico,1985,17.4
New Mexico,1986,20.5
New Mexico,1987,14.9
New Mexico,1988,15.9
New Mexico,1989,11.0
New Mexico,1990,15.9
New Mexico,1991,19.0
New Mexico,1992,15.5
New Mexico,1993,14.1
New Mexico,1994,14.4
New Mexico,1995,11.7
New Mexico,1996,14.1
New Mexico,1997,18.6
New Mexico,1998,14.1
New Mexico,1999,14.9
New Mexico,2000,13.3
New Mexico,2001,11.8
New Mexico,2002,12.2
New Mexico,2003,9.0
New Mexico,2004,17.2
New Mexico,2005,14.3
New Mexico,2006,15.9
New Mexico,2007,14.7
New Mexico,2008,13.7
New Mexico,2009,11.9
New Mexico,2010,14.8
New Mexico,2011,9.8
New Mexico,2012,8.4
New Mexico,2013,13.6
New Mexico,2014,13.2
New Mexico,2015,19.3
New Mexico,2016,12.9
New Mexico,2017,14.8
New York,1950,42.7
New York,1951,44.5
New York,1952,40.4
New York,1953,38.7
New York,1954,44.2
New York,1955,41.2
New York,1956,40.0
New York,1957,34.7
New York,1958,42.0
New York,1959,43.0
New York,1960,36.7
New York,1961,38.3
New York,1962,36.1
New York,1963,32.9
New York,1964,31.5
New York,1965,33.5
New York,1966,35.3
New York,1967,39.5
New York,1968,40.5
New York,1969,39.7
New York,1970,38.9
New York,1971,39.2
New York,1972,50.4
New York,1973,44.2
New York,1974,42.2
New York,1975,45.9
New York,1976,47.8
New York,1977,50.0
New York,1978,38.4
New York,1979,43.9
New York,1980,36.2
New York,1981,40.1
New York,1982,37.3
New York,1983,45.6
New York,1984,42.5
New York,1985,38.9
New York,1986,44.6
New York,1987,39.5
New York,1988,35.7
New York,1989,42.8
New York,1990,50.0
New York,1991,37.0
New York,1992,42.6
New York,1993,41.3
New York,1994,42.1
New York,1995,37.1
New York,1996,50.8
New York,1997,39.0
New York,1998,41.4
New York,1999,38.7
New York,2000,46.2
New York,2001,34.1
New York,2002,43.5
New York,2003,48.0
New York,2004,45.1
New York,2005,46.8
New York,2006,48.8
New York,2007,44.4
New York,2008,47.7
New York,2009,42.3
New York,2010,43.9
New York,2011,55.7
New York,2012,39.5
New York,2013,43.9
New York,2014,43.2
New York,2015,40.6
New York,2016,38.1
New York,2017,47.3
North Carolina,1950,45.2
North Carolina,1951,40.6
North Carolina,1952,48.8
North Carolina,1953,45.2
North Carolina,1954,42.3
North Carolina,1955,49.1
North Carolina,1956,47.6
North Carolina,1957,54.0
North Carolina,1958,50.1
North Carolina,1959,55.2
North Carolina,1960,50.2
North Carolina,1961,51.2
North Carolina,1962,53.0
North Carolina,1963,43.5
North Carolina,1964,57.3
North Carolina,1965,44.1
North Carolina,1966,47.9
North Carolina,1967,47.6
North Carolina,1968,41.6
North Carolina,1969,50.4
North Carolina,1970,43.8
North Carolina,1971,56.4
North Carolina,1972,53.3
North Carolina,1973,52.2
North Carolina,1974,52.2
North Carolina,1975,57.5
North Carolina,1976,45.9
North Carolina,1977,48.8
North Carolina,1978,47.8
North Carolina,1979,58.7
North Carolina,1980,44.3
North Carolina,1981,40.7
North Carolina,1982,52.1
North Carolina,1983,52.8
North Carolina,1984,50.9
North Carolina,1985,47.0
North Carolina,1986,38.9
North Carolina,1987,47.9
North Carolina,1988,39.9
North Carolina,1989,60.5
North Carolina,1990,48.6
North Carolina,1991,47.8
North Carolina,1992,52.6
North Carolina,1993,46.1
North Carolina,1994,50.1
North Carolina,1995,54.3
North Carolina,1996,56.7
North Carolina,1997,46.1
North Carolina,1998,53.8
North Carolina,1999,52.4
North Carolina,2000,44.3
North Carolina,2001,37.8
North Carolina,2002,47.5
North Carolina,2003,63.1
North Carolina,2004,49.1
North Carolina,2005,47.5
North Carolina,2006,51.1
North Carolina,2007,34.7
North Carolina,2008,45.8
North Carolina,2009,53.1
North Carolina,2010,46.2
North Carolina,2011,45.9
North Carolina,2012,46.6
North Carolina,2013,56.4
North Carolina,2014,50.0
North Carolina,2015,58.3
North Carolina,2016,50.6
North Carolina,2017,47.9
North Dakota,1950,18.5
North Dakota,1951,16.6
North Dakota,1952,12.1
North Dakota,1953,19.9
North Dakota,1954,18.6
North Dakota,1955,17.2
North Dakota,1956,17.4
North Dakota,1957,18.9
North Dakota,1958,13.7
North Dakota,1959,15.7
North Dakota,1960,14.7
North Dakota,1961,13.0
North Dakota,1962,21.2
North Dakota,1963,17.4
North Dakota,1964,19.4
North Dakota,1965,20.9
North Dakota,1966,16.7
North Dakota,1967,14.4
North Dakota,1968,18.9
North Dakota,1969,16.9
North Dakota,1970,19.0
North Dakota,1971,19.8
North Dakota,1972,17.5
North Dakota,1973,16.8
North Dakota,1974,15.6
North Dakota,1975,21.2
North Dakota,1976,12.2
North Dakota,1977,21.3
North Dakota,1978,17.8
North Dakota,1979,14.4
North Dakota,1980,16.7
North Dakota,1981,17.0
North Dakota,1982,21.4
North Dakota,1983,15.7
North Dakota,1984,15.8
North Dakota,1985,17.3
North Dakota,1986,21.7
North Dakota,1987,16.1
North Dakota,1988,11.4
North Dakota,1989,14.3
North Dakota,1990,15.0
North Dakota,1991,19.7
North Dakota,1992,14.7
North Dakota,1993,22.9
North Dakota,1994,20.4
North Dakota,1995,19.5
North Dakota,1996,18.5
North Dakota,1997,16.5
North Dakota,1998,21.1
North Dakota,1999,20.4
North Dakota,2000,21.3
North Dakota,2001,16.8
North Dakota,2002,15.8
North Dakota,2003,16.2
North Dakota,2004,18.8
North Dakota,2005,20.9
North Dakota,2006,14.0
North Dakota,2007,19.0
North Dakota,2008,19.7
North Dakota,2009,18.9
North Dakota,2010,23.4
North Dakota,2011,21.4
North Dakota,2012,15.0
North Dakota,2013,23.2
North Dakota,2014,18.6
North Dakota,2015,17.7
North Dakota,2016,21.8
North Dakota,2017,12.9
Ohio,1950,48.3
Ohio,1951,40.8
Ohio,1952,35.5
Ohio,1953,29.0
Ohio,1954,36.7
Ohio,1955,36.1
Ohio,1956,40.8
Ohio,1957,39.7
Ohio,1958,39.3
Ohio,1959,40.7
Ohio,1960,29.9
Ohio,1961,40.3
Ohio,1962,33.5
Ohio,1963,26.7
Ohio,1964,37.5
Ohio,1965,36.8
Ohio,1966,36.3
Ohio,1967,35.7
Ohio,1968,38.7
Ohio,1969,36.7
Ohio,1970,37.9
Ohio,1971,33.9
Ohio,1972,42.9
Ohio,1973,41.6
Ohio,1974,40.5
Ohio,1975,42.9
Ohio,1976,33.9
Ohio,1977,38.8
Ohio,1978,38.3
Ohio,1979,45.1
Ohio,1980,39.6
Ohio,1981,39.0
Ohio,1982,37.7
Ohio,1983,40.3
Ohio,1984,36.9
Ohio,1985,39.9
Ohio,1986,38.9
Ohio,1987,31.4
Ohio,1988,32.1
Ohio,1989,42.6
Ohio,1990,51.0
Ohio,1991,31.6
Ohio,1992,39.7
Ohio,1993,38.6
Ohio,1994,35.6
Ohio,1995,38.6
Ohio,1996,46.8
Ohio,1997,38.3
Ohio,1998,39.9
Ohio,1999,33.0
Ohio,2000,40.8
Ohio,2001,37.3
Ohio,2002,38.5
Ohio,2003,46.4
Ohio,2004,45.4
Ohio,2005,40.1
Ohio,2006,43.5
Ohio,2007,41.1
Ohio,2008,44.1
Ohio,2009,36.5
Ohio,2010,36.7
Ohio,2011,55.9
Ohio,2012,37.2
Ohio,2013,41.6
Ohio,2014,38.5
Ohio,2015,43.0
Ohio,2016,37.3
Ohio,2017,45.5
Oklahoma,1950,34.7
Oklahoma,1951,34.9
Oklahoma,1952,23.5
Oklahoma,1953,31.6
Oklahoma,1954,22.8
Oklahoma,1955,29.3
Oklahoma,1956,20.7
Oklahoma,1957,47.8
Oklahoma,1958,32.8
Oklahoma,1959,40.0
Oklahoma,1960,36.2
Oklahoma,1961,37.7
Oklahoma,1962,32.1
Oklahoma,1963,21.6
Oklahoma,1964,32.7
Oklahoma,1965,29.8
Oklahoma,1966,24.9
Oklahoma,1967,32.7
Oklahoma,1968,39.1
Oklahoma,1969,33.6
Oklahoma,1970,29.1
Oklahoma,1971,34.3
Oklahoma,1972,29.4
Oklahoma,1973,46.7
Oklahoma,1974,39.5
Oklahoma,1975,35.6
Oklahoma,1976,26.7
Oklahoma,1977,31.9
Oklahoma,1978,28.3
Oklahoma,1979,34.7
Oklahoma,1980,26.5
Oklahoma,1981,35.2
Oklahoma,1982,35.6
Oklahoma,1983,33.0
Oklahoma,1984,34.1
Oklahoma,1985,42.2
Oklahoma,1986,40.3
Oklahoma,1987,41.2
Oklahoma,1988,29.4
