state,year,tavg
Minnesota,2015,43.5
Minnesota,2016,44.6
Minnesota,2017,42.7
Mississippi,1950,63.7
Mississippi,1951,64.4
Mississippi,1952,64.0
Mississippi,1953,64.6
Mississippi,1954,65.1
Mississippi,1955,64.1
Mississippi,1956,64.4
Mississippi,1957,64.3
Mississippi,1958,61.7
Mississippi,1959,63.3
Mississippi,1960,62.1
Mississippi,1961,62.3
Mississippi,1962,63.6
Mississippi,1963,62.7
Mississippi,1964,63.2
Mississippi,1965,63.8
Mississippi,1966,62.2
Mississippi,1967,62.6
Mississippi,1968,61.5
Mississippi,1969,62.3
Mississippi,1970,62.6
Mississippi,1971,63.4
Mississippi,1972,63.5
Mississippi,1973,63.7
Mississippi,1974,63.5
Mississippi,1975,63.3
Mississippi,1976,61.4
Mississippi,1977,63.3
Mississippi,1978,62.2
Mississippi,1979,61.6
Mississippi,1980,63.1
Mississippi,1981,63.1
Mississippi,1982,63.8
Mississippi,1983,61.7
Mississippi,1984,63.3
Mississippi,1985,63.2
Mississippi,1986,64.6
Mississippi,1987,63.5
Mississippi,1988,62.7
Mississippi,1989,62.4
Mississippi,1990,65.1
Mississippi,1991,64.3
Mississippi,1992,62.8
Mississippi,1993,62.7
Mississippi,1994,63.5
Mississippi,1995,63.6
Mississippi,1996,63.0
Mississippi,1997,62.9
Mississippi,1998,65.8
Mississippi,1999,65.0
Mississippi,2000,64.2
Mississippi,2001,63.7
Mississippi,2002,64.0
Mississippi,2003,63.3
Mississippi,2004,64.0
Mississippi,2005,64.3
Mississippi,2006,64.8
Mississippi,2007,65.0
Mississippi,2008,63.3
Mississippi,2009,63.6
Mississippi,2010,63.5
Mississippi,2011,64.4
Mississippi,2012,65.7
Mississippi,2013,63.1
Mississippi,2014,62.3
Mississippi,2015,65.3
Mississippi,2016,65.9
Mississippi,2017,65.8
Missouri,1950,52.9
Missouri,1951,52.7
Missouri,1952,55.2
Missouri,1953,56.6
Missouri,1954,57.0
Missouri,1955,55.0
Missouri,1956,55.7
Missouri,1957,54.5
Missouri,1958,53.0
Missouri,1959,54.3
Missouri,1960,53.1
Missouri,1961,53.3
Missouri,1962,54.0
Missouri,1963,54.5
Missouri,1964,55.1
Missouri,1965,55.0
Missouri,1966,53.4
Missouri,1967,53.7
Missouri,1968,53.4
Missouri,1969,53.4
Missouri,1970,54.1
Missouri,1971,54.8
Missouri,1972,53.7
Missouri,1973,55.2
Missouri,1974,54.4
Missouri,1975,54.6
Missouri,1976,53.6
Missouri,1977,54.8
Missouri,1978,52.6
Missouri,1979,52.0
Missouri,1980,55.0
Missouri,1981,54.9
Missouri,1982,53.5
Missouri,1983,54.0
Missouri,1984,54.4
Missouri,1985,53.0
Missouri,1986,55.9
Missouri,1987,56.3
Missouri,1988,54.6
Missouri,1989,53.0
Missouri,1990,56.2
Missouri,1991,56.1
Missouri,1992,54.5
Missouri,1993,53.0
Missouri,1994,54.7
Missouri,1995,54.2
Missouri,1996,52.9
Missouri,1997,53.7
Missouri,1998,57.2
Missouri,1999,56.4
Missouri,2000,55.1
Missouri,2001,55.8
Missouri,2002,55.3
Missouri,2003,54.5
Missouri,2004,55.0
Missouri,2005,56.2
Missouri,2006,56.8
Missouri,2007,56.2
Missouri,2008,53.4
Missouri,2009,54.0
Missouri,2010,55.2
Missouri,2011,55.6
Missouri,2012,58.5
Missouri,2013,53.6
Missouri,2014,52.9
Missouri,2015,55.8
Missouri,2016,57.4
Missouri,2017,57.2
Montana,1950,38.2
Montana,1951,37.4
Montana,1952,41.1
Montana,1953,43.6
Montana,1954,41.5
Montana,1955,38.7
Montana,1956,41.0
Montana,1957,40.7
Montana,1958,42.6
Montana,1959,40.3
Montana,1960,41.1
Montana,1961,42.8
Montana,1962,41.5
Montana,1963,42.7
Montana,1964,40.5
Montana,1965,39.7
Montana,1966,41.0
Montana,1967,41.5
Montana,1968,40.7
Montana,1969,39.9
Montana,1970,40.4
Montana,1971,40.4
Montana,1972,39.6
Montana,1973,42.0
Montana,1974,42.4
Montana,1975,39.3
Montana,1976,42.7
Montana,1977,41.6
Montana,1978,38.9
Montana,1979,40.2
Montana,1980,42.1
Montana,1981,44.0
Montana,1982,39.0
Montana,1983,41.8
Montana,1984,41.7
Montana,1985,39.1
Montana,1986,43.0
Montana,1987,44.6
Montana,1988,44.1
Montana,1989,40.8
Montana,1990,42.8
Montana,1991,42.9
Montana,1992,43.5
Montana,1993,39.6
Montana,1994,42.7
Montana,1995,41.7
Montana,1996,39.2
Montana,1997,42.2
Montana,1998,43.8
Montana,1999,44.0
Montana,2000,42.4
Montana,2001,43.6
Montana,2002,41.4
Montana,2003,43.3
Montana,2004,42.8
Montana,2005,43.1
Montana,2006,44.4
Montana,2007,44.0
Montana,2008,41.4
Montana,2009,41.1
Montana,2010,41.6
Montana,2011,41.6
Montana,2012,44.5
Montana,2013,42.4
Montana,2014,41.9
Montana,2015,44.9
Montana,2016,44.6
Montana,2017,43.2
Nebraska,1950,46.3
Nebraska,1951,45.5
Nebraska,1952,48.6
Nebraska,1953,50.2
Nebraska,1954,50.8
Nebraska,1955,48.2
Nebraska,1956,49.3
Nebraska,1957,48.0
Nebraska,1958,47.9
Nebraska,1959,48.0
Nebraska,1960,47.0
Nebraska,1961,47.7
Nebraska,1962,48.2
Nebraska,1963,50.1
Nebraska,1964,48.6
Nebraska,1965,47.8
Nebraska,1966,47.4
Nebraska,1967,48.0
Nebraska,1968,48.0
Nebraska,1969,47.4
Nebraska,1970,48.2
Nebraska,1971,48.0
Nebraska,1972,47.2
Nebraska,1973,48.7
Nebraska,1974,49.2
Nebraska,1975,47.7
Nebraska,1976,49.0
Nebraska,1977,49.8
Nebraska,1978,46.1
Nebraska,1979,46.5
Nebraska,1980,49.5
Nebraska,1981,50.5
Nebraska,1982,47.0
Nebraska,1983,47.9
Nebraska,1984,48.2
Nebraska,1985,46.8
Nebraska,1986,50.2
Nebraska,1987,50.8
Nebraska,1988,49.6
Nebraska,1989,48.0
Nebraska,1990,50.0
Nebraska,1991,50.1
Nebraska,1992,48.9
Nebraska,1993,46.0
Nebraska,1994,49.2
Nebraska,1995,48.6
Nebraska,1996,46.6
Nebraska,1997,48.6
Nebraska,1998,50.6
Nebraska,1999,51.0
Nebraska,2000,49.9
Nebraska,2001,50.3
Nebraska,2002,50.0
Nebraska,2003,49.8
Nebraska,2004,49.8
Nebraska,2005,50.7
Nebraska,2006,51.1
Nebraska,2007,50.0
Nebraska,2008,47.7
Nebraska,2009,47.6
Nebraska,2010,49.3
Nebraska,2011,48.8
Nebraska,2012,52.7
Nebraska,2013,48.5
Nebraska,2014,48.0
Nebraska,2015,50.8
Nebraska,2016,51.6
Nebraska,2017,50.7
Nevada,1950,50.6
Nevada,1951,49.2
Nevada,1952,48.6
Nevada,1953,50.0
Nevada,1954,50.4
Nevada,1955,47.8
Nevada,1956,49.2
Nevada,1957,48.8
Nevada,1958,51.0
Nevada,1959,50.3
Nevada,1960,50.1
Nevada,1961,49.9
Nevada,1962,49.6
Nevada,1963,49.8
Nevada,1964,48.1
Nevada,1965,48.7
Nevada,1966,50.1
Nevada,1967,49.6
Nevada,1968,49.6
Nevada,1969,49.7
Nevada,1970,49.3
Nevada,1971,48.4
Nevada,1972,49.4
Nevada,1973,49.3
Nevada,1974,50.1
Nevada,1975,48.2
Nevada,1976,49.5
Nevada,1977,50.3
Nevada,1978,49.4
Nevada,1979,49.6
Nevada,1980,50.4
Nevada,1981,51.8
Nevada,1982,48.1
Nevada,1983,49.5
Nevada,1984,48.8
Nevada,1985,48.7
Nevada,1986,51.4
Nevada,1987,50.6
Nevada,1988,50.7
Nevada,1989,50.1
Nevada,1990,50.0
Nevada,1991,49.9
Nevada,1992,51.4
Nevada,1993,48.6
Nevada,1994,50.8
Nevada,1995,50.9
Nevada,1996,51.5
Nevada,1997,50.6
Nevada,1998,49.2
Nevada,1999,50.6
Nevada,2000,51.5
Nevada,2001,51.6
Nevada,2002,50.8
Nevada,2003,52.2
Nevada,2004,50.8
Nevada,2005,50.7
Nevada,2006,50.8
Nevada,2007,51.5
Nevada,2008,50.4
Nevada,2009,50.4
Nevada,2010,50.0
Nevada,2011,49.6
Nevada,2012,52.4
Nevada,2013,50.5
Nevada,2014,53.0
Nevada,2015,52.9
Nevada,2016,51.9
Nevada,2017,52.2
New Hampshire,1950,42.7
New Hampshire,1951,43.1
New Hampshire,1952,43.7
New Hampshire,1953,45.2
New Hampshire,1954,42.7
New Hampshire,1955,43.0
New Hampshire,1956,41.5
New Hampshire,1957,43.4
New Hampshire,1958,41.3
New Hampshire,1959,43.2
New Hampshire,1960,42.6
New Hampshire,1961,42.8
New Hampshire,1962,41.1
New Hampshire,1963,41.8
New Hampshire,1964,42.2
New Hampshire,1965,41.6
New Hampshire,1966,42.3
New Hampshire,1967,41.6
New Hampshire,1968,41.8
New Hampshire,1969,42.7
New Hampshire,1970,42.3
New Hampshire,1971,42.2
New Hampshire,1972,41.2
New Hampshire,1973,44.4
New Hampshire,1974,42.3
New Hampshire,1975,43.3
New Hampshire,1976,41.7
New Hampshire,1977,42.7
New Hampshire,1978,41.2
New Hampshire,1979,43.5
New Hampshire,1980,41.7
New Hampshire,1981,43.2
New Hampshire,1982,42.0
New Hampshire,1983,44.0
New Hampshire,1984,43.6
New Hampshire,1985,42.4
New Hampshire,1986,42.7
New Hampshire,1987,43.1
New Hampshire,1988,42.7
New Hampshire,1989,41.7
New Hampshire,1990,45.0
New Hampshire,1991,44.5
New Hampshire,1992,41.8
New Hampshire,1993,42.5
New Hampshire,1994,42.7
New Hampshire,1995,43.3
New Hampshire,1996,43.0
New Hampshire,1997,42.3
New Hampshire,1998,46.0
New Hampshire,1999,45.4
New Hampshire,2000,43.0
New Hampshire,2001,44.6
New Hampshire,2002,44.5
New Hampshire,2003,42.5
New Hampshire,2004,43.0
New Hampshire,2005,44.0
New Hampshire,2006,45.8
New Hampshire,2007,43.1
New Hampshire,2008,43.8
New Hampshire,2009,43.0
New Hampshire,2010,46.0
New Hampshire,2011,44.9
New Hampshire,2012,46.6
New Hampshire,2013,44.2
New Hampshire,2014,43.0
New Hampshire,2015,43.6
New Hampshire,2016,45.7
New Hampshire,2017,44.9
New Jersey,1950,51.1
New Jersey,1951,52.1
New Jersey,1952,52.5
New Jersey,1953,53.5
New Jersey,1954,52.2
New Jersey,1955,52.1
New Jersey,1956,51.3
New Jersey,1957,52.5
New Jersey,1958,50.0
New Jersey,1959,52.9
New Jersey,1960,51.1
New Jersey,1961,51.5
New Jersey,1962,50.2
New Jersey,1963,50.5
New Jersey,1964,51.6
New Jersey,1965,51.0
New Jersey,1966,51.1
New Jersey,1967,50.3
New Jersey,1968,51.3
New Jersey,1969,51.2
New Jersey,1970,51.4
New Jersey,1971,52.0
New Jersey,1972,51.0
New Jersey,1973,53.4
New Jersey,1974,52.1
New Jersey,1975,52.8
New Jersey,1976,51.1
New Jersey,1977,51.8
New Jersey,1978,50.2
New Jersey,1979,51.6
New Jersey,1980,51.6
New Jersey,1981,51.5
New Jersey,1982,51.4
New Jersey,1983,52.6
New Jersey,1984,52.2
New Jersey,1985,52.5
New Jersey,1986,52.3
New Jersey,1987,52.4
New Jersey,1988,51.6
New Jersey,1989,51.4
New Jersey,1990,54.4
New Jersey,1991,54.4
New Jersey,1992,51.2
New Jersey,1993,52.2
New Jersey,1994,52.2
New Jersey,1995,52.5
New Jersey,1996,51.5
New Jersey,1997,52.0
New Jersey,1998,55.1
New Jersey,1999,54.1
New Jersey,2000,52.2
New Jersey,2001,53.6
New Jersey,2002,54.3
New Jersey,2003,51.8
New Jersey,2004,53.0
New Jersey,2005,53.4
New Jersey,2006,55.0
New Jersey,2007,53.6
New Jersey,2008,53.6
New Jersey,2009,52.7
New Jersey,2010,54.7
New Jersey,2011,54.9
New Jersey,2012,55.9
New Jersey,2013,53.2
New Jersey,2014,51.9
New Jersey,2015,53.8
New Jersey,2016,54.9
New Jersey,2017,54.6
New Mexico,1950,54.2
New Mexico,1951,53.0
New Mexico,1952,52.7
New Mexico,1953,53.3
New Mexico,1954,54.9
New Mexico,1955,52.5
New Mexico,1956,53.4
New Mexico,1957,53.1
New Mexico,1958,53.2
New Mexico,1959,53.0
New Mexico,1960,52.2
New Mexico,1961,52.2
New Mexico,1962,53.3
New Mexico,1963,53.6
New Mexico,1964,51.7
New Mexico,1965,52.6
New Mexico,1966,52.6
New Mexico,1967,53.0
New Mexico,1968,52.0
New Mexico,1969,53.2
New Mexico,1970,52.2
New Mexico,1971,52.2
New Mexico,1972,53.0
New Mexico,1973,51.5
New Mexico,1974,52.8
New Mexico,1975,51.4
New Mexico,1976,51.9
New Mexico,1977,53.7
New Mexico,1978,53.2
New Mexico,1979,51.8
New Mexico,1980,53.6
New Mexico,1981,54.4
New Mexico,1982,52.6
New Mexico,1983,52.5
New Mexico,1984,52.4
New Mexico,1985,52.8
New Mexico,1986,53.6
New Mexico,1987,51.9
New Mexico,1988,52.6
New Mexico,1989,54.0
New Mexico,1990,53.3
New Mexico,1991,52.5
New Mexico,1992,52.6
New Mexico,1993,53.1
New Mexico,1994,54.4
New Mexico,1995,54.3
New Mexico,1996,54.7
New Mexico,1997,52.9
New Mexico,1998,54.2
New Mexico,1999,54.3
New Mexico,2000,55.2
New Mexico,2001,54.6
New Mexico,2002,54.4
New Mexico,2003,55.5
New Mexico,2004,53.5
New Mexico,2005,54.7
New Mexico,2006,54.7
New Mexico,2007,54.2
New Mexico,2008,53.6
New Mexico,2009,54.3
New Mexico,2010,54.2
New Mexico,2011,54.6
New Mexico,2012,56.0
New Mexico,2013,53.7
New Mexico,2014,54.8
New Mexico,2015,54.9
New Mexico,2016,55.5
New Mexico,2017,56.3
New York,1950,44.2
New York,1951,45.0
New York,1952,45.9
New York,1953,47.0
New York,1954,45.0
New York,1955,45.4
New York,1956,43.8
New York,1957,45.4
New York,1958,43.1
New York,1959,45.4
New York,1960,44.3
New York,1961,44.8
New York,1962,43.5
New York,1963,43.3
New York,1964,44.9
New York,1965,43.7
New York,1966,44.1
New York,1967,43.8
New York,1968,43.9
New York,1969,44.2
New York,1970,44.1
New York,1971,44.3
New York,1972,43.1
New York,1973,46.4
New York,1974,44.2
New York,1975,45.5
New York,1976,43.2
New York,1977,44.5
New York,1978,42.9
New York,1979,44.6
New York,1980,43.6
New York,1981,44.6
New York,1982,44.4
New York,1983,45.5
New York,1984,45.2
New York,1985,44.7
New York,1986,45.1
New York,1987,45.7
New York,1988,44.8
New York,1989,43.8
New York,1990,47.3
New York,1991,47.1
New York,1992,43.8
New York,1993,44.2
New York,1994,44.3
New York,1995,45.2
New York,1996,44.5
New York,1997,44.3
New York,1998,48.3
New York,1999,46.9
New York,2000,44.9
New York,2001,46.9
New York,2002,46.8
New York,2003,44.5
New York,2004,45.2
New York,2005,46.2
New York,2006,47.6
New York,2007,45.7
New York,2008,45.8
New York,2009,45.0
New York,2010,47.2
New York,2011,47.1
New York,2012,48.8
New York,2013,45.7
New York,2014,44.5
New York,2015,45.7
New York,2016,47.6
New York,2017,47.0
North Carolina,1950,58.8
North Carolina,1951,58.8
North Carolina,1952,59.2
North Carolina,1953,60.0
North Carolina,1954,59.1
North Carolina,1955,58.6
North Carolina,1956,59.1
North Carolina,1957,59.3
North Carolina,1958,56.8
North Carolina,1959,59.1
North Carolina,1960,57.2
North Carolina,1961,57.9
North Carolina,1962,57.6
North Carolina,1963,56.7
North Carolina,1964,58.1
North Carolina,1965,58.2
North Carolina,1966,56.8
North Carolina,1967,57.1
North Carolina,1968,57.2
North Carolina,1969,57.0
North Carolina,1970,58.4
North Carolina,1971,58.7
North Carolina,1972,58.0
North Carolina,1973,58.9
North Carolina,1974,59.0
North Carolina,1975,59.3
North Carolina,1976,57.3
North Carolina,1977,58.3
North Carolina,1978,57.4
North Carolina,1979,57.6
North Carolina,1980,57.9
North Carolina,1981,57.2
North Carolina,1982,58.6
North Carolina,1983,57.8
North Carolina,1984,58.6
North Carolina,1985,59.2
North Carolina,1986,59.8
North Carolina,1987,58.5
North Carolina,1988,57.3
North Carolina,1989,58.2
North Carolina,1990,61.1
North Carolina,1991,60.2
North Carolina,1992,58.2
North Carolina,1993,58.7
North Carolina,1994,59.0
North Carolina,1995,58.4
North Carolina,1996,57.8
North Carolina,1997,58.1
North Carolina,1998,60.8
North Carolina,1999,59.7
North Carolina,2000,58.4
North Carolina,2001,59.4
North Carolina,2002,60.0
North Carolina,2003,58.7
North Carolina,2004,59.3
North Carolina,2005,59.4
North Carolina,2006,59.8
North Carolina,2007,60.5
North Carolina,2008,59.3
North Carolina,2009,58.9
North Carolina,2010,59.0
North Carolina,2011,60.4
North Carolina,2012,60.7
North Carolina,2013,58.6
North Carolina,2014,58.4
North Carolina,2015,60.5
North Carolina,2016,60.8
North Carolina,2017,61.0
North Dakota,1950,34.9
North Dakota,1951,35.6
North Dakota,1952,40.6
North Dakota,1953,42.1
North Dakota,1954,40.8
North Dakota,1955,38.8
North Dakota,1956,39.1
North Dakota,1957,40.1
North Dakota,1958,40.6
North Dakota,1959,39.5
North Dakota,1960,39.6
North Dakota,1961,41.1
North Dakota,1962,39.8
North Dakota,1963,41.9
North Dakota,1964,39.8
North Dakota,1965,37.6
North Dakota,1966,38.1
North Dakota,1967,39.3
North Dakota,1968,39.5
North Dakota,1969,38.7
North Dakota,1970,38.4
North Dakota,1971,39.1
North Dakota,1972,37.6
North Dakota,1973,41.8
North Dakota,1974,39.9
North Dakota,1975,39.4
North Dakota,1976,41.3
North Dakota,1977,41.1
North Dakota,1978,38.1
North Dakota,1979,37.2
North Dakota,1980,41.2
North Dakota,1981,43.2
North Dakota,1982,37.8
North Dakota,1983,41.1
North Dakota,1984,41.0
North Dakota,1985,38.2
North Dakota,1986,41.7
North Dakota,1987,45.0
North Dakota,1988,42.4
North Dakota,1989,39.4
North Dakota,1990,42.6
North Dakota,1991,42.3
North Dakota,1992,41.2
North Dakota,1993,38.3
North Dakota,1994,40.0
North Dakota,1995,39.6
North Dakota,1996,36.5
North Dakota,1997,40.7
North Dakota,1998,43.2
North Dakota,1999,43.0
North Dakota,2000,41.1
North Dakota,2001,42.2
North Dakota,2002,41.0
North Dakota,2003,40.8
North Dakota,2004,40.5
North Dakota,2005,42.4
North Dakota,2006,43.8
North Dakota,2007,41.8
North Dakota,2008,39.3
North Dakota,2009,38.5
North Dakota,2010,40.9
North Dakota,2011,40.7
North Dakota,2012,44.1
North Dakota,2013,38.8
North Dakota,2014,39.0
North Dakota,2015,43.4
North Dakota,2016,44.4
North Dakota,2017,42.0
Ohio,1950,49.4
Ohio,1951,50.0
Ohio,1952,51.6
Ohio,1953,52.3
Ohio,1954,51.6
Ohio,1955,51.3
Ohio,1956,50.6
Ohio,1957,50.8
Ohio,1958,48.4
Ohio,1959,51.3
Ohio,1960,49.2
Ohio,1961,50.0
Ohio,1962,49.4
Ohio,1963,48.5
Ohio,1964,50.9
Ohio,1965,50.4
Ohio,1966,49.1
Ohio,1967,49.5
Ohio,1968,49.7
Ohio,1969,49.4
Ohio,1970,50.6
Ohio,1971,50.6
Ohio,1972,49.4
Ohio,1973,52.2
Ohio,1974,50.4
Ohio,1975,51.1
Ohio,1976,48.9
Ohio,1977,50.0
Ohio,1978,48.3
Ohio,1979,48.9
Ohio,1980,49.3
Ohio,1981,49.6
Ohio,1982,50.3
Ohio,1983,51.0
Ohio,1984,50.4
Ohio,1985,50.4
Ohio,1986,51.6
Ohio,1987,52.3
Ohio,1988,50.4
Ohio,1989,49.4
Ohio,1990,52.7
Ohio,1991,53.1
Ohio,1992,50.3
Ohio,1993,50.4
Ohio,1994,50.5
Ohio,1995,50.3
Ohio,1996,49.5
Ohio,1997,49.9
Ohio,1998,54.1
Ohio,1999,52.3
Ohio,2000,50.8
Ohio,2001,52.4
Ohio,2002,52.5
Ohio,2003,50.2
Ohio,2004,51.3
Ohio,2005,51.8
Ohio,2006,52.7
Ohio,2007,52.3
Ohio,2008,50.6
Ohio,2009,50.5
Ohio,2010,51.7
Ohio,2011,52.3
Ohio,2012,54.0
Ohio,2013,50.9
Ohio,2014,49.2
Ohio,2015,51.6
Ohio,2016,53.6
Ohio,2017,53.2
Oklahoma,1950,58.9
Oklahoma,1951,59.2
Oklahoma,1952,60.6
Oklahoma,1953,61.3
Oklahoma,1954,62.6
Oklahoma,1955,60.2
Oklahoma,1956,61.6
Oklahoma,1957,59.0
Oklahoma,1958,58.6
Oklahoma,1959,58.9
Oklahoma,1960,58.4
Oklahoma,1961,58.2
Oklahoma,1962,59.8
Oklahoma,1963,60.8
Oklahoma,1964,60.1
Oklahoma,1965,60.4
Oklahoma,1966,58.6
Oklahoma,1967,59.5
Oklahoma,1968,58.2
Oklahoma,1969,59.1
Oklahoma,1970,59.2
Oklahoma,1971,59.5
Oklahoma,1972,59.2
Oklahoma,1973,59.0
Oklahoma,1974,59.6
Oklahoma,1975,58.7
Oklahoma,1976,58.6
Oklahoma,1977,60.7
Oklahoma,1978,58.5
Oklahoma,1979,57.4
Oklahoma,1980,60.5
Oklahoma,1981,60.4
Oklahoma,1982,59.0
Oklahoma,1983,58.0
Oklahoma,1984,59.4
Oklahoma,1985,58.7
Oklahoma,1986,60.8
Oklahoma,1987,59.6
Oklahoma,1988,59.1
Oklahoma,1989,58.1
Oklahoma,1990,60.7
Oklahoma,1991,60.3
Oklahoma,1992,59.3
Oklahoma,1993,58.1
Oklahoma,1994,59.7
Oklahoma,1995,59.4
Oklahoma,1996,59.0
Oklahoma,1997,58.7
Oklahoma,1998,62.1
Oklahoma,1999,61.3
Oklahoma,2000,60.3
Oklahoma,2001,60.8
Oklahoma,2002,59.4
Oklahoma,2003,59.9
Oklahoma,2004,60.1
Oklahoma,2005,60.8
Oklahoma,2006,62.2
Oklahoma,2007,60.0
Oklahoma,2008,59.6
Oklahoma,2009,59.4
Oklahoma,2010,60.3
Oklahoma,2011,61.6
Oklahoma,2012,63.2
Oklahoma,2013,58.8
Oklahoma,2014,58.9
Oklahoma,2015,60.8
Oklahoma,2016,62.3
Oklahoma,2017,61.8
Oregon,1950,46.2
Oregon,1951,46.1
Oregon,1952,46.1
Oregon,1953,47.3
Oregon,1954,46.2
Oregon,1955,44.6
Oregon,1956,46.0
Oregon,1957,46.0
Oregon,1958,49.0
Oregon,1959,46.8
Oregon,1960,46.5
Oregon,1961,47.6
Oregon,1962,46.4
Oregon,1963,47.0
Oregon,1964,45.3
Oregon,1965,46.9
Oregon,1966,47.4
Oregon,1967,47.8
Oregon,1968,47.2
Oregon,1969,46.4
Oregon,1970,46.7
Oregon,1971,45.8
Oregon,1972,46.3
Oregon,1973,47.3
Oregon,1974,47.0
Oregon,1975,45.8
Oregon,1976,46.4
Oregon,1977,47.0
Oregon,1978,46.5
Oregon,1979,46.9
Oregon,1980,47.0
Oregon,1981,47.8
Oregon,1982,45.4
Oregon,1983,47.0
Oregon,1984,45.6
Oregon,1985,44.6
Oregon,1986,48.1
Oregon,1987,48.3
Oregon,1988,47.9
Oregon,1989,46.5
Oregon,1990,47.4
Oregon,1991,47.6
Oregon,1992,49.4
Oregon,1993,45.5
Oregon,1994,47.8
Oregon,1995,48.1
Oregon,1996,47.6
Oregon,1997,47.8
Oregon,1998,47.8
Oregon,1999,47.2
Oregon,2000,47.5
Oregon,2001,47.8
Oregon,2002,47.7
Oregon,2003,49.0
Oregon,2004,48.4
Oregon,2005,47.7
Oregon,2006,47.9
Oregon,2007,47.8
Oregon,2008,46.8
Oregon,2009,47.3
Oregon,2010,47.1
Oregon,2011,46.3
Oregon,2012,48.0
Oregon,2013,47.6
Oregon,2014,49.6
Oregon,2015,50.4
Oregon,2016,48.8
Oregon,2017,48.1
Pennsylvania,1950,47.4
Pennsylvania,1951,48.3
Pennsylvania,1952,49.1
Pennsylvania,1953,50.1
Pennsylvania,1954,48.8
Pennsylvania,1955,48.8
Pennsylvania,1956,47.9
Pennsylvania,1957,48.8
Pennsylvania,1958,46.3
Pennsylvania,1959,49.2
Pennsylvania,1960,47.2
Pennsylvania,1961,48.0
Pennsylvania,1962,46.9
Pennsylvania,1963,46.5
Pennsylvania,1964,48.0
Pennsylvania,1965,47.6
Pennsylvania,1966,47.3
Pennsylvania,1967,47.0
Pennsylvania,1968,47.6
Pennsylvania,1969,47.5
Pennsylvania,1970,48.1
Pennsylvania,1971,48.2
Pennsylvania,1972,47.2
Pennsylvania,1973,49.7
Pennsylvania,1974,48.2
Pennsylvania,1975,48.9
Pennsylvania,1976,46.8
Pennsylvania,1977,47.9
Pennsylvania,1978,46.4
Pennsylvania,1979,47.5
Pennsylvania,1980,47.3
Pennsylvania,1981,47.5
Pennsylvania,1982,47.9
Pennsylvania,1983,48.7
Pennsylvania,1984,48.2
Pennsylvania,1985,48.5
Pennsylvania,1986,48.8
Pennsylvania,1987,49.2
Pennsylvania,1988,48.1
Pennsylvania,1989,47.5
Pennsylvania,1990,50.7
Pennsylvania,1991,50.7
Pennsylvania,1992,47.6
Pennsylvania,1993,48.2
Pennsylvania,1994,48.0
Pennsylvania,1995,48.5
Pennsylvania,1996,47.6
Pennsylvania,1997,48.0
Pennsylvania,1998,51.8
Pennsylvania,1999,50.0
Pennsylvania,2000,48.5
Pennsylvania,2001,49.9
Pennsylvania,2002,50.3
Pennsylvania,2003,48.0
Pennsylvania,2004,49.1
Pennsylvania,2005,49.5
Pennsylvania,2006,50.8
Pennsylvania,2007,49.5
Pennsylvania,2008,48.8
Pennsylvania,2009,48.4
Pennsylvania,2010,50.1
Pennsylvania,2011,50.4
Pennsylvania,2012,51.8
Pennsylvania,2013,49.0
Pennsylvania,2014,47.4
Pennsylvania,2015,49.5
Pennsylvania,2016,50.9
Pennsylvania,2017,50.6
Rhode Island,1950,48.7
Rhode Island,1951,50.0
Rhode Island,1952,50.2
Rhode Island,1953,51.1
Rhode Island,1954,49.3
Rhode Island,1955,49.0
Rhode Island,1956,48.2
Rhode Island,1957,50.0
Rhode Island,1958,47.4
Rhode Island,1959,49.5
Rhode Island,1960,48.5
Rhode Island,1961,48.7
Rhode Island,1962,47.1
Rhode Island,1963,48.1
Rhode Island,1964,48.5
Rhode Island,1965,48.0
Rhode Island,1966,48.6
Rhode Island,1967,47.7
Rhode Island,1968,48.3
Rhode Island,1969,48.8
Rhode Island,1970,48.4
Rhode Island,1971,49.1
Rhode Island,1972,48.0
Rhode Island,1973,50.8
Rhode Island,1974,49.1
Rhode Island,1975,49.9
Rhode Island,1976,48.3
Rhode Island,1977,49.1
Rhode Island,1978,47.4
Rhode Island,1979,49.7
Rhode Island,1980,48.5
Rhode Island,1981,48.9
Rhode Island,1982,48.6
Rhode Island,1983,50.3
Rhode Island,1984,49.8
Rhode Island,1985,49.2
Rhode Island,1986,49.0
Rhode Island,1987,49.1
Rhode Island,1988,49.0
Rhode Island,1989,48.6
Rhode Island,1990,51.5
Rhode Island,1991,51.4
Rhode Island,1992,48.4
Rhode Island,1993,49.3
Rhode Island,1994,49.6
Rhode Island,1995,49.9
Rhode Island,1996,49.1
Rhode Island,1997,49.4
Rhode Island,1998,52.0
Rhode Island,1999,51.8
Rhode Island,2000,49.4
Rhode Island,2001,51.1
Rhode Island,2002,51.2
Rhode Island,2003,49.0
Rhode Island,2004,49.3
Rhode Island,2005,50.1
Rhode Island,2006,51.8
Rhode Island,2007,50.3
Rhode Island,2008,50.8
Rhode Island,2009,49.8
Rhode Island,2010,52.0
Rhode Island,2011,51.6
Rhode Island,2012,52.9
Rhode Island,2013,50.6
Rhode Island,2014,49.7
Rhode Island,2015,50.4
Rhode Island,2016,52.2
Rhode Island,2017,51.5
South Carolina,1950,62.5
South Carolina,1951,62.6
South Carolina,1952,63.0
South Carolina,1953,63.5
South Carolina,1954,63.3
South Carolina,1955,62.5
