state,year,month,tmax
Florida,1983,11,92.4
Florida,1983,12,91.9
Florida,1983,1,87.3
Florida,1983,2,83.3
Florida,1983,3,74.7
Florida,1983,4,68.8
Florida,1984,5,65.9
Florida,1984,6,71.2
Florida,1984,7,75.3
Florida,1984,8,79.6
Florida,1984,9,86
Florida,1984,10,89
Florida,1984,11,89.4
Florida,1984,12,90.7
Florida,1984,1,87.6
Florida,1984,2,84.8
Florida,1984,3,74.4
Florida,1984,4,75.8
Florida,1985,5,65.4
Florida,1985,6,72.1
Florida,1985,7,78.9
Florida,1985,8,81.2
Florida,1985,9,88
Florida,1985,10,91.4
Florida,1985,11,90.2
Florida,1985,12,90.1
Florida,1985,1,87.7
Florida,1985,2,86.2
Florida,1985,3,80.2
Florida,1985,4,68.1
Florida,1986,5,68
Florida,1986,6,74
Florida,1986,7,75
Florida,1986,8,81.6
Florida,1986,9,87.2
Florida,1986,10,90.8
Florida,1986,11,92.1
Florida,1986,12,90.7
Florida,1986,1,89.9
Florida,1986,2,84.2
Florida,1986,3,80.9
Florida,1986,4,71.3
Florida,1987,5,67.4
Florida,1987,6,70.3
Florida,1987,7,74
Florida,1987,8,78.2
Florida,1987,9,86.2
Florida,1987,10,90.7
Florida,1987,11,92.4
Florida,1987,12,92.7
Florida,1987,1,89.3
Florida,1987,2,80
Florida,1987,3,76.2
Florida,1987,4,72.4
Florida,1988,5,64.8
Florida,1988,6,69.3
Florida,1988,7,74.4
Florida,1988,8,81.8
Florida,1988,9,85.4
Florida,1988,10,89.6
Florida,1988,11,90.6
Florida,1988,12,90.8
Florida,1988,1,88.8
Florida,1988,2,82
Florida,1988,3,78.4
Florida,1988,4,71.3
Florida,1989,5,75.4
Florida,1989,6,73.7
Florida,1989,7,78
Florida,1989,8,82.2
Florida,1989,9,87.6
Florida,1989,10,90.4
Florida,1989,11,91.2
Florida,1989,12,91.5
Florida,1989,1,88.9
Florida,1989,2,82.4
Florida,1989,3,77.4
Florida,1989,4,64.5
Florida,1990,5,74.5
Florida,1990,6,76.4
Florida,1990,7,78.9
Florida,1990,8,81.3
Florida,1990,9,88
Florida,1990,10,91.4
Florida,1990,11,91.8
Florida,1990,12,92.7
Florida,1990,1,90.7
Florida,1990,2,84.7
Florida,1990,3,78.4
Florida,1990,4,74.6
Florida,1991,5,71.3
Florida,1991,6,72.7
Florida,1991,7,77.2
Florida,1991,8,83.4
Florida,1991,9,87.6
Florida,1991,10,89.7
Florida,1991,11,90.8
Florida,1991,12,90.9
Florida,1991,1,89.6
Florida,1991,2,82.8
Florida,1991,3,73.6
Florida,1991,4,73.1
Florida,1992,5,67.5
Florida,1992,6,72.1
Florida,1992,7,75.4
Florida,1992,8,79.2
Florida,1992,9,85.1
Florida,1992,10,89.2
Florida,1992,11,92.6
Florida,1992,12,89.7
Florida,1992,1,88.3
Florida,1992,2,80.8
Florida,1992,3,76
Florida,1992,4,71.3
Florida,1993,5,72.6
Florida,1993,6,69.2
Florida,1993,7,73.3
Florida,1993,8,78.3
Florida,1993,9,85.1
Florida,1993,10,91
Florida,1993,11,92.8
Florida,1993,12,92.5
Florida,1993,1,89.7
Florida,1993,2,83.2
Florida,1993,3,75.9
Florida,1993,4,68.1
Florida,1994,5,67.5
Florida,1994,6,74.3
Florida,1994,7,77.7
Florida,1994,8,83.3
Florida,1994,9,87.2
Florida,1994,10,89.8
Florida,1994,11,89.9
Florida,1994,12,89.3
Florida,1994,1,87
Florida,1994,2,82.4
Florida,1994,3,79
Florida,1994,4,71.1
Florida,1995,5,67.8
Florida,1995,6,70.7
Florida,1995,7,77
Florida,1995,8,81.7
Florida,1995,9,89.3
Florida,1995,10,88.8
Florida,1995,11,91.9
Florida,1995,12,91
Florida,1995,1,89
Florida,1995,2,84
Florida,1995,3,74.5
Florida,1995,4,68.2
Florida,1996,5,68.8
Florida,1996,6,71.5
Florida,1996,7,72
Florida,1996,8,79.8
Florida,1996,9,87.9
Florida,1996,10,89.1
Florida,1996,11,91.5
Florida,1996,12,90
Florida,1996,1,88.8
Florida,1996,2,81.8
Florida,1996,3,75.9
Florida,1996,4,71.6
Florida,1997,5,70.8
Florida,1997,6,75.2
Florida,1997,7,81.5
Florida,1997,8,79.6
Florida,1997,9,85.5
Florida,1997,10,88.1
Florida,1997,11,91.7
Florida,1997,12,91.1
Florida,1997,1,89.7
Florida,1997,2,82.8
Florida,1997,3,74.2
Florida,1997,4,68.6
Florida,1998,5,70.6
Florida,1998,6,70.4
Florida,1998,7,73.2
Florida,1998,8,80.9
Florida,1998,9,89.4
Florida,1998,10,95.7
Florida,1998,11,93.3
Florida,1998,12,92.3
Florida,1998,1,87.8
Florida,1998,2,85.3
Florida,1998,3,79.6
Florida,1998,4,75
Florida,1999,5,72.8
Florida,1999,6,74.1
Florida,1999,7,76.2
Florida,1999,8,85.2
Florida,1999,9,86.4
Florida,1999,10,88.4
Florida,1999,11,91.7
Florida,1999,12,92.6
Florida,1999,1,88.5
Florida,1999,2,82.6
Florida,1999,3,77
Florida,1999,4,70.3
Florida,2000,5,70.4
Florida,2000,6,73.4
Florida,2000,7,80
Florida,2000,8,81.1
Florida,2000,9,89.7
Florida,2000,10,91.4
Florida,2000,11,92.5
Florida,2000,12,91.8
Florida,2000,1,88.3
Florida,2000,2,82.6
Florida,2000,3,75.4
Florida,2000,4,68.4
Florida,2001,5,66.3
Florida,2001,6,76.7
Florida,2001,7,75.3
Florida,2001,8,82.6
Florida,2001,9,87.2
Florida,2001,10,90.3
Florida,2001,11,90.2
Florida,2001,12,90.8
Florida,2001,1,86.3
Florida,2001,2,81.8
Florida,2001,3,78.6
Florida,2001,4,74.5
Florida,2002,5,70.4
Florida,2002,6,71.3
Florida,2002,7,79.1
Florida,2002,8,84.7
Florida,2002,9,88.3
Florida,2002,10,88.7
Florida,2002,11,90.7
Florida,2002,12,90.4
Florida,2002,1,89.4
Florida,2002,2,85.6
Florida,2002,3,74.5
Florida,2002,4,68.7
Florida,2003,5,65
Florida,2003,6,73.1
Florida,2003,7,79.6
Florida,2003,8,80.9
Florida,2003,9,88.4
Florida,2003,10,88.7
Florida,2003,11,90.3
Florida,2003,12,89.5
Florida,2003,1,87.8
Florida,2003,2,83.4
Florida,2003,3,79.4
Florida,2003,4,68.4
Florida,2004,5,69.2
Florida,2004,6,69.5
Florida,2004,7,77.8
Florida,2004,8,80.3
Florida,2004,9,87.7
Florida,2004,10,91.4
Florida,2004,11,91.5
Florida,2004,12,90.2
Florida,2004,1,87.6
Florida,2004,2,84.1
Florida,2004,3,78
Florida,2004,4,69
Florida,2005,5,70.9
Florida,2005,6,71.9
Florida,2005,7,74
Florida,2005,8,79.1
Florida,2005,9,85.2
Florida,2005,10,88
Florida,2005,11,91.9
Florida,2005,12,92
Florida,2005,1,90
Florida,2005,2,82.9
Florida,2005,3,77.9
Florida,2005,4,68.1
Florida,2006,5,72.5
Florida,2006,6,70.6
Florida,2006,7,77.4
Florida,2006,8,84.7
Florida,2006,9,87.9
Florida,2006,10,90.9
Florida,2006,11,91.8
Florida,2006,12,92.3
Florida,2006,1,88.9
Florida,2006,2,83.8
Florida,2006,3,74.5
Florida,2006,4,74.1
Florida,2007,5,71.3
Florida,2007,6,70
Florida,2007,7,78.7
Florida,2007,8,80.9
Florida,2007,9,86.8
Florida,2007,10,90.2
Florida,2007,11,91.9
Florida,2007,12,93.3
Florida,2007,1,89.6
Florida,2007,2,84.6
Florida,2007,3,76.6
Florida,2007,4,75.2
Florida,2008,5,69.2
Florida,2008,6,75.1
Florida,2008,7,76.5
Florida,2008,8,81.1
Florida,2008,9,87.7
Florida,2008,10,91.4
Florida,2008,11,90.4
Florida,2008,12,89.4
Florida,2008,1,88.5
Florida,2008,2,81.5
Florida,2008,3,73.5
Florida,2008,4,73.1
Florida,2009,5,69.5
Florida,2009,6,70.4
Florida,2009,7,77.5
Florida,2009,8,81.7
Florida,2009,9,86.6
Florida,2009,10,91.8
Florida,2009,11,90.9
Florida,2009,12,91
Florida,2009,1,89.2
Florida,2009,2,85.2
Florida,2009,3,76.4
Florida,2009,4,69.9
Florida,2010,5,64.1
Florida,2010,6,63.4
Florida,2010,7,70.5
Florida,2010,8,81.5
Florida,2010,9,88.6
Florida,2010,10,93.2
Florida,2010,11,92.4
Florida,2010,12,91.8
Florida,2010,1,90.6
Florida,2010,2,84.6
Florida,2010,3,77
Florida,2010,4,63.1
Florida,2011,5,66.4
Florida,2011,6,73.4
Florida,2011,7,79.1
Florida,2011,8,85.7
Florida,2011,9,88.8
Florida,2011,10,93.4
Florida,2011,11,91.9
Florida,2011,12,93.3
Florida,2011,1,89.4
Florida,2011,2,81.2
Florida,2011,3,77.2
Florida,2011,4,73.5
Florida,2012,5,72.1
Florida,2012,6,74.4
Florida,2012,7,81.8
Florida,2012,8,83.4
Florida,2012,9,88.6
Florida,2012,10,88.3
Florida,2012,11,91.8
Florida,2012,12,90.1
Florida,2012,1,88.5
Florida,2012,2,82.8
Florida,2012,3,73.7
Florida,2012,4,73.4
Florida,2013,5,74.7
Florida,2013,6,73.4
Florida,2013,7,71.9
Florida,2013,8,82.5
Florida,2013,9,85
Florida,2013,10,89.9
Florida,2013,11,88.9
Florida,2013,12,90.9
Florida,2013,1,88.9
Florida,2013,2,83.9
Florida,2013,3,76.6
Florida,2013,4,74.9
Florida,2014,5,65.4
Florida,2014,6,73.8
Florida,2014,7,74.8
Florida,2014,8,81.6
Florida,2014,9,86.9
Florida,2014,10,90.2
Florida,2014,11,91.1
Florida,2014,12,92.5
Florida,2014,1,88.2
Florida,2014,2,84.1
Florida,2014,3,72.6
Florida,2014,4,72.4
Florida,2015,5,69.1
Florida,2015,6,67.8
Florida,2015,7,80.2
Florida,2015,8,84.9
Florida,2015,9,88.6
Florida,2015,10,91.7
Florida,2015,11,92.2
Florida,2015,12,91.6
Florida,2015,1,88.4
Florida,2015,2,83.8
Florida,2015,3,81.2
Florida,2015,4,78.3
Florida,2016,5,66.6
Florida,2016,6,70.8
Florida,2016,7,79.4
Florida,2016,8,82.3
Florida,2016,9,87.4
Florida,2016,10,91.6
Florida,2016,11,93.8
Florida,2016,12,91.8
Florida,2016,1,90.1
Florida,2016,2,84.9
Florida,2016,3,78.6
Florida,2016,4,76.3
Florida,2017,5,73.8
Florida,2017,6,77.5
Florida,2017,7,78
Florida,2017,8,84
Florida,2017,9,88.4
Florida,2017,10,88
Florida,2017,11,91.4
Florida,2017,12,91
Florida,2017,1,89
Florida,2017,2,83.8
Florida,2017,3,77.8
Florida,2017,4,72.3
Florida,2018,5,65.6
Florida,2018,6,78.9
Florida,2018,7,75.6
Florida,2018,8,81.5
Georgia,1950,9,68.7
Georgia,1950,10,65.4
Georgia,1950,11,64
Georgia,1950,12,73.4
Georgia,1950,1,85.4
Georgia,1950,2,90.3
Georgia,1950,3,88.1
Georgia,1950,4,89.2
Georgia,1950,5,82.5
Georgia,1950,6,77.8
Georgia,1950,7,63.7
Georgia,1950,8,52.6
Georgia,1951,9,59.4
Georgia,1951,10,63
Georgia,1951,11,66.3
Georgia,1951,12,73.8
Georgia,1951,1,84.2
Georgia,1951,2,90.6
Georgia,1951,3,91.7
Georgia,1951,4,93.2
Georgia,1951,5,86.1
Georgia,1951,6,78.4
Georgia,1951,7,62.5
Georgia,1951,8,61.5
Georgia,1952,9,64
Georgia,1952,10,62
Georgia,1952,11,67.3
Georgia,1952,12,74.8
Georgia,1952,1,84.9
Georgia,1952,2,94.7
Georgia,1952,3,94.5
Georgia,1952,4,90
Georgia,1952,5,83.2
Georgia,1952,6,74.2
Georgia,1952,7,66.8
Georgia,1952,8,56.2
Georgia,1953,9,61.2
Georgia,1953,10,61.2
Georgia,1953,11,69.7
Georgia,1953,12,74.6
Georgia,1953,1,87
Georgia,1953,2,89.9
Georgia,1953,3,89.6
Georgia,1953,4,90.3
Georgia,1953,5,84.2
Georgia,1953,6,77.4
Georgia,1953,7,66.4
Georgia,1953,8,57
Georgia,1954,9,60.4
Georgia,1954,10,65.6
Georgia,1954,11,66.6
Georgia,1954,12,79.9
Georgia,1954,1,79
Georgia,1954,2,92.1
Georgia,1954,3,94
Georgia,1954,4,95.4
Georgia,1954,5,90.6
Georgia,1954,6,79
Georgia,1954,7,63.3
Georgia,1954,8,56.9
Georgia,1955,9,56.2
Georgia,1955,10,62.3
Georgia,1955,11,71.8
Georgia,1955,12,79.2
Georgia,1955,1,86
Georgia,1955,2,86.2
Georgia,1955,3,90.2
Georgia,1955,4,91.3
Georgia,1955,5,85.8
Georgia,1955,6,75.8
Georgia,1955,7,66.1
Georgia,1955,8,56.3
Georgia,1956,9,55.6
Georgia,1956,10,65.5
Georgia,1956,11,67.8
Georgia,1956,12,74.6
Georgia,1956,1,85.2
Georgia,1956,2,88.9
Georgia,1956,3,90.6
Georgia,1956,4,92.3
Georgia,1956,5,84
Georgia,1956,6,75
Georgia,1956,7,65.6
Georgia,1956,8,67.1
Georgia,1957,9,60.1
Georgia,1957,10,67.8
Georgia,1957,11,64.5
Georgia,1957,12,77.4
Georgia,1957,1,82.9
Georgia,1957,2,87.7
Georgia,1957,3,90
Georgia,1957,4,90.6
Georgia,1957,5,84.6
Georgia,1957,6,70.7
Georgia,1957,7,66.6
Georgia,1957,8,59
Georgia,1958,9,50.9
Georgia,1958,10,52.3
Georgia,1958,11,61.7
Georgia,1958,12,75.7
Georgia,1958,1,82.8
Georgia,1958,2,88.8
Georgia,1958,3,89.7
Georgia,1958,4,90.5
Georgia,1958,5,87.4
Georgia,1958,6,74.8
Georgia,1958,7,71
Georgia,1958,8,56.2
Georgia,1959,9,57
Georgia,1959,10,61
Georgia,1959,11,64.5
Georgia,1959,12,76.3
Georgia,1959,1,85.1
Georgia,1959,2,88.2
Georgia,1959,3,90.1
Georgia,1959,4,91.6
Georgia,1959,5,84
Georgia,1959,6,75.1
Georgia,1959,7,65.9
Georgia,1959,8,58.7
Georgia,1960,9,56.4
Georgia,1960,10,58.1
Georgia,1960,11,56.5
Georgia,1960,12,77.4
Georgia,1960,1,82.5
Georgia,1960,2,88.6
Georgia,1960,3,91.2
Georgia,1960,4,89.6
Georgia,1960,5,85.1
Georgia,1960,6,78
Georgia,1960,7,68.4
Georgia,1960,8,55.3
Georgia,1961,9,53
Georgia,1961,10,63.6
Georgia,1961,11,70.7
Georgia,1961,12,71.5
Georgia,1961,1,80
Georgia,1961,2,85.9
Georgia,1961,3,90.1
Georgia,1961,4,87.7
Georgia,1961,5,86
Georgia,1961,6,77.6
Georgia,1961,7,70.1
Georgia,1961,8,58.8
Georgia,1962,9,55
Georgia,1962,10,68.4
Georgia,1962,11,62.9
Georgia,1962,12,73.2
Georgia,1962,1,89.9
Georgia,1962,2,87.8
Georgia,1962,3,91.8
Georgia,1962,4,90.9
Georgia,1962,5,84.8
Georgia,1962,6,78.5
Georgia,1962,7,63.4
Georgia,1962,8,55.6
Georgia,1963,9,53.5
Georgia,1963,10,56.3
Georgia,1963,11,71.4
Georgia,1963,12,77.7
Georgia,1963,1,83.1
Georgia,1963,2,87
Georgia,1963,3,88.7
Georgia,1963,4,91.1
Georgia,1963,5,83.8
Georgia,1963,6,79
Georgia,1963,7,66.6
Georgia,1963,8,51
Georgia,1964,9,54.8
Georgia,1964,10,54.6
Georgia,1964,11,67.2
Georgia,1964,12,76
Georgia,1964,1,83.6
Georgia,1964,2,91.1
Georgia,1964,3,86.8
Georgia,1964,4,87.4
Georgia,1964,5,84.4
Georgia,1964,6,72.1
Georgia,1964,7,69.7
Georgia,1964,8,60.4
Georgia,1965,9,59.8
Georgia,1965,10,59.4
Georgia,1965,11,64.3
Georgia,1965,12,77.4
Georgia,1965,1,87.4
Georgia,1965,2,84.7
Georgia,1965,3,88.7
Georgia,1965,4,89.8
Georgia,1965,5,84.1
Georgia,1965,6,74.3
Georgia,1965,7,68.2
Georgia,1965,8,60
Georgia,1966,9,51.2
Georgia,1966,10,57.7
Georgia,1966,11,65.2
Georgia,1966,12,75.7
Georgia,1966,1,79.8
Georgia,1966,2,85.4
Georgia,1966,3,90.9
Georgia,1966,4,88
Georgia,1966,5,83.9
Georgia,1966,6,75
Georgia,1966,7,66.6
Georgia,1966,8,57.8
Georgia,1967,9,59.2
Georgia,1967,10,57.1
Georgia,1967,11,72.7
Georgia,1967,12,80.6
Georgia,1967,1,82.2
Georgia,1967,2,85.4
Georgia,1967,3,86.8
Georgia,1967,4,86.7
Georgia,1967,5,80.9
Georgia,1967,6,75.9
Georgia,1967,7,65
Georgia,1967,8,63
Georgia,1968,9,53.6
Georgia,1968,10,53.8
Georgia,1968,11,68.2
Georgia,1968,12,77.7
Georgia,1968,1,81.6
Georgia,1968,2,88.9
Georgia,1968,3,90
Georgia,1968,4,91.8
Georgia,1968,5,84.9
Georgia,1968,6,76.7
Georgia,1968,7,64.3
Georgia,1968,8,55.9
Georgia,1969,9,55.3
Georgia,1969,10,56.1
Georgia,1969,11,61.5
Georgia,1969,12,77.3
Georgia,1969,1,81.7
Georgia,1969,2,90.3
Georgia,1969,3,91.8
Georgia,1969,4,86.8
Georgia,1969,5,82
Georgia,1969,6,76.1
Georgia,1969,7,64.8
Georgia,1969,8,56.2
Georgia,1970,9,49.4
Georgia,1970,10,59.4
Georgia,1970,11,67
Georgia,1970,12,77.8
Georgia,1970,1,84.2
Georgia,1970,2,86.9
Georgia,1970,3,91
Georgia,1970,4,88.8
Georgia,1970,5,88.5
Georgia,1970,6,77.3
Georgia,1970,7,64.2
Georgia,1970,8,62.3
Georgia,1971,9,56.8
Georgia,1971,10,60.6
Georgia,1971,11,63
Georgia,1971,12,76.5
Georgia,1971,1,80.8
Georgia,1971,2,90
Georgia,1971,3,87.8
Georgia,1971,4,87.7
Georgia,1971,5,85.7
Georgia,1971,6,78.8
Georgia,1971,7,66.3
Georgia,1971,8,65.3
Georgia,1972,9,62.2
Georgia,1972,10,56.9
Georgia,1972,11,68.5
Georgia,1972,12,76.7
Georgia,1972,1,79.4
Georgia,1972,2,86.1
Georgia,1972,3,89.3
Georgia,1972,4,90
Georgia,1972,5,88.4
Georgia,1972,6,76.3
Georgia,1972,7,63.9
Georgia,1972,8,62.3
Georgia,1973,9,55.7
Georgia,1973,10,57.7
Georgia,1973,11,69.9
Georgia,1973,12,71.8
Georgia,1973,1,81
Georgia,1973,2,87.2
Georgia,1973,3,90.4
Georgia,1973,4,88.6
Georgia,1973,5,86.9
Georgia,1973,6,78.8
Georgia,1973,7,71.3
Georgia,1973,8,58.9
Georgia,1974,9,67.4
Georgia,1974,10,62.6
Georgia,1974,11,73
Georgia,1974,12,76.2
Georgia,1974,1,84.1
Georgia,1974,2,86
Georgia,1974,3,89
Georgia,1974,4,87.9
Georgia,1974,5,82.4
Georgia,1974,6,76.2
Georgia,1974,7,67.2
Georgia,1974,8,58
Georgia,1975,9,61.6
Georgia,1975,10,63.6
Georgia,1975,11,66.6
Georgia,1975,12,74.5
Georgia,1975,1,84.1
Georgia,1975,2,87.4
Georgia,1975,3,87
Georgia,1975,4,89.5
Georgia,1975,5,82.8
Georgia,1975,6,77
Georgia,1975,7,68.2
Georgia,1975,8,58.6
Georgia,1976,9,54.4
Georgia,1976,10,68.4
Georgia,1976,11,71.8
Georgia,1976,12,78.3
Georgia,1976,1,78.4
Georgia,1976,2,85.4
Georgia,1976,3,90.1
Georgia,1976,4,88.3
Georgia,1976,5,82.8
Georgia,1976,6,71
Georgia,1976,7,59.9
Georgia,1976,8,55
Georgia,1977,9,45.2
Georgia,1977,10,60
Georgia,1977,11,70.1
Georgia,1977,12,79.3
Georgia,1977,1,85
Georgia,1977,2,92.5
Georgia,1977,3,93.5
Georgia,1977,4,89.5
Georgia,1977,5,86
Georgia,1977,6,73.4
Georgia,1977,7,67.4
Georgia,1977,8,57
Georgia,1978,9,48.1
Georgia,1978,10,51.6
Georgia,1978,11,65.6
Georgia,1978,12,78.5
Georgia,1978,1,82
Georgia,1978,2,89.5
Georgia,1978,3,91.2
Georgia,1978,4,89.7
Georgia,1978,5,87.8
Georgia,1978,6,77.5
Georgia,1978,7,72.2
Georgia,1978,8,60.8
Georgia,1979,9,52.2
Georgia,1979,10,55.4
Georgia,1979,11,69.4
Georgia,1979,12,76.2
Georgia,1979,1,81.7
Georgia,1979,2,86.2
Georgia,1979,3,88.3
Georgia,1979,4,90.2
Georgia,1979,5,81.4
Georgia,1979,6,76.5
Georgia,1979,7,68.6
Georgia,1979,8,58.5
Georgia,1980,9,56.5
Georgia,1980,10,56.2
Georgia,1980,11,65.1
Georgia,1980,12,74.8
Georgia,1980,1,81.9
Georgia,1980,2,89
Georgia,1980,3,94.2
Georgia,1980,4,93.8
Georgia,1980,5,89.3
Georgia,1980,6,73.5
Georgia,1980,7,65
Georgia,1980,8,58.5
Georgia,1981,9,53.2
Georgia,1981,10,60.9
Georgia,1981,11,66.2
Georgia,1981,12,80.2
Georgia,1981,1,81.5
Georgia,1981,2,92.4
Georgia,1981,3,93.2
Georgia,1981,4,86.5
Georgia,1981,5,85.4
Georgia,1981,6,74.8
Georgia,1981,7,67.6
Georgia,1981,8,54.1
Georgia,1982,9,54.9
Georgia,1982,10,62.6
Georgia,1982,11,70.3
Georgia,1982,12,72.5
Georgia,1982,1,84.7
Georgia,1982,2,88.5
Georgia,1982,3,89.2
Georgia,1982,4,88.3
Georgia,1982,5,83.4
Georgia,1982,6,76.3
Georgia,1982,7,68.2
Georgia,1982,8,63.1
Georgia,1983,9,52.2
Georgia,1983,10,57.8
Georgia,1983,11,65
Georgia,1983,12,71.2
Georgia,1983,1,82
Georgia,1983,2,85.7
Georgia,1983,3,92.9
Georgia,1983,4,93
Georgia,1983,5,83
Georgia,1983,6,76.4
Georgia,1983,7,66.5
Georgia,1983,8,54.8
Georgia,1984,9,53.7
Georgia,1984,10,62.6
Georgia,1984,11,67.9
Georgia,1984,12,73.2
Georgia,1984,1,82.1
Georgia,1984,2,89.7
Georgia,1984,3,87.6
Georgia,1984,4,88.5
Georgia,1984,5,84.6
Georgia,1984,6,81.8
Georgia,1984,7,65.4
Georgia,1984,8,67.5
Georgia,1985,9,51.9
Georgia,1985,10,60
Georgia,1985,11,71.3
Georgia,1985,12,77.8
Georgia,1985,1,83
Georgia,1985,2,89.6
Georgia,1985,3,88.8
Georgia,1985,4,87.5
Georgia,1985,5,84.3
Georgia,1985,6,78.2
Georgia,1985,7,72.6
Georgia,1985,8,56.1
Georgia,1986,9,56.8
Georgia,1986,10,65
Georgia,1986,11,69.4
Georgia,1986,12,79.1
Georgia,1986,1,84.6
Georgia,1986,2,91.6
Georgia,1986,3,95.9
Georgia,1986,4,89.2
Georgia,1986,5,85.7
Georgia,1986,6,76.5
Georgia,1986,7,69.5
Georgia,1986,8,57.3
Georgia,1987,9,54.5
Georgia,1987,10,57.4
Georgia,1987,11,66.2
Georgia,1987,12,74
Georgia,1987,1,84.2
Georgia,1987,2,88.4
Georgia,1987,3,92.4
Georgia,1987,4,92.7
Georgia,1987,5,85.1
Georgia,1987,6,73.6
Georgia,1987,7,69.7
Georgia,1987,8,62.2
Georgia,1988,9,51.3
Georgia,1988,10,59.4
Georgia,1988,11,68
Georgia,1988,12,76.5
Georgia,1988,1,82.3
Georgia,1988,2,90.1
Georgia,1988,3,90.4
Georgia,1988,4,90.8
Georgia,1988,5,83.2
Georgia,1988,6,72.6
Georgia,1988,7,68.4
Georgia,1988,8,60.6
Georgia,1989,9,63.9
Georgia,1989,10,62.1
Georgia,1989,11,69.5
Georgia,1989,12,75.3
Georgia,1989,1,80.7
Georgia,1989,2,87.3
Georgia,1989,3,88.3
Georgia,1989,4,88.7
Georgia,1989,5,82.2
Georgia,1989,6,76
Georgia,1989,7,68.3
Georgia,1989,8,51.4
Georgia,1990,9,63.6
Georgia,1990,10,67.2
Georgia,1990,11,71.2
Georgia,1990,12,75.6
Georgia,1990,1,83.2
Georgia,1990,2,90.6
Georgia,1990,3,92.1
Georgia,1990,4,92.1
Georgia,1990,5,88.3
Georgia,1990,6,78.2
Georgia,1990,7,71.5
Georgia,1990,8,62.4
Georgia,1991,9,55.5
Georgia,1991,10,63.7
Georgia,1991,11,70.3
Georgia,1991,12,77.2
Georgia,1991,1,83.3
Georgia,1991,2,86.5
Georgia,1991,3,89.9
Georgia,1991,4,87.8
Georgia,1991,5,85.9
Georgia,1991,6,77.5
Georgia,1991,7,64.9
Georgia,1991,8,62.4
Georgia,1992,9,56.7
Georgia,1992,10,63.6
Georgia,1992,11,68
Georgia,1992,12,74.4
Georgia,1992,1,80.5
Georgia,1992,2,85.3
Georgia,1992,3,90.5
Georgia,1992,4,86.3
Georgia,1992,5,83.3
Georgia,1992,6,73.7
Georgia,1992,7,65
Georgia,1992,8,56.6
Georgia,1993,9,59.5
Georgia,1993,10,57.4
Georgia,1993,11,63.9
Georgia,1993,12,72.8
Georgia,1993,1,82
Georgia,1993,2,89.8
Georgia,1993,3,95.5
Georgia,1993,4,91.3
Georgia,1993,5,87.5
Georgia,1993,6,75.6
Georgia,1993,7,65.9
Georgia,1993,8,56.7
Georgia,1994,9,53.2
Georgia,1994,10,63.4
Georgia,1994,11,70.7
Georgia,1994,12,78.9
Georgia,1994,1,81.1
Georgia,1994,2,87.6
Georgia,1994,3,87.1
Georgia,1994,4,86.8
Georgia,1994,5,82.8
Georgia,1994,6,73.4
Georgia,1994,7,70.4
Georgia,1994,8,60
Georgia,1995,9,57.4
Georgia,1995,10,59.1
Georgia,1995,11,70.6
Georgia,1995,12,77.6
Georgia,1995,1,85.2
Georgia,1995,2,86.1
Georgia,1995,3,92.6
Georgia,1995,4,90.3
Georgia,1995,5,83
Georgia,1995,6,76.9
Georgia,1995,7,63.3
Georgia,1995,8,56.4
Georgia,1996,9,56.6
Georgia,1996,10,61.7
Georgia,1996,11,62.7
Georgia,1996,12,74.7
Georgia,1996,1,85.8
Georgia,1996,2,88.1
Georgia,1996,3,90.8
Georgia,1996,4,87.6
Georgia,1996,5,83.9
Georgia,1996,6,75.1
Georgia,1996,7,64.5
Georgia,1996,8,61.4
Georgia,1997,9,58.5
Georgia,1997,10,62.7
Georgia,1997,11,75.2
Georgia,1997,12,73.2
Georgia,1997,1,79.4
Georgia,1997,2,82.9
Georgia,1997,3,91
Georgia,1997,4,88.4
Georgia,1997,5,86.7
Georgia,1997,6,75.2
Georgia,1997,7,62.3
Georgia,1997,8,57.3
Georgia,1998,9,59.7
Georgia,1998,10,60.8
Georgia,1998,11,64.9
Georgia,1998,12,74
Georgia,1998,1,86
Georgia,1998,2,93.6
Georgia,1998,3,93.1
Georgia,1998,4,90.7
Georgia,1998,5,86.4
Georgia,1998,6,79.5
Georgia,1998,7,71.1
Georgia,1998,8,63.3
Georgia,1999,9,62.4
Georgia,1999,10,63.9
Georgia,1999,11,67.2
Georgia,1999,12,79.7
Georgia,1999,1,82.1
Georgia,1999,2,86.4
Georgia,1999,3,90.7
Georgia,1999,4,94.1
Georgia,1999,5,85.9
Georgia,1999,6,75.8
Georgia,1999,7,71
Georgia,1999,8,60.5
Georgia,2000,9,57.2
Georgia,2000,10,65.8
Georgia,2000,11,72.3
Georgia,2000,12,74.1
Georgia,2000,1,87
Georgia,2000,2,90.5
Georgia,2000,3,92.9
Georgia,2000,4,90.8
Georgia,2000,5,82.1
Georgia,2000,6,78
Georgia,2000,7,65.4
Georgia,2000,8,51.2
Georgia,2001,9,55.6
Georgia,2001,10,65.5
Georgia,2001,11,64.9
Georgia,2001,12,77.2
Georgia,2001,1,84.1
Georgia,2001,2,86.6
Georgia,2001,3,89.4
Georgia,2001,4,89.5
Georgia,2001,5,82.9
Georgia,2001,6,75.7
Georgia,2001,7,74.1
Georgia,2001,8,64.8
Georgia,2002,9,60
Georgia,2002,10,61.6
Georgia,2002,11,70.7
Georgia,2002,12,79.8
