state,year,month,tmax
Alabama,1950,1,68.4
Alabama,1950,2,65.8
Alabama,1950,3,64.3
Alabama,1950,4,72.1
Alabama,1950,5,85
Alabama,1950,6,89
Alabama,1950,7,88
Alabama,1950,8,88.9
Alabama,1950,9,82.2
Alabama,1950,10,78.5
Alabama,1950,11,62.8
Alabama,1950,12,51.7
Alabama,1951,1,58.9
Alabama,1951,2,61.8
Alabama,1951,3,67.2
Alabama,1951,4,73.9
Alabama,1951,5,84.5
Alabama,1951,6,90.4
Alabama,1951,7,92.5
Alabama,1951,8,95.4
Alabama,1951,9,87
Alabama,1951,10,78.8
Alabama,1951,11,61.3
Alabama,1951,12,61.7
Alabama,1952,1,63
Alabama,1952,2,61.8
Alabama,1952,3,65.9
Alabama,1952,4,74.5
Alabama,1952,5,84.3
Alabama,1952,6,95
Alabama,1952,7,95.8
Alabama,1952,8,91.1
Alabama,1952,9,84
Alabama,1952,10,72.6
Alabama,1952,11,65.6
Alabama,1952,12,56.1
Alabama,1953,1,60.6
Alabama,1953,2,60.2
Alabama,1953,3,70
Alabama,1953,4,73.8
Alabama,1953,5,85.2
Alabama,1953,6,92.8
Alabama,1953,7,90.2
Alabama,1953,8,91.5
Alabama,1953,9,87.3
Alabama,1953,10,80.1
Alabama,1953,11,66.6
Alabama,1953,12,54.8
Alabama,1954,1,58.7
Alabama,1954,2,66
Alabama,1954,3,65.7
Alabama,1954,4,80.4
Alabama,1954,5,78.3
Alabama,1954,6,92.6
Alabama,1954,7,94.8
Alabama,1954,8,97.3
Alabama,1954,9,93
Alabama,1954,10,79.6
Alabama,1954,11,63.9
Alabama,1954,12,56.6
Alabama,1955,1,54.8
Alabama,1955,2,60.4
Alabama,1955,3,71.6
Alabama,1955,4,79.3
Alabama,1955,5,86
Alabama,1955,6,85.8
Alabama,1955,7,90.5
Alabama,1955,8,91.9
Alabama,1955,9,89.2
Alabama,1955,10,76.7
Alabama,1955,11,65.2
Alabama,1955,12,56.8
Alabama,1956,1,53.5
Alabama,1956,2,64.4
Alabama,1956,3,67.5
Alabama,1956,4,74
Alabama,1956,5,85.6
Alabama,1956,6,88.2
Alabama,1956,7,91.4
Alabama,1956,8,93.1
Alabama,1956,9,85.7
Alabama,1956,10,76.9
Alabama,1956,11,64.6
Alabama,1956,12,66.1
Alabama,1957,1,58.8
Alabama,1957,2,66.9
Alabama,1957,3,63.7
Alabama,1957,4,77.2
Alabama,1957,5,83.1
Alabama,1957,6,88.7
Alabama,1957,7,90.9
Alabama,1957,8,92.4
Alabama,1957,9,83.4
Alabama,1957,10,70
Alabama,1957,11,65.5
Alabama,1957,12,59.4
Alabama,1958,1,50.2
Alabama,1958,2,49.8
Alabama,1958,3,61.3
Alabama,1958,4,75.7
Alabama,1958,5,83.2
Alabama,1958,6,89.2
Alabama,1958,7,89.2
Alabama,1958,8,90.5
Alabama,1958,9,86.6
Alabama,1958,10,75.1
Alabama,1958,11,68.9
Alabama,1958,12,54
Alabama,1959,1,55.8
Alabama,1959,2,59.5
Alabama,1959,3,64.7
Alabama,1959,4,74.8
Alabama,1959,5,85.1
Alabama,1959,6,87.3
Alabama,1959,7,91.1
Alabama,1959,8,92
Alabama,1959,9,85.1
Alabama,1959,10,75.4
Alabama,1959,11,64.6
Alabama,1959,12,57.9
Alabama,1960,1,53.6
Alabama,1960,2,55.7
Alabama,1960,3,56.3
Alabama,1960,4,77.6
Alabama,1960,5,80.9
Alabama,1960,6,89.5
Alabama,1960,7,93.4
Alabama,1960,8,89.6
Alabama,1960,9,85.2
Alabama,1960,10,77.6
Alabama,1960,11,67
Alabama,1960,12,53.6
Alabama,1961,1,50.4
Alabama,1961,2,63.5
Alabama,1961,3,69.2
Alabama,1961,4,72.1
Alabama,1961,5,80.3
Alabama,1961,6,84.8
Alabama,1961,7,89.2
Alabama,1961,8,88.1
Alabama,1961,9,86
Alabama,1961,10,77.3
Alabama,1961,11,67
Alabama,1961,12,57.1
Alabama,1962,1,52.9
Alabama,1962,2,68.4
Alabama,1962,3,62.3
Alabama,1962,4,72.6
Alabama,1962,5,89.8
Alabama,1962,6,88.6
Alabama,1962,7,93
Alabama,1962,8,92.6
Alabama,1962,9,86.6
Alabama,1962,10,78.9
Alabama,1962,11,63
Alabama,1962,12,54.4
Alabama,1963,1,50.6
Alabama,1963,2,55
Alabama,1963,3,71.8
Alabama,1963,4,78.1
Alabama,1963,5,84.1
Alabama,1963,6,88.4
Alabama,1963,7,88.9
Alabama,1963,8,91.3
Alabama,1963,9,85.4
Alabama,1963,10,81.6
Alabama,1963,11,66
Alabama,1963,12,48.8
Alabama,1964,1,53.7
Alabama,1964,2,53.4
Alabama,1964,3,66.9
Alabama,1964,4,76.8
Alabama,1964,5,84
Alabama,1964,6,90.7
Alabama,1964,7,88.2
Alabama,1964,8,88.7
Alabama,1964,9,86.7
Alabama,1964,10,72.8
Alabama,1964,11,69
Alabama,1964,12,58.9
Alabama,1965,1,58.8
Alabama,1965,2,58.2
Alabama,1965,3,62
Alabama,1965,4,78.6
Alabama,1965,5,86.8
Alabama,1965,6,86.6
Alabama,1965,7,89.5
Alabama,1965,8,89.3
Alabama,1965,9,84.9
Alabama,1965,10,74.8
Alabama,1965,11,69.1
Alabama,1965,12,59.3
Alabama,1966,1,49.3
Alabama,1966,2,57.5
Alabama,1966,3,65.9
Alabama,1966,4,76.2
Alabama,1966,5,80.6
Alabama,1966,6,86.6
Alabama,1966,7,92.7
Alabama,1966,8,88.1
Alabama,1966,9,83.9
Alabama,1966,10,74.3
Alabama,1966,11,67.2
Alabama,1966,12,56.4
Alabama,1967,1,56.8
Alabama,1967,2,55.6
Alabama,1967,3,72.6
Alabama,1967,4,81.2
Alabama,1967,5,81.3
Alabama,1967,6,87.8
Alabama,1967,7,86.4
Alabama,1967,8,85.3
Alabama,1967,9,80.1
Alabama,1967,10,75.6
Alabama,1967,11,64
Alabama,1967,12,60.6
Alabama,1968,1,53.1
Alabama,1968,2,51.9
Alabama,1968,3,66.1
Alabama,1968,4,76.4
Alabama,1968,5,81.3
Alabama,1968,6,91
Alabama,1968,7,89.9
Alabama,1968,8,91.2
Alabama,1968,9,85.3
Alabama,1968,10,77.1
Alabama,1968,11,62.8
Alabama,1968,12,54.3
Alabama,1969,1,53.6
Alabama,1969,2,56.9
Alabama,1969,3,59.8
Alabama,1969,4,76.8
Alabama,1969,5,82.1
Alabama,1969,6,90.6
Alabama,1969,7,92.3
Alabama,1969,8,88.6
Alabama,1969,9,83.6
Alabama,1969,10,75.4
Alabama,1969,11,64.4
Alabama,1969,12,55.1
Alabama,1970,1,48.3
Alabama,1970,2,57.9
Alabama,1970,3,64.3
Alabama,1970,4,78.2
Alabama,1970,5,84.5
Alabama,1970,6,86.2
Alabama,1970,7,91
Alabama,1970,8,89.2
Alabama,1970,9,89.2
Alabama,1970,10,75.3
Alabama,1970,11,62.1
Alabama,1970,12,61.4
Alabama,1971,1,55.8
Alabama,1971,2,58.4
Alabama,1971,3,62.5
Alabama,1971,4,76.3
Alabama,1971,5,79.5
Alabama,1971,6,90.2
Alabama,1971,7,88.2
Alabama,1971,8,88
Alabama,1971,9,85.3
Alabama,1971,10,79.5
Alabama,1971,11,65.2
Alabama,1971,12,64.3
Alabama,1972,1,60.4
Alabama,1972,2,58
Alabama,1972,3,68.1
Alabama,1972,4,76.9
Alabama,1972,5,80.6
Alabama,1972,6,87.4
Alabama,1972,7,89.2
Alabama,1972,8,90.9
Alabama,1972,9,89.4
Alabama,1972,10,75.5
Alabama,1972,11,60.5
Alabama,1972,12,59.2
Alabama,1973,1,53.6
Alabama,1973,2,56.9
Alabama,1973,3,70.4
Alabama,1973,4,71.2
Alabama,1973,5,80.3
Alabama,1973,6,87.8
Alabama,1973,7,90.4
Alabama,1973,8,88.7
Alabama,1973,9,87.1
Alabama,1973,10,79.6
Alabama,1973,11,70
Alabama,1973,12,57.9
Alabama,1974,1,64
Alabama,1974,2,60.4
Alabama,1974,3,72.8
Alabama,1974,4,75.7
Alabama,1974,5,83.4
Alabama,1974,6,85
Alabama,1974,7,90.4
Alabama,1974,8,88.4
Alabama,1974,9,80.7
Alabama,1974,10,75.3
Alabama,1974,11,66
Alabama,1974,12,57.5
Alabama,1975,1,60.2
Alabama,1975,2,62.6
Alabama,1975,3,66
Alabama,1975,4,73.5
Alabama,1975,5,83.2
Alabama,1975,6,87.3
Alabama,1975,7,88
Alabama,1975,8,88.6
Alabama,1975,9,80.8
Alabama,1975,10,75.7
Alabama,1975,11,66.4
Alabama,1975,12,56.5
Alabama,1976,1,52.8
Alabama,1976,2,67.2
Alabama,1976,3,69.8
Alabama,1976,4,77.4
Alabama,1976,5,76.6
Alabama,1976,6,85.9
Alabama,1976,7,90
Alabama,1976,8,89
Alabama,1976,9,83
Alabama,1976,10,70.5
Alabama,1976,11,58.3
Alabama,1976,12,54.2
Alabama,1977,1,43.6
Alabama,1977,2,59.1
Alabama,1977,3,69.4
Alabama,1977,4,78.5
Alabama,1977,5,85.2
Alabama,1977,6,92.6
Alabama,1977,7,93
Alabama,1977,8,90.4
Alabama,1977,9,85.9
Alabama,1977,10,72.9
Alabama,1977,11,65.9
Alabama,1977,12,56
Alabama,1978,1,44.4
Alabama,1978,2,50.3
Alabama,1978,3,63.6
Alabama,1978,4,78
Alabama,1978,5,81.6
Alabama,1978,6,89.3
Alabama,1978,7,92.1
Alabama,1978,8,90.2
Alabama,1978,9,88.6
Alabama,1978,10,77.6
Alabama,1978,11,72.3
Alabama,1978,12,59.2
Alabama,1979,1,47.8
Alabama,1979,2,53.4
Alabama,1979,3,68.9
Alabama,1979,4,75.1
Alabama,1979,5,80.7
Alabama,1979,6,86.8
Alabama,1979,7,88.4
Alabama,1979,8,89.6
Alabama,1979,9,81.9
Alabama,1979,10,76.7
Alabama,1979,11,65.8
Alabama,1979,12,57.6
Alabama,1980,1,55.8
Alabama,1980,2,54.7
Alabama,1980,3,64.2
Alabama,1980,4,73.7
Alabama,1980,5,81.1
Alabama,1980,6,89.4
Alabama,1980,7,94.8
Alabama,1980,8,94
Alabama,1980,9,90.3
Alabama,1980,10,73.5
Alabama,1980,11,64.1
Alabama,1980,12,58
Alabama,1981,1,52.2
Alabama,1981,2,59.5
Alabama,1981,3,66
Alabama,1981,4,80
Alabama,1981,5,80
Alabama,1981,6,91.1
Alabama,1981,7,93
Alabama,1981,8,88.9
Alabama,1981,9,84.9
Alabama,1981,10,74.2
Alabama,1981,11,68.8
Alabama,1981,12,53.5
Alabama,1982,1,54.4
Alabama,1982,2,59.6
Alabama,1982,3,70
Alabama,1982,4,71.9
Alabama,1982,5,84.7
Alabama,1982,6,88
Alabama,1982,7,90
Alabama,1982,8,88.8
Alabama,1982,9,84.2
Alabama,1982,10,76.7
Alabama,1982,11,66.7
Alabama,1982,12,62
Alabama,1983,1,52.1
Alabama,1983,2,56.4
Alabama,1983,3,63.2
Alabama,1983,4,70.4
Alabama,1983,5,80.5
Alabama,1983,6,84.6
Alabama,1983,7,92
Alabama,1983,8,93
Alabama,1983,9,83.8
Alabama,1983,10,76.1
Alabama,1983,11,66
Alabama,1983,12,52
Alabama,1984,1,51.7
Alabama,1984,2,61.7
Alabama,1984,3,66.8
Alabama,1984,4,72.8
Alabama,1984,5,81.3
Alabama,1984,6,90.2
Alabama,1984,7,89
Alabama,1984,8,87.4
Alabama,1984,9,85.7
Alabama,1984,10,81
Alabama,1984,11,64.5
Alabama,1984,12,66.6
Alabama,1985,1,48.5
Alabama,1985,2,56.3
Alabama,1985,3,70.9
Alabama,1985,4,77.4
Alabama,1985,5,82.4
Alabama,1985,6,89
Alabama,1985,7,88.8
Alabama,1985,8,88.6
Alabama,1985,9,84.4
Alabama,1985,10,77.4
Alabama,1985,11,71.2
Alabama,1985,12,54
Alabama,1986,1,56.2
Alabama,1986,2,63.4
Alabama,1986,3,69.4
Alabama,1986,4,78
Alabama,1986,5,83.2
Alabama,1986,6,90.3
Alabama,1986,7,94.2
Alabama,1986,8,89.7
Alabama,1986,9,86.8
Alabama,1986,10,75.6
Alabama,1986,11,67.9
Alabama,1986,12,54.5
Alabama,1987,1,53.5
Alabama,1987,2,58
Alabama,1987,3,67.7
Alabama,1987,4,74.6
Alabama,1987,5,84.5
Alabama,1987,6,87.9
Alabama,1987,7,91.8
Alabama,1987,8,92.6
Alabama,1987,9,85.9
Alabama,1987,10,74.2
Alabama,1987,11,69
Alabama,1987,12,61.5
Alabama,1988,1,50.6
Alabama,1988,2,58.1
Alabama,1988,3,67.4
Alabama,1988,4,75.8
Alabama,1988,5,82.9
Alabama,1988,6,91.2
Alabama,1988,7,89.1
Alabama,1988,8,91.2
Alabama,1988,9,83.7
Alabama,1988,10,71.6
Alabama,1988,11,68.4
Alabama,1988,12,59.3
Alabama,1989,1,62.1
Alabama,1989,2,58
Alabama,1989,3,68.5
Alabama,1989,4,74.3
Alabama,1989,5,80
Alabama,1989,6,85.6
Alabama,1989,7,87.8
Alabama,1989,8,89.6
Alabama,1989,9,82.8
Alabama,1989,10,75.4
Alabama,1989,11,66.6
Alabama,1989,12,49.1
Alabama,1990,1,61
Alabama,1990,2,65.8
Alabama,1990,3,70.2
Alabama,1990,4,74.9
Alabama,1990,5,81
Alabama,1990,6,89.8
Alabama,1990,7,90.5
Alabama,1990,8,93.9
Alabama,1990,9,90
Alabama,1990,10,77.7
Alabama,1990,11,71.3
Alabama,1990,12,62
Alabama,1991,1,53.9
Alabama,1991,2,61.6
Alabama,1991,3,69.2
Alabama,1991,4,76.5
Alabama,1991,5,82.2
Alabama,1991,6,86.8
Alabama,1991,7,90.6
Alabama,1991,8,89.3
Alabama,1991,9,86.3
Alabama,1991,10,78.1
Alabama,1991,11,63
Alabama,1991,12,60.8
Alabama,1992,1,54.3
Alabama,1992,2,63.5
Alabama,1992,3,67.8
Alabama,1992,4,74.5
Alabama,1992,5,81
Alabama,1992,6,85.4
Alabama,1992,7,89.9
Alabama,1992,8,85.7
Alabama,1992,9,83
Alabama,1992,10,74.4
Alabama,1992,11,63.2
Alabama,1992,12,55.9
Alabama,1993,1,58
Alabama,1993,2,57.8
Alabama,1993,3,63
Alabama,1993,4,71.6
Alabama,1993,5,80.3
Alabama,1993,6,89.1
Alabama,1993,7,93.8
Alabama,1993,8,90.9
Alabama,1993,9,85.9
Alabama,1993,10,74.8
Alabama,1993,11,64.2
Alabama,1993,12,55.7
Alabama,1994,1,50.9
Alabama,1994,2,62.2
Alabama,1994,3,69.2
Alabama,1994,4,78.2
Alabama,1994,5,80.6
Alabama,1994,6,87.4
Alabama,1994,7,86.6
Alabama,1994,8,87.5
Alabama,1994,9,83.4
Alabama,1994,10,73.6
Alabama,1994,11,69.6
Alabama,1994,12,59.8
Alabama,1995,1,56
Alabama,1995,2,59.2
Alabama,1995,3,69.6
Alabama,1995,4,76.5
Alabama,1995,5,83.7
Alabama,1995,6,86.7
Alabama,1995,7,92.8
Alabama,1995,8,92.2
Alabama,1995,9,85.5
Alabama,1995,10,75.8
Alabama,1995,11,61.8
Alabama,1995,12,55.2
Alabama,1996,1,55.4
Alabama,1996,2,59.1
Alabama,1996,3,62.8
Alabama,1996,4,73.7
Alabama,1996,5,85.4
Alabama,1996,6,87.4
Alabama,1996,7,90.2
Alabama,1996,8,88.1
Alabama,1996,9,83
Alabama,1996,10,74.6
Alabama,1996,11,64
Alabama,1996,12,60.6
Alabama,1997,1,56
Alabama,1997,2,60.8
Alabama,1997,3,74
Alabama,1997,4,71.6
Alabama,1997,5,79.2
Alabama,1997,6,82.9
Alabama,1997,7,90.2
Alabama,1997,8,88.4
Alabama,1997,9,87.2
Alabama,1997,10,75.8
Alabama,1997,11,60.7
Alabama,1997,12,54.8
Alabama,1998,1,57.7
Alabama,1998,2,59.7
Alabama,1998,3,64.7
Alabama,1998,4,73.4
Alabama,1998,5,86.3
Alabama,1998,6,92.3
Alabama,1998,7,91.8
Alabama,1998,8,91.2
Alabama,1998,9,88.2
Alabama,1998,10,80
Alabama,1998,11,69.6
Alabama,1998,12,60.8
Alabama,1999,1,61.3
Alabama,1999,2,63.8
Alabama,1999,3,66.2
Alabama,1999,4,79.2
Alabama,1999,5,82.3
Alabama,1999,6,86.2
Alabama,1999,7,90.5
Alabama,1999,8,94.2
Alabama,1999,9,86.8
Alabama,1999,10,76.6
Alabama,1999,11,70.1
Alabama,1999,12,59.4
Alabama,2000,1,57.1
Alabama,2000,2,66.2
Alabama,2000,3,72.1
Alabama,2000,4,73.4
Alabama,2000,5,86.3
Alabama,2000,6,89.4
Alabama,2000,7,94.9
Alabama,2000,8,93.8
Alabama,2000,9,85.2
Alabama,2000,10,79.7
Alabama,2000,11,63.6
Alabama,2000,12,49.8
Alabama,2001,1,52.5
Alabama,2001,2,64.1
Alabama,2001,3,61.8
Alabama,2001,4,77
Alabama,2001,5,83.4
Alabama,2001,6,86.1
Alabama,2001,7,90
Alabama,2001,8,88.1
Alabama,2001,9,82.6
Alabama,2001,10,74.4
Alabama,2001,11,73.6
Alabama,2001,12,62
Alabama,2002,1,58.3
Alabama,2002,2,58.8
Alabama,2002,3,68.4
Alabama,2002,4,78.1
Alabama,2002,5,82.3
Alabama,2002,6,88.5
Alabama,2002,7,90.8
Alabama,2002,8,90.8
Alabama,2002,9,86.9
Alabama,2002,10,75.8
Alabama,2002,11,62.2
Alabama,2002,12,56.3
Alabama,2003,1,51.5
Alabama,2003,2,58.7
Alabama,2003,3,68.3
Alabama,2003,4,75.8
Alabama,2003,5,81.7
Alabama,2003,6,85.5
Alabama,2003,7,87.8
Alabama,2003,8,89
Alabama,2003,9,84.6
Alabama,2003,10,75.9
Alabama,2003,11,70.9
Alabama,2003,12,56.3
Alabama,2004,1,55.8
Alabama,2004,2,54.6
Alabama,2004,3,72.5
Alabama,2004,4,75.2
Alabama,2004,5,84.1
Alabama,2004,6,85.7
Alabama,2004,7,89.5
Alabama,2004,8,87
Alabama,2004,9,83.8
Alabama,2004,10,78.4
Alabama,2004,11,67.5
Alabama,2004,12,56.8
Alabama,2005,1,60.4
Alabama,2005,2,61.6
Alabama,2005,3,65.4
Alabama,2005,4,74.2
Alabama,2005,5,81.2
Alabama,2005,6,86.6
Alabama,2005,7,89.5
Alabama,2005,8,90
Alabama,2005,9,88.7
Alabama,2005,10,76.5
Alabama,2005,11,68.9
Alabama,2005,12,55.4
Alabama,2006,1,63.1
Alabama,2006,2,57.3
Alabama,2006,3,69.2
Alabama,2006,4,81.2
Alabama,2006,5,82.4
Alabama,2006,6,91.4
Alabama,2006,7,93.9
Alabama,2006,8,93.6
Alabama,2006,9,84.8
Alabama,2006,10,75
Alabama,2006,11,65.8
Alabama,2006,12,61.8
Alabama,2007,1,57
Alabama,2007,2,57.6
Alabama,2007,3,74.6
Alabama,2007,4,73.2
Alabama,2007,5,85.3
Alabama,2007,6,91.8
Alabama,2007,7,89.3
Alabama,2007,8,96.8
Alabama,2007,9,87.5
Alabama,2007,10,78.3
Alabama,2007,11,67.4
Alabama,2007,12,62.6
Alabama,2008,1,53.9
Alabama,2008,2,62.2
Alabama,2008,3,69.1
Alabama,2008,4,75
Alabama,2008,5,82.1
Alabama,2008,6,90.6
Alabama,2008,7,91.6
Alabama,2008,8,88.3
Alabama,2008,9,84.8
Alabama,2008,10,74.3
Alabama,2008,11,64.5
Alabama,2008,12,60.3
Alabama,2009,1,56.7
Alabama,2009,2,61.5
Alabama,2009,3,68.9
Alabama,2009,4,74.2
Alabama,2009,5,80.3
Alabama,2009,6,90.7
Alabama,2009,7,88.9
Alabama,2009,8,87.8
Alabama,2009,9,83.5
Alabama,2009,10,72.8
Alabama,2009,11,65.7
Alabama,2009,12,54.1
Alabama,2010,1,50.8
Alabama,2010,2,50.8
Alabama,2010,3,62.6
Alabama,2010,4,78.6
Alabama,2010,5,84.3
Alabama,2010,6,91.6
Alabama,2010,7,93.2
Alabama,2010,8,93.3
Alabama,2010,9,90.6
Alabama,2010,10,80.1
Alabama,2010,11,68.1
Alabama,2010,12,51.8
Alabama,2011,1,52
Alabama,2011,2,61.8
Alabama,2011,3,70
Alabama,2011,4,78.8
Alabama,2011,5,83
Alabama,2011,6,94
Alabama,2011,7,91.9
Alabama,2011,8,94.2
Alabama,2011,9,83.4
Alabama,2011,10,74.6
Alabama,2011,11,67.5
Alabama,2011,12,60.2
Alabama,2012,1,62.3
Alabama,2012,2,62.3
Alabama,2012,3,76.3
Alabama,2012,4,77.6
Alabama,2012,5,85.3
Alabama,2012,6,88.4
Alabama,2012,7,92.3
Alabama,2012,8,87.9
Alabama,2012,9,84.1
Alabama,2012,10,74.4
Alabama,2012,11,65.5
Alabama,2012,12,61.8
Alabama,2013,1,59.9
Alabama,2013,2,58.9
Alabama,2013,3,62.3
Alabama,2013,4,74.3
Alabama,2013,5,79.6
Alabama,2013,6,87.7
Alabama,2013,7,86.1
Alabama,2013,8,87.1
Alabama,2013,9,86.1
Alabama,2013,10,76.3
Alabama,2013,11,63.3
Alabama,2013,12,58.2
Alabama,2014,1,49.8
Alabama,2014,2,58.7
Alabama,2014,3,65
Alabama,2014,4,74.8
Alabama,2014,5,82.2
Alabama,2014,6,87.8
Alabama,2014,7,88.4
Alabama,2014,8,91.1
Alabama,2014,9,87
Alabama,2014,10,78.4
Alabama,2014,11,61.2
Alabama,2014,12,60.2
Alabama,2015,1,54.6
Alabama,2015,2,52.6
Alabama,2015,3,68.8
Alabama,2015,4,76.6
Alabama,2015,5,83.7
Alabama,2015,6,89.5
Alabama,2015,7,91.9
Alabama,2015,8,89.8
Alabama,2015,9,85.1
Alabama,2015,10,76.6
Alabama,2015,11,69.3
Alabama,2015,12,66.8
Alabama,2016,1,53.5
Alabama,2016,2,61.4
Alabama,2016,3,71.4
Alabama,2016,4,75.9
Alabama,2016,5,82
Alabama,2016,6,91
Alabama,2016,7,92.8
Alabama,2016,8,91.4
Alabama,2016,9,90.8
Alabama,2016,10,83.3
Alabama,2016,11,73
Alabama,2016,12,60.6
Alabama,2017,1,62.8
Alabama,2017,2,67.9
Alabama,2017,3,70.7
Alabama,2017,4,80.3
Alabama,2017,5,81.9
Alabama,2017,6,84.9
Alabama,2017,7,90.7
Alabama,2017,8,88
Alabama,2017,9,84.6
Alabama,2017,10,77.2
Alabama,2017,11,68.1
Alabama,2017,12,56.9
Alabama,2018,1,51.8
Alabama,2018,2,68.2
Alabama,2018,3,67.7
Alabama,2018,4,72.8
Arizona,1950,5,52.8
Arizona,1950,6,61.8
Arizona,1950,7,65.9
Arizona,1950,8,76.6
Arizona,1950,9,80.6
Arizona,1950,10,91.2
Arizona,1950,11,90.6
Arizona,1950,12,92.9
Arizona,1950,1,85.1
Arizona,1950,2,84
Arizona,1950,3,69.4
Arizona,1950,4,63
Arizona,1951,5,54.2
Arizona,1951,6,57.4
Arizona,1951,7,62.6
Arizona,1951,8,70.4
Arizona,1951,9,80.9
Arizona,1951,10,89.8
Arizona,1951,11,96.4
Arizona,1951,12,90.4
Arizona,1951,1,89.7
Arizona,1951,2,75.7
Arizona,1951,3,60.1
Arizona,1951,4,50.8
Arizona,1952,5,51.5
Arizona,1952,6,55.9
Arizona,1952,7,54.8
Arizona,1952,8,70.2
Arizona,1952,9,83.5
Arizona,1952,10,89.9
Arizona,1952,11,93.8
Arizona,1952,12,92.8
Arizona,1952,1,89.3
Arizona,1952,2,83.8
Arizona,1952,3,57.8
Arizona,1952,4,51.7
Arizona,1953,5,59.5
Arizona,1953,6,58.1
Arizona,1953,7,64.8
Arizona,1953,8,70.7
Arizona,1953,9,75
Arizona,1953,10,91.9
Arizona,1953,11,93.7
Arizona,1953,12,91.9
Arizona,1953,1,91.4
Arizona,1953,2,77
Arizona,1953,3,66
Arizona,1953,4,52.9
Arizona,1954,5,55.6
Arizona,1954,6,65.7
Arizona,1954,7,60.8
Arizona,1954,8,77.9
Arizona,1954,9,83.6
Arizona,1954,10,90.1
Arizona,1954,11,94.1
Arizona,1954,12,89.8
Arizona,1954,1,88.2
Arizona,1954,2,79.5
Arizona,1954,3,68.6
Arizona,1954,4,55.4
Arizona,1955,5,47.9
Arizona,1955,6,52.8
Arizona,1955,7,64.4
Arizona,1955,8,70.6
Arizona,1955,9,79.2
Arizona,1955,10,89.4
Arizona,1955,11,91.5
Arizona,1955,12,89
Arizona,1955,1,89.2
Arizona,1955,2,80.6
Arizona,1955,3,63.5
Arizona,1955,4,58.9
Arizona,1956,5,58.4
Arizona,1956,6,53.1
Arizona,1956,7,67.7
Arizona,1956,8,70.3
Arizona,1956,9,83.7
Arizona,1956,10,93.9
Arizona,1956,11,92.9
Arizona,1956,12,91
Arizona,1956,1,92.4
Arizona,1956,2,77
Arizona,1956,3,62.3
Arizona,1956,4,56.4
Arizona,1957,5,51.9
Arizona,1957,6,63.2
Arizona,1957,7,63.2
Arizona,1957,8,69.6
Arizona,1957,9,75.5
Arizona,1957,10,92
Arizona,1957,11,94.2
Arizona,1957,12,89.8
Arizona,1957,1,88.4
Arizona,1957,2,70.7
Arizona,1957,3,56.7
Arizona,1957,4,57.6
Arizona,1958,5,55
Arizona,1958,6,59.7
Arizona,1958,7,55.8
Arizona,1958,8,69.6
Arizona,1958,9,86
Arizona,1958,10,92.6
Arizona,1958,11,95.3
Arizona,1958,12,92.8
Arizona,1958,1,85.4
Arizona,1958,2,76.4
Arizona,1958,3,62.7
Arizona,1958,4,62.4
Arizona,1959,5,57.8
Arizona,1959,6,55.8
Arizona,1959,7,66.2
Arizona,1959,8,75.9
Arizona,1959,9,80.2
Arizona,1959,10,93.9
Arizona,1959,11,96.2
Arizona,1959,12,88.6
Arizona,1959,1,86
Arizona,1959,2,76.8
Arizona,1959,3,63
Arizona,1959,4,53.9
Arizona,1960,5,47.6
Arizona,1960,6,52.7
Arizona,1960,7,67.9
Arizona,1960,8,74.2
Arizona,1960,9,81.8
Arizona,1960,10,94.8
Arizona,1960,11,96.5
Arizona,1960,12,93.8
Arizona,1960,1,89.4
Arizona,1960,2,73
Arizona,1960,3,64.2
Arizona,1960,4,52.1
Arizona,1961,5,55.5
Arizona,1961,6,60.1
Arizona,1961,7,63.2
Arizona,1961,8,73.4
Arizona,1961,9,81.7
Arizona,1961,10,94.5
Arizona,1961,11,95.3
Arizona,1961,12,90.3
Arizona,1961,1,83.2
Arizona,1961,2,75.1
Arizona,1961,3,58.7
Arizona,1961,4,50.5
Arizona,1962,5,50.8
Arizona,1962,6,56.6
Arizona,1962,7,58
Arizona,1962,8,78.1
Arizona,1962,9,79.4
Arizona,1962,10,90.1
Arizona,1962,11,93.7
Arizona,1962,12,95.4
Arizona,1962,1,87.1
Arizona,1962,2,76.9
Arizona,1962,3,67.2
Arizona,1962,4,56.8
Arizona,1963,5,50.2
Arizona,1963,6,63.3
Arizona,1963,7,63
Arizona,1963,8,69.6
Arizona,1963,9,84.8
Arizona,1963,10,88.2
Arizona,1963,11,96.2
Arizona,1963,12,88.6
Arizona,1963,1,87.9
Arizona,1963,2,79
Arizona,1963,3,63
Arizona,1963,4,56
Arizona,1964,5,51.8
Arizona,1964,6,54.2
Arizona,1964,7,58.9
Arizona,1964,8,68.5
Arizona,1964,9,80.4
Arizona,1964,10,89
Arizona,1964,11,94.9
Arizona,1964,12,89.6
Arizona,1964,1,84.1
Arizona,1964,2,80.7
Arizona,1964,3,59
Arizona,1964,4,54
Arizona,1965,5,55.4
Arizona,1965,6,56.6
Arizona,1965,7,59.3
Arizona,1965,8,68.5
Arizona,1965,9,77.2
Arizona,1965,10,85
Arizona,1965,11,92.6
Arizona,1965,12,92.5
Arizona,1965,1,82.9
Arizona,1965,2,80.2
Arizona,1965,3,65.3
Arizona,1965,4,52.5
Arizona,1966,5,50.2
Arizona,1966,6,51.5
Arizona,1966,7,66.2
Arizona,1966,8,74.6
