state,year,month,pcp
Massachusetts,2008,12,7
Massachusetts,2009,1,3.8
Massachusetts,2009,2,1.7
Massachusetts,2009,3,3
Massachusetts,2009,4,4.1
Massachusetts,2009,5,3.8
Massachusetts,2009,6,5.6
Massachusetts,2009,7,8.5
Massachusetts,2009,8,4.7
Massachusetts,2009,9,2.1
Massachusetts,2009,10,5.9
Massachusetts,2009,11,3.2
Massachusetts,2009,12,4.8
Massachusetts,2010,1,3.3
Massachusetts,2010,2,4.4
Massachusetts,2010,3,10.5
Massachusetts,2010,4,1.6
Massachusetts,2010,5,2.7
Massachusetts,2010,6,3.3
Massachusetts,2010,7,2.9
Massachusetts,2010,8,3.8
Massachusetts,2010,9,2.4
Massachusetts,2010,10,6.4
Massachusetts,2010,11,3.8
Massachusetts,2010,12,4
Massachusetts,2011,1,3.5
Massachusetts,2011,2,4.1
Massachusetts,2011,3,3.8
Massachusetts,2011,4,5.3
Massachusetts,2011,5,3.6
Massachusetts,2011,6,5.4
Massachusetts,2011,7,2.5
Massachusetts,2011,8,9.4
Massachusetts,2011,9,7.2
Massachusetts,2011,10,7.2
Massachusetts,2011,11,3.7
Massachusetts,2011,12,4.4
Massachusetts,2012,1,3.2
Massachusetts,2012,2,1
Massachusetts,2012,3,1.6
Massachusetts,2012,4,2.9
Massachusetts,2012,5,4.7
Massachusetts,2012,6,4
Massachusetts,2012,7,2.6
Massachusetts,2012,8,4.8
Massachusetts,2012,9,5.3
Massachusetts,2012,10,4.6
Massachusetts,2012,11,1.1
Massachusetts,2012,12,5.4
Massachusetts,2013,1,1.9
Massachusetts,2013,2,4.2
Massachusetts,2013,3,3.1
Massachusetts,2013,4,2.2
Massachusetts,2013,5,5.1
Massachusetts,2013,6,9.5
Massachusetts,2013,7,3.8
Massachusetts,2013,8,3.6
Massachusetts,2013,9,3.4
Massachusetts,2013,10,1.4
Massachusetts,2013,11,3.6
Massachusetts,2013,12,4
Massachusetts,2014,1,3.4
Massachusetts,2014,2,4.1
Massachusetts,2014,3,4.5
Massachusetts,2014,4,3.8
Massachusetts,2014,5,3.7
Massachusetts,2014,6,2.8
Massachusetts,2014,7,6.5
Massachusetts,2014,8,3
Massachusetts,2014,9,1.4
Massachusetts,2014,10,6.2
Massachusetts,2014,11,4.7
Massachusetts,2014,12,5.6
Massachusetts,2015,1,4
Massachusetts,2015,2,2.9
Massachusetts,2015,3,2.8
Massachusetts,2015,4,2.5
Massachusetts,2015,5,0.9
Massachusetts,2015,6,6.5
Massachusetts,2015,7,3.1
Massachusetts,2015,8,2.9
Massachusetts,2015,9,4.1
Massachusetts,2015,10,3.8
Massachusetts,2015,11,2.4
Massachusetts,2015,12,4.8
Massachusetts,2016,1,2.4
Massachusetts,2016,2,4.6
Massachusetts,2016,3,3
Massachusetts,2016,4,2.9
Massachusetts,2016,5,2.9
Massachusetts,2016,6,1.7
Massachusetts,2016,7,2.2
Massachusetts,2016,8,3.1
Massachusetts,2016,9,2.3
Massachusetts,2016,10,4.9
Massachusetts,2016,11,2.5
Massachusetts,2016,12,3.6
Massachusetts,2017,1,4
Massachusetts,2017,2,2.6
Massachusetts,2017,3,3.2
Massachusetts,2017,4,5.5
Massachusetts,2017,5,5.7
Massachusetts,2017,6,4.4
Massachusetts,2017,7,3.4
Massachusetts,2017,8,2.8
Massachusetts,2017,9,3.4
Massachusetts,2017,10,6.9
Massachusetts,2017,11,1.8
Massachusetts,2017,12,2.6
Massachusetts,2018,1,4.5
Massachusetts,2018,2,4.8
Massachusetts,2018,3,4.2
Massachusetts,2018,4,4.9
Michigan,1950,5,3.7
Michigan,1950,6,2.3
Michigan,1950,7,2.5
Michigan,1950,8,3.9
Michigan,1950,9,1.8
Michigan,1950,10,3.6
Michigan,1950,11,3.9
Michigan,1950,12,2.6
Michigan,1950,1,3.3
Michigan,1950,2,1.7
Michigan,1950,3,2.9
Michigan,1950,4,2.2
Michigan,1951,5,1.9
Michigan,1951,6,2
Michigan,1951,7,2.5
Michigan,1951,8,3.4
Michigan,1951,9,2.4
Michigan,1951,10,3.7
Michigan,1951,11,3.9
Michigan,1951,12,3.7
Michigan,1951,1,3.6
Michigan,1951,2,4.4
Michigan,1951,3,2.6
Michigan,1951,4,2.6
Michigan,1952,5,2.4
Michigan,1952,6,0.9
Michigan,1952,7,2.2
Michigan,1952,8,2.3
Michigan,1952,9,3
Michigan,1952,10,2.6
Michigan,1952,11,5.5
Michigan,1952,12,3.4
Michigan,1952,1,1.7
Michigan,1952,2,0.6
Michigan,1952,3,3.1
Michigan,1952,4,1.8
Michigan,1953,5,1.8
Michigan,1953,6,2.1
Michigan,1953,7,2.1
Michigan,1953,8,3
Michigan,1953,9,3
Michigan,1953,10,3.8
Michigan,1953,11,3.4
Michigan,1953,12,2.9
Michigan,1953,1,2.6
Michigan,1953,2,1.3
Michigan,1953,3,1.5
Michigan,1953,4,1.9
Michigan,1954,5,1.5
Michigan,1954,6,2.4
Michigan,1954,7,2.6
Michigan,1954,8,4.1
Michigan,1954,9,2.3
Michigan,1954,10,5.1
Michigan,1954,11,2.1
Michigan,1954,12,1.8
Michigan,1954,1,3.9
Michigan,1954,2,5.8
Michigan,1954,3,1.7
Michigan,1954,4,1.6
Michigan,1955,5,1.3
Michigan,1955,6,1.3
Michigan,1955,7,2.1
Michigan,1955,8,2.2
Michigan,1955,9,2.8
Michigan,1955,10,2.4
Michigan,1955,11,2.7
Michigan,1955,12,3.6
Michigan,1955,1,1.4
Michigan,1955,2,3.7
Michigan,1955,3,2.8
Michigan,1955,4,1.5
Michigan,1956,5,0.7
Michigan,1956,6,1.4
Michigan,1956,7,1.9
Michigan,1956,8,3.2
Michigan,1956,9,4.2
Michigan,1956,10,3
Michigan,1956,11,3.8
Michigan,1956,12,4
Michigan,1956,1,1.5
Michigan,1956,2,0.6
Michigan,1956,3,2.3
Michigan,1956,4,1.5
Michigan,1957,5,1.3
Michigan,1957,6,1.2
Michigan,1957,7,1.2
Michigan,1957,8,3.2
Michigan,1957,9,3.5
Michigan,1957,10,3.7
Michigan,1957,11,3.5
Michigan,1957,12,2.2
Michigan,1957,1,3.1
Michigan,1957,2,2.7
Michigan,1957,3,3.3
Michigan,1957,4,2
Michigan,1958,5,1.2
Michigan,1958,6,0.8
Michigan,1958,7,0.5
Michigan,1958,8,1.7
Michigan,1958,9,1.6
Michigan,1958,10,3.2
Michigan,1958,11,3.6
Michigan,1958,12,3.4
Michigan,1958,1,3.1
Michigan,1958,2,2.2
Michigan,1958,3,3
Michigan,1958,4,1.1
Michigan,1959,5,1.8
Michigan,1959,6,1.7
Michigan,1959,7,2.2
Michigan,1959,8,3.4
Michigan,1959,9,3.2
Michigan,1959,10,1.9
Michigan,1959,11,3.4
Michigan,1959,12,4.8
Michigan,1959,1,3.8
Michigan,1959,2,4.8
Michigan,1959,3,2.6
Michigan,1959,4,2.2
Michigan,1960,5,2.2
Michigan,1960,6,1.9
Michigan,1960,7,1.2
Michigan,1960,8,3.5
Michigan,1960,9,4.5
Michigan,1960,10,3.8
Michigan,1960,11,3.1
Michigan,1960,12,2.9
Michigan,1960,1,2.5
Michigan,1960,2,1.9
Michigan,1960,3,2.7
Michigan,1960,4,0.7
Michigan,1961,5,0.6
Michigan,1961,6,1.5
Michigan,1961,7,2.5
Michigan,1961,8,2.9
Michigan,1961,9,1.9
Michigan,1961,10,3.2
Michigan,1961,11,3.2
Michigan,1961,12,3
Michigan,1961,1,5.4
Michigan,1961,2,2.2
Michigan,1961,3,2.3
Michigan,1961,4,1.7
Michigan,1962,5,2.1
Michigan,1962,6,2.1
Michigan,1962,7,1
Michigan,1962,8,1.7
Michigan,1962,9,2.9
Michigan,1962,10,2.9
Michigan,1962,11,2.5
Michigan,1962,12,3
Michigan,1962,1,3.1
Michigan,1962,2,2.5
Michigan,1962,3,0.8
Michigan,1962,4,1.6
Michigan,1963,5,1
Michigan,1963,6,0.7
Michigan,1963,7,2.2
Michigan,1963,8,2.1
Michigan,1963,9,3.1
Michigan,1963,10,2.4
Michigan,1963,11,2.7
Michigan,1963,12,2.7
Michigan,1963,1,2.3
Michigan,1963,2,0.9
Michigan,1963,3,2.4
Michigan,1963,4,1.6
Michigan,1964,5,1.4
Michigan,1964,6,0.6
Michigan,1964,7,2.1
Michigan,1964,8,3.3
Michigan,1964,9,3.2
Michigan,1964,10,2
Michigan,1964,11,3.3
Michigan,1964,12,4
Michigan,1964,1,3.5
Michigan,1964,2,1.1
Michigan,1964,3,2.4
Michigan,1964,4,1.9
Michigan,1965,5,2.5
Michigan,1965,6,1.9
Michigan,1965,7,2
Michigan,1965,8,2.6
Michigan,1965,9,3
Michigan,1965,10,2.3
Michigan,1965,11,1.8
Michigan,1965,12,4.2
Michigan,1965,1,5.5
Michigan,1965,2,2.1
Michigan,1965,3,3
Michigan,1965,4,3
Michigan,1966,5,1.2
Michigan,1966,6,1.1
Michigan,1966,7,2.8
Michigan,1966,8,2.7
Michigan,1966,9,1.6
Michigan,1966,10,2.1
Michigan,1966,11,2
Michigan,1966,12,3.7
Michigan,1966,1,2.2
Michigan,1966,2,2.4
Michigan,1966,3,4.4
Michigan,1966,4,2.7
Michigan,1967,5,2.5
Michigan,1967,6,1.5
Michigan,1967,7,1.2
Michigan,1967,8,4.1
Michigan,1967,9,2
Michigan,1967,10,5.4
Michigan,1967,11,2.1
Michigan,1967,12,3
Michigan,1967,1,2.1
Michigan,1967,2,4.1
Michigan,1967,3,2.5
Michigan,1967,4,2.8
Michigan,1968,5,1.4
Michigan,1968,6,1.8
Michigan,1968,7,1.1
Michigan,1968,8,2.5
Michigan,1968,9,3.5
Michigan,1968,10,5.3
Michigan,1968,11,3
Michigan,1968,12,2.9
Michigan,1968,1,4.2
Michigan,1968,2,2.6
Michigan,1968,3,2.6
Michigan,1968,4,3.3
Michigan,1969,5,2.6
Michigan,1969,6,0.4
Michigan,1969,7,1.1
Michigan,1969,8,3.3
Michigan,1969,9,3.1
Michigan,1969,10,5.4
Michigan,1969,11,3.6
Michigan,1969,12,1.1
Michigan,1969,1,1.8
Michigan,1969,2,4.6
Michigan,1969,3,2.2
Michigan,1969,4,1.1
Michigan,1970,5,1.4
Michigan,1970,6,0.6
Michigan,1970,7,1.9
Michigan,1970,8,2.3
Michigan,1970,9,3.8
Michigan,1970,10,2.7
Michigan,1970,11,4.5
Michigan,1970,12,1.5
Michigan,1970,1,5.4
Michigan,1970,2,3.2
Michigan,1970,3,2.9
Michigan,1970,4,2.1
Michigan,1971,5,1.8
Michigan,1971,6,2.7
Michigan,1971,7,2
Michigan,1971,8,1.2
Michigan,1971,9,2.4
Michigan,1971,10,2.5
Michigan,1971,11,3
Michigan,1971,12,2.4
Michigan,1971,1,3
Michigan,1971,2,2.1
Michigan,1971,3,2.2
Michigan,1971,4,4
Michigan,1972,5,1.4
Michigan,1972,6,1.2
Michigan,1972,7,2.6
Michigan,1972,8,2.4
Michigan,1972,9,2.4
Michigan,1972,10,2.7
Michigan,1972,11,3.5
Michigan,1972,12,5.3
Michigan,1972,1,3.9
Michigan,1972,2,2.6
Michigan,1972,3,2.2
Michigan,1972,4,3.7
Michigan,1973,5,1.4
Michigan,1973,6,1.2
Michigan,1973,7,2.6
Michigan,1973,8,2.5
Michigan,1973,9,4.7
Michigan,1973,10,3.7
Michigan,1973,11,3.2
Michigan,1973,12,2.9
Michigan,1973,1,2.5
Michigan,1973,2,2.6
Michigan,1973,3,2.7
Michigan,1973,4,2.6
Michigan,1974,5,2.5
Michigan,1974,6,1.7
Michigan,1974,7,2.3
Michigan,1974,8,3
Michigan,1974,9,3.7
Michigan,1974,10,3.8
Michigan,1974,11,2.5
Michigan,1974,12,3.5
Michigan,1974,1,2.8
Michigan,1974,2,1.9
Michigan,1974,3,2.6
Michigan,1974,4,1.7
Michigan,1975,5,2.8
Michigan,1975,6,1.8
Michigan,1975,7,2.1
Michigan,1975,8,2.8
Michigan,1975,9,3.1
Michigan,1975,10,4.2
Michigan,1975,11,2.8
Michigan,1975,12,6.3
Michigan,1975,1,3.2
Michigan,1975,2,1.2
Michigan,1975,3,3.3
Michigan,1975,4,2.5
Michigan,1976,5,2
Michigan,1976,6,2.2
Michigan,1976,7,4.6
Michigan,1976,8,2.5
Michigan,1976,9,3.5
Michigan,1976,10,2.8
Michigan,1976,11,2.2
Michigan,1976,12,1.3
Michigan,1976,1,1.8
Michigan,1976,2,2
Michigan,1976,3,1.3
Michigan,1976,4,1.2
Michigan,1977,5,1.2
Michigan,1977,6,1.4
Michigan,1977,7,3.5
Michigan,1977,8,2.7
Michigan,1977,9,1.1
Michigan,1977,10,2.9
Michigan,1977,11,3.3
Michigan,1977,12,4.5
Michigan,1977,1,4.8
Michigan,1977,2,2.2
Michigan,1977,3,3
Michigan,1977,4,2.8
Michigan,1978,5,2.5
Michigan,1978,6,0.6
Michigan,1978,7,1.1
Michigan,1978,8,2
Michigan,1978,9,3.1
Michigan,1978,10,3
Michigan,1978,11,2.8
Michigan,1978,12,3.7
Michigan,1978,1,5.1
Michigan,1978,2,2.2
Michigan,1978,3,2.1
Michigan,1978,4,2.3
Michigan,1979,5,2.4
Michigan,1979,6,1
Michigan,1979,7,3
Michigan,1979,8,3
Michigan,1979,9,2.4
Michigan,1979,10,4.1
Michigan,1979,11,2.8
Michigan,1979,12,3.6
Michigan,1979,1,0.9
Michigan,1979,2,3.5
Michigan,1979,3,3.2
Michigan,1979,4,1.9
Michigan,1980,5,1.7
Michigan,1980,6,0.9
Michigan,1980,7,1.4
Michigan,1980,8,3.2
Michigan,1980,9,2.2
Michigan,1980,10,3.7
Michigan,1980,11,3.6
Michigan,1980,12,3.9
Michigan,1980,1,4.7
Michigan,1980,2,2.2
Michigan,1980,3,1.2
Michigan,1980,4,2.4
Michigan,1981,5,0.8
Michigan,1981,6,2.2
Michigan,1981,7,0.8
Michigan,1981,8,4.2
Michigan,1981,9,2.7
Michigan,1981,10,4.2
Michigan,1981,11,2.3
Michigan,1981,12,3.4
Michigan,1981,1,4
Michigan,1981,2,3.9
Michigan,1981,3,1.5
Michigan,1981,4,1.6
Michigan,1982,5,2.7
Michigan,1982,6,0.7
Michigan,1982,7,2.4
Michigan,1982,8,2.2
Michigan,1982,9,2.6
Michigan,1982,10,3.1
Michigan,1982,11,4.3
Michigan,1982,12,2.8
Michigan,1982,1,3.5
Michigan,1982,2,2.2
Michigan,1982,3,3.9
Michigan,1982,4,3.6
Michigan,1983,5,1.2
Michigan,1983,6,0.9
Michigan,1983,7,2.6
Michigan,1983,8,3
Michigan,1983,9,5.2
Michigan,1983,10,2.3
Michigan,1983,11,2.5
Michigan,1983,12,3
Michigan,1983,1,4.4
Michigan,1983,2,3.5
Michigan,1983,3,3.1
Michigan,1983,4,2.5
Michigan,1984,5,0.9
Michigan,1984,6,1.1
Michigan,1984,7,2.3
Michigan,1984,8,2.4
Michigan,1984,9,3.3
Michigan,1984,10,3
Michigan,1984,11,2.2
Michigan,1984,12,3.3
Michigan,1984,1,4.3
Michigan,1984,2,3
Michigan,1984,3,2.4
Michigan,1984,4,3.1
Michigan,1985,5,2.1
Michigan,1985,6,2.6
Michigan,1985,7,3.1
Michigan,1985,8,3.1
Michigan,1985,9,2.9
Michigan,1985,10,2.1
Michigan,1985,11,3.1
Michigan,1985,12,4.8
Michigan,1985,1,4.6
Michigan,1985,2,3.4
Michigan,1985,3,4.8
Michigan,1985,4,2.1
Michigan,1986,5,1.1
Michigan,1986,6,1.8
Michigan,1986,7,2
Michigan,1986,8,2
Michigan,1986,9,2.2
Michigan,1986,10,4.2
Michigan,1986,11,3.8
Michigan,1986,12,3
Michigan,1986,1,8.7
Michigan,1986,2,3
Michigan,1986,3,1.1
Michigan,1986,4,1.2
Michigan,1987,5,1.2
Michigan,1987,6,0.4
Michigan,1987,7,1.2
Michigan,1987,8,1.7
Michigan,1987,9,2.3
Michigan,1987,10,2.7
Michigan,1987,11,2.7
Michigan,1987,12,5.7
Michigan,1987,1,3.6
Michigan,1987,2,2.9
Michigan,1987,3,2.7
Michigan,1987,4,2.9
Michigan,1988,5,1.7
Michigan,1988,6,1.2
Michigan,1988,7,1.9
Michigan,1988,8,2.4
Michigan,1988,9,1.1
Michigan,1988,10,0.9
Michigan,1988,11,2.9
Michigan,1988,12,4.5
Michigan,1988,1,3.9
Michigan,1988,2,4.4
Michigan,1988,3,5
Michigan,1988,4,1.8
Michigan,1989,5,1.4
Michigan,1989,6,0.8
Michigan,1989,7,2.1
Michigan,1989,8,1.6
Michigan,1989,9,3.8
Michigan,1989,10,4
Michigan,1989,11,1.6
Michigan,1989,12,3.4
Michigan,1989,1,2.2
Michigan,1989,2,1.9
Michigan,1989,3,2.8
Michigan,1989,4,1.3
Michigan,1990,5,2
Michigan,1990,6,2
Michigan,1990,7,1.9
Michigan,1990,8,2
Michigan,1990,9,3.9
Michigan,1990,10,4.2
Michigan,1990,11,2.6
Michigan,1990,12,3.1
Michigan,1990,1,3.8
Michigan,1990,2,4.5
Michigan,1990,3,3.4
Michigan,1990,4,2.3
Michigan,1991,5,1.2
Michigan,1991,6,0.7
Michigan,1991,7,3.1
Michigan,1991,8,3.9
Michigan,1991,9,3.8
Michigan,1991,10,2
Michigan,1991,11,4.3
Michigan,1991,12,2.4
Michigan,1991,1,2.8
Michigan,1991,2,5.6
Michigan,1991,3,3.2
Michigan,1991,4,1.9
Michigan,1992,5,1.5
Michigan,1992,6,1.4
Michigan,1992,7,2
Michigan,1992,8,3
Michigan,1992,9,1.3
Michigan,1992,10,2.2
Michigan,1992,11,5
Michigan,1992,12,2.9
Michigan,1992,1,4.5
Michigan,1992,2,2.4
Michigan,1992,3,4.4
Michigan,1992,4,2.2
Michigan,1993,5,2.4
Michigan,1993,6,0.7
Michigan,1993,7,1
Michigan,1993,8,3.8
Michigan,1993,9,2.8
Michigan,1993,10,4.7
Michigan,1993,11,2.8
Michigan,1993,12,3.9
Michigan,1993,1,4.1
Michigan,1993,2,2.8
Michigan,1993,3,1.9
Michigan,1993,4,1
Michigan,1994,5,2
Michigan,1994,6,1.2
Michigan,1994,7,1.4
Michigan,1994,8,2.9
Michigan,1994,9,1.9
Michigan,1994,10,4.1
Michigan,1994,11,4.7
Michigan,1994,12,4.8
Michigan,1994,1,2.5
Michigan,1994,2,2.1
Michigan,1994,3,3.4
Michigan,1994,4,0.9
Michigan,1995,5,2.1
Michigan,1995,6,0.9
Michigan,1995,7,1.6
Michigan,1995,8,3.1
Michigan,1995,9,2.7
Michigan,1995,10,2.2
Michigan,1995,11,3.4
Michigan,1995,12,4
Michigan,1995,1,2.2
Michigan,1995,2,4
Michigan,1995,3,3.4
Michigan,1995,4,1.7
Michigan,1996,5,2.1
Michigan,1996,6,1.5
Michigan,1996,7,1.3
Michigan,1996,8,3.4
Michigan,1996,9,2.7
Michigan,1996,10,4.9
Michigan,1996,11,3.5
Michigan,1996,12,2.2
Michigan,1996,1,3.7
Michigan,1996,2,3.2
Michigan,1996,3,1.9
Michigan,1996,4,3
Michigan,1997,5,3
Michigan,1997,6,2.6
Michigan,1997,7,2.1
Michigan,1997,8,1.1
Michigan,1997,9,3.6
Michigan,1997,10,2.4
Michigan,1997,11,2.8
Michigan,1997,12,3.8
Michigan,1997,1,3.2
Michigan,1997,2,2
Michigan,1997,3,1.6
Michigan,1997,4,1.1
Michigan,1998,5,2.8
Michigan,1998,6,1.3
Michigan,1998,7,3.8
Michigan,1998,8,2.2
Michigan,1998,9,2.1
Michigan,1998,10,2.9
Michigan,1998,11,1.9
Michigan,1998,12,3.1
Michigan,1998,1,2.4
Michigan,1998,2,2.7
Michigan,1998,3,2.2
Michigan,1998,4,1.7
Michigan,1999,5,3.3
Michigan,1999,6,1.4
Michigan,1999,7,0.8
Michigan,1999,8,3.2
Michigan,1999,9,3.1
Michigan,1999,10,3.9
Michigan,1999,11,4.9
Michigan,1999,12,2.5
Michigan,1999,1,2.7
Michigan,1999,2,1.9
Michigan,1999,3,1.1
Michigan,1999,4,2.1
Michigan,2000,5,1.6
Michigan,2000,6,1.4
Michigan,2000,7,1.6
Michigan,2000,8,2.4
Michigan,2000,9,4.6
Michigan,2000,10,4
Michigan,2000,11,3.4
Michigan,2000,12,2.8
Michigan,2000,1,3.9
Michigan,2000,2,1.6
Michigan,2000,3,2.7
Michigan,2000,4,2.5
Michigan,2001,5,1.2
Michigan,2001,6,2.6
Michigan,2001,7,0.7
Michigan,2001,8,3.1
Michigan,2001,9,4.7
Michigan,2001,10,3.2
Michigan,2001,11,2
Michigan,2001,12,3.3
Michigan,2001,1,4.2
Michigan,2001,2,5.4
Michigan,2001,3,2.4
Michigan,2001,4,1.9
Michigan,2002,5,1.1
Michigan,2002,6,2.1
Michigan,2002,7,2.5
Michigan,2002,8,3.5
Michigan,2002,9,3.8
Michigan,2002,10,3
Michigan,2002,11,3.2
Michigan,2002,12,3.5
Michigan,2002,1,2.1
Michigan,2002,2,3
Michigan,2002,3,1.5
Michigan,2002,4,1.1
Michigan,2003,5,0.8
Michigan,2003,6,1
Michigan,2003,7,1.9
Michigan,2003,8,2.7
Michigan,2003,9,3.9
Michigan,2003,10,2.2
Michigan,2003,11,3.3
Michigan,2003,12,2.6
Michigan,2003,1,3.3
Michigan,2003,2,2.3
Michigan,2003,3,4.6
Michigan,2003,4,1.9
Michigan,2004,5,2
Michigan,2004,6,1.2
Michigan,2004,7,3.1
Michigan,2004,8,2
Michigan,2004,9,6.6
Michigan,2004,10,3.2
Michigan,2004,11,3.3
Michigan,2004,12,3.1
Michigan,2004,1,1
Michigan,2004,2,3.7
Michigan,2004,3,2.7
Michigan,2004,4,2.9
Michigan,2005,5,2.9
Michigan,2005,6,1.7
Michigan,2005,7,1.2
Michigan,2005,8,1.3
Michigan,2005,9,2
Michigan,2005,10,2.8
Michigan,2005,11,3.6
Michigan,2005,12,2.5
Michigan,2005,1,3.5
Michigan,2005,2,1.7
Michigan,2005,3,4.1
Michigan,2005,4,1.9
Michigan,2006,5,3
Michigan,2006,6,1.8
Michigan,2006,7,2.2
Michigan,2006,8,2.1
Michigan,2006,9,4.6
Michigan,2006,10,2.4
Michigan,2006,11,3.8
Michigan,2006,12,3.1
Michigan,2006,1,3.3
Michigan,2006,2,4.2
Michigan,2006,3,2.3
Michigan,2006,4,2.8
Michigan,2007,5,2.1
Michigan,2007,6,0.9
Michigan,2007,7,2.5
Michigan,2007,8,3
Michigan,2007,9,2.3
Michigan,2007,10,2.6
Michigan,2007,11,2
Michigan,2007,12,4.1
Michigan,2007,1,2.8
Michigan,2007,2,3.8
Michigan,2007,3,1.6
Michigan,2007,4,2.6
Michigan,2008,5,3.1
Michigan,2008,6,2.5
Michigan,2008,7,1.5
Michigan,2008,8,3.3
Michigan,2008,9,2.3
Michigan,2008,10,4.6
Michigan,2008,11,3.7
Michigan,2008,12,1.6
Michigan,2008,1,5.2
Michigan,2008,2,2.1
Michigan,2008,3,2.2
Michigan,2008,4,4.2
Michigan,2009,5,1.3
Michigan,2009,6,2.4
Michigan,2009,7,2.3
Michigan,2009,8,3.9
Michigan,2009,9,2.9
Michigan,2009,10,3.5
Michigan,2009,11,2.3
Michigan,2009,12,4.6
Michigan,2009,1,1.8
Michigan,2009,2,5.2
Michigan,2009,3,1
Michigan,2009,4,2.3
Michigan,2010,5,0.9
Michigan,2010,6,1
Michigan,2010,7,0.7
Michigan,2010,8,2
Michigan,2010,9,3.5
Michigan,2010,10,5.8
Michigan,2010,11,4.1
Michigan,2010,12,2.3
Michigan,2010,1,4.8
Michigan,2010,2,2
Michigan,2010,3,2.1
Michigan,2010,4,1.4
Michigan,2011,5,1.4
Michigan,2011,6,1.5
Michigan,2011,7,2.2
Michigan,2011,8,5.4
Michigan,2011,9,4.2
Michigan,2011,10,3.6
Michigan,2011,11,2.9
Michigan,2011,12,3.1
Michigan,2011,1,3.7
Michigan,2011,2,3.3
Michigan,2011,3,3.1
Michigan,2011,4,1.8
Michigan,2012,5,2.2
Michigan,2012,6,1.3
Michigan,2012,7,2.5
Michigan,2012,8,1.8
Michigan,2012,9,3
Michigan,2012,10,3
Michigan,2012,11,3.5
Michigan,2012,12,2.7
Michigan,2012,1,2.5
Michigan,2012,2,4.6
Michigan,2012,3,0.9
Michigan,2012,4,2.4
Michigan,2013,5,3.3
Michigan,2013,6,2.2
Michigan,2013,7,1.3
Michigan,2013,8,5.7
Michigan,2013,9,3.5
Michigan,2013,10,3.6
Michigan,2013,11,3.5
Michigan,2013,12,3
Michigan,2013,1,1.9
Michigan,2013,2,3.8
Michigan,2013,3,3.8
Michigan,2013,4,2.1
Michigan,2014,5,2.2
Michigan,2014,6,1.5
Michigan,2014,7,1.3
Michigan,2014,8,3.8
Michigan,2014,9,3.5
Michigan,2014,10,3.8
Michigan,2014,11,3.4
Michigan,2014,12,3.5
Michigan,2014,1,3.9
Michigan,2014,2,4
Michigan,2014,3,3.5
Michigan,2014,4,1.7
Michigan,2015,5,1.2
Michigan,2015,6,0.9
Michigan,2015,7,0.8
Michigan,2015,8,2.4
Michigan,2015,9,4.1
Michigan,2015,10,4
Michigan,2015,11,2.4
Michigan,2015,12,3.3
Michigan,2015,1,2.9
Michigan,2015,2,2.4
Michigan,2015,3,3
Michigan,2015,4,3.7
Michigan,2016,5,1.7
Michigan,2016,6,1.8
Michigan,2016,7,3.6
Michigan,2016,8,2.8
Michigan,2016,9,2.6
Michigan,2016,10,2.4
Michigan,2016,11,3.9
Michigan,2016,12,5
Michigan,2016,1,3.9
Michigan,2016,2,3.4
Michigan,2016,3,2
Michigan,2016,4,2.3
Michigan,2017,5,2.7
Michigan,2017,6,2
Michigan,2017,7,2.9
Michigan,2017,8,4.3
Michigan,2017,9,3.3
Michigan,2017,10,4.7
Michigan,2017,11,2.7
Michigan,2017,12,3.5
Michigan,2017,1,1.5
Michigan,2017,2,6.6
Michigan,2017,3,2.7
Michigan,2017,4,1.8
Michigan,2018,5,1.7
Michigan,2018,6,2.9
Michigan,2018,7,1
Michigan,2018,8,2.9
Minnesota,1950,9,1.5
Minnesota,1950,10,0.3
Minnesota,1950,11,1.9
Minnesota,1950,12,2.5
Minnesota,1950,1,4.5
Minnesota,1950,2,3
Minnesota,1950,3,3.5
Minnesota,1950,4,1.8
Minnesota,1950,5,2.6
Minnesota,1950,6,1.9
Minnesota,1950,7,1
Minnesota,1950,8,1
Minnesota,1951,9,0.5
Minnesota,1951,10,1.2
Minnesota,1951,11,2.4
Minnesota,1951,12,2
Minnesota,1951,1,2.8
Minnesota,1951,2,4.6
Minnesota,1951,3,3.2
Minnesota,1951,4,5.2
Minnesota,1951,5,3.3
Minnesota,1951,6,2.2
Minnesota,1951,7,1.1
Minnesota,1951,8,1.5
Minnesota,1952,9,1
Minnesota,1952,10,0.5
Minnesota,1952,11,1.4
Minnesota,1952,12,0.9
Minnesota,1952,1,1.5
Minnesota,1952,2,4.9
Minnesota,1952,3,5.4
Minnesota,1952,4,4.1
Minnesota,1952,5,0.6
Minnesota,1952,6,0.1
Minnesota,1952,7,1
Minnesota,1952,8,0.3
Minnesota,1953,9,0.9
Minnesota,1953,10,0.9
Minnesota,1953,11,1.3
Minnesota,1953,12,2.8
Minnesota,1953,1,4.2
Minnesota,1953,2,6
Minnesota,1953,3,4
Minnesota,1953,4,4.5
Minnesota,1953,5,1.7
Minnesota,1953,6,0.5
Minnesota,1953,7,1.5
Minnesota,1953,8,1.2
Minnesota,1954,9,0.8
Minnesota,1954,10,0.8
Minnesota,1954,11,1.2
Minnesota,1954,12,2.8
Minnesota,1954,1,3.3
Minnesota,1954,2,3.7
Minnesota,1954,3,2.9
Minnesota,1954,4,2.9
Minnesota,1954,5,3.2
Minnesota,1954,6,1.6
Minnesota,1954,7,0.6
Minnesota,1954,8,0.2
