state,year,month,tmin
Kentucky,1972,3,63.9
Kentucky,1972,4,62.9
Kentucky,1972,5,59.8
Kentucky,1972,6,43.8
Kentucky,1972,7,35.5
Kentucky,1972,8,30.7
Kentucky,1973,9,24.2
Kentucky,1973,10,25.1
Kentucky,1973,11,42.1
Kentucky,1973,12,43.7
Kentucky,1973,1,48.5
Kentucky,1973,2,62.1
Kentucky,1973,3,65.2
Kentucky,1973,4,63.4
Kentucky,1973,5,59.8
Kentucky,1973,6,48.1
Kentucky,1973,7,37.9
Kentucky,1973,8,27.6
Kentucky,1974,9,33
Kentucky,1974,10,27.2
Kentucky,1974,11,38.9
Kentucky,1974,12,43.3
Kentucky,1974,1,53.6
Kentucky,1974,2,56.9
Kentucky,1974,3,63.3
Kentucky,1974,4,63.1
Kentucky,1974,5,53.4
Kentucky,1974,6,40.1
Kentucky,1974,7,35.9
Kentucky,1974,8,29.2
Kentucky,1975,9,27.9
Kentucky,1975,10,29.8
Kentucky,1975,11,31.9
Kentucky,1975,12,40.3
Kentucky,1975,1,55.5
Kentucky,1975,2,61.2
Kentucky,1975,3,63.1
Kentucky,1975,4,66.4
Kentucky,1975,5,54
Kentucky,1975,6,46
Kentucky,1975,7,37.1
Kentucky,1975,8,28.6
Kentucky,1976,9,20.3
Kentucky,1976,10,32
Kentucky,1976,11,39.3
Kentucky,1976,12,40.6
Kentucky,1976,1,47.2
Kentucky,1976,2,60
Kentucky,1976,3,61.8
Kentucky,1976,4,59.3
Kentucky,1976,5,52.4
Kentucky,1976,6,39.1
Kentucky,1976,7,26.1
Kentucky,1976,8,20.2
Kentucky,1977,9,8.2
Kentucky,1977,10,22
Kentucky,1977,11,37.2
Kentucky,1977,12,45.5
Kentucky,1977,1,54.8
Kentucky,1977,2,60
Kentucky,1977,3,66.7
Kentucky,1977,4,64.5
Kentucky,1977,5,60.2
Kentucky,1977,6,41.9
Kentucky,1977,7,38.9
Kentucky,1977,8,24.1
Kentucky,1978,9,14
Kentucky,1978,10,13.7
Kentucky,1978,11,31
Kentucky,1978,12,44.4
Kentucky,1978,1,51
Kentucky,1978,2,60.8
Kentucky,1978,3,65.1
Kentucky,1978,4,64.6
Kentucky,1978,5,59.7
Kentucky,1978,6,40.4
Kentucky,1978,7,38.2
Kentucky,1978,8,27.3
Kentucky,1979,9,16.8
Kentucky,1979,10,17.7
Kentucky,1979,11,36.5
Kentucky,1979,12,43.1
Kentucky,1979,1,50
Kentucky,1979,2,59.4
Kentucky,1979,3,64.6
Kentucky,1979,4,63.8
Kentucky,1979,5,56.3
Kentucky,1979,6,43.9
Kentucky,1979,7,34.9
Kentucky,1979,8,27.8
Kentucky,1980,9,27.1
Kentucky,1980,10,19.3
Kentucky,1980,11,30.8
Kentucky,1980,12,41
Kentucky,1980,1,51.8
Kentucky,1980,2,58.6
Kentucky,1980,3,66.8
Kentucky,1980,4,66.9
Kentucky,1980,5,59.5
Kentucky,1980,6,40.6
Kentucky,1980,7,32.4
Kentucky,1980,8,26.9
Kentucky,1981,9,18.8
Kentucky,1981,10,24.5
Kentucky,1981,11,31
Kentucky,1981,12,47.9
Kentucky,1981,1,48.7
Kentucky,1981,2,63.2
Kentucky,1981,3,66.4
Kentucky,1981,4,62.7
Kentucky,1981,5,53.6
Kentucky,1981,6,42.9
Kentucky,1981,7,34.9
Kentucky,1981,8,24.3
Kentucky,1982,9,18.4
Kentucky,1982,10,25.8
Kentucky,1982,11,36.1
Kentucky,1982,12,38.8
Kentucky,1982,1,55.2
Kentucky,1982,2,57.5
Kentucky,1982,3,66
Kentucky,1982,4,61.3
Kentucky,1982,5,55.1
Kentucky,1982,6,45.2
Kentucky,1982,7,37.3
Kentucky,1982,8,35
Kentucky,1983,9,25.8
Kentucky,1983,10,28
Kentucky,1983,11,35.6
Kentucky,1983,12,40.1
Kentucky,1983,1,49.6
Kentucky,1983,2,59.5
Kentucky,1983,3,66.1
Kentucky,1983,4,66.5
Kentucky,1983,5,55.6
Kentucky,1983,6,46.8
Kentucky,1983,7,35.7
Kentucky,1983,8,20.9
Kentucky,1984,9,19.2
Kentucky,1984,10,29.2
Kentucky,1984,11,31.7
Kentucky,1984,12,43.1
Kentucky,1984,1,49.1
Kentucky,1984,2,62.6
Kentucky,1984,3,61.9
Kentucky,1984,4,63.5
Kentucky,1984,5,53.4
Kentucky,1984,6,53
Kentucky,1984,7,31.9
Kentucky,1984,8,35.4
Kentucky,1985,9,17.2
Kentucky,1985,10,22.3
Kentucky,1985,11,37.5
Kentucky,1985,12,46.4
Kentucky,1985,1,53.6
Kentucky,1985,2,59.8
Kentucky,1985,3,64.5
Kentucky,1985,4,63.4
Kentucky,1985,5,54.5
Kentucky,1985,6,49.9
Kentucky,1985,7,44.7
Kentucky,1985,8,20.8
Kentucky,1986,9,21.5
Kentucky,1986,10,31.4
Kentucky,1986,11,34.3
Kentucky,1986,12,43.8
Kentucky,1986,1,54.5
Kentucky,1986,2,62.4
Kentucky,1986,3,67.4
Kentucky,1986,4,60.7
Kentucky,1986,5,60
Kentucky,1986,6,47.2
Kentucky,1986,7,38.1
Kentucky,1986,8,28.3
Kentucky,1987,9,24.6
Kentucky,1987,10,29.5
Kentucky,1987,11,35.3
Kentucky,1987,12,41.1
Kentucky,1987,1,56.6
Kentucky,1987,2,62.6
Kentucky,1987,3,65.5
Kentucky,1987,4,64.4
Kentucky,1987,5,55.7
Kentucky,1987,6,36.9
Kentucky,1987,7,37.2
Kentucky,1987,8,30
Kentucky,1988,9,21.1
Kentucky,1988,10,23.9
Kentucky,1988,11,33.4
Kentucky,1988,12,41.1
Kentucky,1988,1,49.3
Kentucky,1988,2,56.7
Kentucky,1988,3,65.1
Kentucky,1988,4,65.7
Kentucky,1988,5,56.4
Kentucky,1988,6,37.6
Kentucky,1988,7,34.5
Kentucky,1988,8,26
Kentucky,1989,9,30.2
Kentucky,1989,10,25.4
Kentucky,1989,11,36
Kentucky,1989,12,42.3
Kentucky,1989,1,49.2
Kentucky,1989,2,61.4
Kentucky,1989,3,65.5
Kentucky,1989,4,63.2
Kentucky,1989,5,56.7
Kentucky,1989,6,43.7
Kentucky,1989,7,34.5
Kentucky,1989,8,15.3
Kentucky,1990,9,32
Kentucky,1990,10,33.9
Kentucky,1990,11,38.9
Kentucky,1990,12,41.4
Kentucky,1990,1,51.6
Kentucky,1990,2,60.6
Kentucky,1990,3,63.9
Kentucky,1990,4,62.6
Kentucky,1990,5,57.6
Kentucky,1990,6,43.5
Kentucky,1990,7,37.1
Kentucky,1990,8,29.6
Kentucky,1991,9,26.2
Kentucky,1991,10,28.9
Kentucky,1991,11,37.4
Kentucky,1991,12,47.4
Kentucky,1991,1,59.8
Kentucky,1991,2,63.4
Kentucky,1991,3,66.5
Kentucky,1991,4,62.9
Kentucky,1991,5,57.4
Kentucky,1991,6,45.5
Kentucky,1991,7,34.1
Kentucky,1991,8,31
Kentucky,1992,9,26.4
Kentucky,1992,10,31.6
Kentucky,1992,11,34.6
Kentucky,1992,12,43.9
Kentucky,1992,1,50.6
Kentucky,1992,2,58.2
Kentucky,1992,3,66.1
Kentucky,1992,4,60.5
Kentucky,1992,5,55.9
Kentucky,1992,6,42.1
Kentucky,1992,7,36.9
Kentucky,1992,8,28.6
Kentucky,1993,9,29
Kentucky,1993,10,23.6
Kentucky,1993,11,32.7
Kentucky,1993,12,41.3
Kentucky,1993,1,52.2
Kentucky,1993,2,60.1
Kentucky,1993,3,68.2
Kentucky,1993,4,64.6
Kentucky,1993,5,55.7
Kentucky,1993,6,42.4
Kentucky,1993,7,34
Kentucky,1993,8,28.3
Kentucky,1994,9,18.6
Kentucky,1994,10,26.7
Kentucky,1994,11,33.4
Kentucky,1994,12,44.9
Kentucky,1994,1,47.1
Kentucky,1994,2,63.1
Kentucky,1994,3,65.5
Kentucky,1994,4,61.2
Kentucky,1994,5,53.2
Kentucky,1994,6,44
Kentucky,1994,7,39.3
Kentucky,1994,8,31.8
Kentucky,1995,9,26.8
Kentucky,1995,10,24.4
Kentucky,1995,11,35.9
Kentucky,1995,12,42.6
Kentucky,1995,1,52.6
Kentucky,1995,2,61
Kentucky,1995,3,65.4
Kentucky,1995,4,68.2
Kentucky,1995,5,54.4
Kentucky,1995,6,44.7
Kentucky,1995,7,29.9
Kentucky,1995,8,24.8
Kentucky,1996,9,23.4
Kentucky,1996,10,26.2
Kentucky,1996,11,28.9
Kentucky,1996,12,39.7
Kentucky,1996,1,55.4
Kentucky,1996,2,61.6
Kentucky,1996,3,63.2
Kentucky,1996,4,63.3
Kentucky,1996,5,55.1
Kentucky,1996,6,44.9
Kentucky,1996,7,31.8
Kentucky,1996,8,31
Kentucky,1997,9,22.6
Kentucky,1997,10,32.8
Kentucky,1997,11,36.9
Kentucky,1997,12,37.2
Kentucky,1997,1,46.8
Kentucky,1997,2,61.2
Kentucky,1997,3,64.7
Kentucky,1997,4,62.1
Kentucky,1997,5,54.9
Kentucky,1997,6,43.5
Kentucky,1997,7,33.6
Kentucky,1997,8,28.8
Kentucky,1998,9,33.2
Kentucky,1998,10,34.1
Kentucky,1998,11,37
Kentucky,1998,12,43.2
Kentucky,1998,1,56.8
Kentucky,1998,2,63
Kentucky,1998,3,66.5
Kentucky,1998,4,63.9
Kentucky,1998,5,58.9
Kentucky,1998,6,46
Kentucky,1998,7,36.6
Kentucky,1998,8,31.4
Kentucky,1999,9,27.7
Kentucky,1999,10,30.8
Kentucky,1999,11,30.6
Kentucky,1999,12,46.8
Kentucky,1999,1,51.4
Kentucky,1999,2,62.5
Kentucky,1999,3,68.1
Kentucky,1999,4,61.7
Kentucky,1999,5,52
Kentucky,1999,6,43
Kentucky,1999,7,38.7
Kentucky,1999,8,28.5
Kentucky,2000,9,24.3
Kentucky,2000,10,32.2
Kentucky,2000,11,37.4
Kentucky,2000,12,41.7
Kentucky,2000,1,55.1
Kentucky,2000,2,62
Kentucky,2000,3,63.7
Kentucky,2000,4,63.9
Kentucky,2000,5,56
Kentucky,2000,6,45.8
Kentucky,2000,7,34
Kentucky,2000,8,18
Kentucky,2001,9,22.3
Kentucky,2001,10,31.1
Kentucky,2001,11,30.9
Kentucky,2001,12,47.4
Kentucky,2001,1,54.1
Kentucky,2001,2,59.4
Kentucky,2001,3,65
Kentucky,2001,4,66.2
Kentucky,2001,5,54.3
Kentucky,2001,6,42.7
Kentucky,2001,7,37
Kentucky,2001,8,32
Kentucky,2002,9,27.6
Kentucky,2002,10,27.3
Kentucky,2002,11,34.1
Kentucky,2002,12,46.3
Kentucky,2002,1,50
Kentucky,2002,2,63
Kentucky,2002,3,67.8
Kentucky,2002,4,65.6
Kentucky,2002,5,59.5
Kentucky,2002,6,48.9
Kentucky,2002,7,34.5
Kentucky,2002,8,28.7
Kentucky,2003,9,19.8
Kentucky,2003,10,26.2
Kentucky,2003,11,36.7
Kentucky,2003,12,45.5
Kentucky,2003,1,54.4
Kentucky,2003,2,57.7
Kentucky,2003,3,64.9
Kentucky,2003,4,65.6
Kentucky,2003,5,55
Kentucky,2003,6,44.4
Kentucky,2003,7,39.8
Kentucky,2003,8,28.2
Kentucky,2004,9,22.6
Kentucky,2004,10,26.5
Kentucky,2004,11,38.1
Kentucky,2004,12,44
Kentucky,2004,1,58.3
Kentucky,2004,2,61.6
Kentucky,2004,3,64.2
Kentucky,2004,4,60.4
Kentucky,2004,5,57.2
Kentucky,2004,6,49.2
Kentucky,2004,7,41.2
Kentucky,2004,8,26.5
Kentucky,2005,9,31.1
Kentucky,2005,10,31.4
Kentucky,2005,11,31.9
Kentucky,2005,12,44.6
Kentucky,2005,1,48.3
Kentucky,2005,2,62.4
Kentucky,2005,3,67.4
Kentucky,2005,4,66.9
Kentucky,2005,5,58.8
Kentucky,2005,6,46.2
Kentucky,2005,7,35.6
Kentucky,2005,8,24.8
Kentucky,2006,9,32.9
Kentucky,2006,10,26.2
Kentucky,2006,11,35.1
Kentucky,2006,12,47.7
Kentucky,2006,1,51.1
Kentucky,2006,2,59.7
Kentucky,2006,3,65.7
Kentucky,2006,4,67
Kentucky,2006,5,54.9
Kentucky,2006,6,43.2
Kentucky,2006,7,36.4
Kentucky,2006,8,30.6
Kentucky,2007,9,29.4
Kentucky,2007,10,20.1
Kentucky,2007,11,40.7
Kentucky,2007,12,41.5
Kentucky,2007,1,54.1
Kentucky,2007,2,61
Kentucky,2007,3,63.1
Kentucky,2007,4,68
Kentucky,2007,5,58.5
Kentucky,2007,6,50.1
Kentucky,2007,7,34.3
Kentucky,2007,8,31.8
Kentucky,2008,9,23.8
Kentucky,2008,10,28.5
Kentucky,2008,11,34.3
Kentucky,2008,12,43.4
Kentucky,2008,1,49.8
Kentucky,2008,2,62.6
Kentucky,2008,3,63.5
Kentucky,2008,4,61.8
Kentucky,2008,5,58.2
Kentucky,2008,6,43.3
Kentucky,2008,7,32.1
Kentucky,2008,8,26.4
Kentucky,2009,9,21
Kentucky,2009,10,27.8
Kentucky,2009,11,37
Kentucky,2009,12,43.9
Kentucky,2009,1,54.4
Kentucky,2009,2,63
Kentucky,2009,3,62
Kentucky,2009,4,63.2
Kentucky,2009,5,59.6
Kentucky,2009,6,43.7
Kentucky,2009,7,37.6
Kentucky,2009,8,27.3
Kentucky,2010,9,22.1
Kentucky,2010,10,22.8
Kentucky,2010,11,35.9
Kentucky,2010,12,45.8
Kentucky,2010,1,56.5
Kentucky,2010,2,66.2
Kentucky,2010,3,67.6
Kentucky,2010,4,66.6
Kentucky,2010,5,56
Kentucky,2010,6,43.2
Kentucky,2010,7,34.6
Kentucky,2010,8,21.8
Kentucky,2011,9,22
Kentucky,2011,10,28.6
Kentucky,2011,11,37.9
Kentucky,2011,12,46.9
Kentucky,2011,1,53.7
Kentucky,2011,2,63.1
Kentucky,2011,3,69.1
Kentucky,2011,4,64
Kentucky,2011,5,56.8
Kentucky,2011,6,43.1
Kentucky,2011,7,39.1
Kentucky,2011,8,31.6
Kentucky,2012,9,28.2
Kentucky,2012,10,31.1
Kentucky,2012,11,45.6
Kentucky,2012,12,44.3
Kentucky,2012,1,57.4
Kentucky,2012,2,58.8
Kentucky,2012,3,68.9
Kentucky,2012,4,62.5
Kentucky,2012,5,56.2
Kentucky,2012,6,44.2
Kentucky,2012,7,30.2
Kentucky,2012,8,34.3
Kentucky,2013,9,27.9
Kentucky,2013,10,26.6
Kentucky,2013,11,30
Kentucky,2013,12,42.8
Kentucky,2013,1,53.7
Kentucky,2013,2,62.3
Kentucky,2013,3,64.3
Kentucky,2013,4,63.9
Kentucky,2013,5,57.7
Kentucky,2013,6,46.7
Kentucky,2013,7,31.3
Kentucky,2013,8,28.3
Kentucky,2014,9,15.6
Kentucky,2014,10,23.4
Kentucky,2014,11,28.9
Kentucky,2014,12,44
Kentucky,2014,1,54
Kentucky,2014,2,63.6
Kentucky,2014,3,61.2
Kentucky,2014,4,64.6
Kentucky,2014,5,56.8
Kentucky,2014,6,46.7
Kentucky,2014,7,29.6
Kentucky,2014,8,32.4
Kentucky,2015,9,22.9
Kentucky,2015,10,16
Kentucky,2015,11,33.1
Kentucky,2015,12,45.2
Kentucky,2015,1,55.2
Kentucky,2015,2,63.9
Kentucky,2015,3,67.1
Kentucky,2015,4,61.8
Kentucky,2015,5,58.2
Kentucky,2015,6,46.1
Kentucky,2015,7,39.9
Kentucky,2015,8,39.3
Kentucky,2016,9,21.8
Kentucky,2016,10,29.6
Kentucky,2016,11,40.4
Kentucky,2016,12,44.2
Kentucky,2016,1,52
Kentucky,2016,2,63.2
Kentucky,2016,3,68
Kentucky,2016,4,68.4
Kentucky,2016,5,59.6
Kentucky,2016,6,49.9
Kentucky,2016,7,36.8
Kentucky,2016,8,27.8
Kentucky,2017,9,33
Kentucky,2017,10,34.5
Kentucky,2017,11,36.4
Kentucky,2017,12,49.8
Kentucky,2017,1,53.7
Kentucky,2017,2,60.2
Kentucky,2017,3,66.5
Kentucky,2017,4,62.3
Kentucky,2017,5,56.8
Kentucky,2017,6,47.2
Kentucky,2017,7,35.8
Kentucky,2017,8,26.1
Kentucky,2018,9,19.7
Kentucky,2018,10,34.3
Kentucky,2018,11,34.1
Kentucky,2018,12,38.4
Louisiana,1950,1,52.4
Louisiana,1950,2,46.8
Louisiana,1950,3,45.3
Louisiana,1950,4,52.4
Louisiana,1950,5,65.4
Louisiana,1950,6,69.7
Louisiana,1950,7,70.5
Louisiana,1950,8,69.8
Louisiana,1950,9,65.9
Louisiana,1950,10,56.4
Louisiana,1950,11,41.4
Louisiana,1950,12,37.3
Louisiana,1951,1,38.8
Louisiana,1951,2,41.9
Louisiana,1951,3,48.7
Louisiana,1951,4,52.2
Louisiana,1951,5,61.3
Louisiana,1951,6,69.9
Louisiana,1951,7,72
Louisiana,1951,8,72.5
Louisiana,1951,9,67
Louisiana,1951,10,56.4
Louisiana,1951,11,41.4
Louisiana,1951,12,43.4
Louisiana,1952,1,48.2
Louisiana,1952,2,45.9
Louisiana,1952,3,45.2
Louisiana,1952,4,51.3
Louisiana,1952,5,61.4
Louisiana,1952,6,70.4
Louisiana,1952,7,71.7
Louisiana,1952,8,71.7
Louisiana,1952,9,62.9
Louisiana,1952,10,43.3
Louisiana,1952,11,43.3
Louisiana,1952,12,39.5
Louisiana,1953,1,41.4
Louisiana,1953,2,42.3
Louisiana,1953,3,53.9
Louisiana,1953,4,53.6
Louisiana,1953,5,65.8
Louisiana,1953,6,72.1
Louisiana,1953,7,71.6
Louisiana,1953,8,70.8
Louisiana,1953,9,63.3
Louisiana,1953,10,54.2
Louisiana,1953,11,43.2
Louisiana,1953,12,38.1
Louisiana,1954,1,41.1
Louisiana,1954,2,43.6
Louisiana,1954,3,46.2
Louisiana,1954,4,59.1
Louisiana,1954,5,58.6
Louisiana,1954,6,69.5
Louisiana,1954,7,72.5
Louisiana,1954,8,71.4
Louisiana,1954,9,65.7
Louisiana,1954,10,57.3
Louisiana,1954,11,42.5
Louisiana,1954,12,38.7
Louisiana,1955,1,39.1
Louisiana,1955,2,42.1
Louisiana,1955,3,50.5
Louisiana,1955,4,58.3
Louisiana,1955,5,64.4
Louisiana,1955,6,64.8
Louisiana,1955,7,71.5
Louisiana,1955,8,71.1
Louisiana,1955,9,68.4
Louisiana,1955,10,52.6
Louisiana,1955,11,44.9
Louisiana,1955,12,41.6
Louisiana,1956,1,36.6
Louisiana,1956,2,46.6
Louisiana,1956,3,46.8
Louisiana,1956,4,54.1
Louisiana,1956,5,64.8
Louisiana,1956,6,67.7
Louisiana,1956,7,71
Louisiana,1956,8,69.7
Louisiana,1956,9,62.6
Louisiana,1956,10,55.6
Louisiana,1956,11,43.2
Louisiana,1956,12,45.5
Louisiana,1957,1,43.6
Louisiana,1957,2,50.2
Louisiana,1957,3,46.6
Louisiana,1957,4,57.4
Louisiana,1957,5,64.8
Louisiana,1957,6,70.5
Louisiana,1957,7,72.3
Louisiana,1957,8,70.4
Louisiana,1957,9,65.7
Louisiana,1957,10,52.9
Louisiana,1957,11,48.7
Louisiana,1957,12,40.9
Louisiana,1958,1,34.5
Louisiana,1958,2,35.5
Louisiana,1958,3,44.3
Louisiana,1958,4,55.6
Louisiana,1958,5,63.7
Louisiana,1958,6,70.7
Louisiana,1958,7,72.4
Louisiana,1958,8,70.3
Louisiana,1958,9,69.5
Louisiana,1958,10,55.9
Louisiana,1958,11,47.4
Louisiana,1958,12,36.5
Louisiana,1959,1,34.9
Louisiana,1959,2,43.8
Louisiana,1959,3,44.3
Louisiana,1959,4,54.1
Louisiana,1959,5,65.4
Louisiana,1959,6,69.5
Louisiana,1959,7,71.1
Louisiana,1959,8,71.5
Louisiana,1959,9,67.8
Louisiana,1959,10,59.2
Louisiana,1959,11,41.2
Louisiana,1959,12,40.3
Louisiana,1960,1,38.3
Louisiana,1960,2,36.1
Louisiana,1960,3,41.3
Louisiana,1960,4,55.6
Louisiana,1960,5,59.5
Louisiana,1960,6,68.7
Louisiana,1960,7,72.1
Louisiana,1960,8,71.3
Louisiana,1960,9,66
Louisiana,1960,10,57.9
Louisiana,1960,11,47
Louisiana,1960,12,37.4
Louisiana,1961,1,33.1
Louisiana,1961,2,43.7
Louisiana,1961,3,51.6
Louisiana,1961,4,51.2
Louisiana,1961,5,61
Louisiana,1961,6,66.9
Louisiana,1961,7,70.1
Louisiana,1961,8,68.9
Louisiana,1961,9,66.6
Louisiana,1961,10,52.5
Louisiana,1961,11,46.8
Louisiana,1961,12,40.4
Louisiana,1962,1,34.1
Louisiana,1962,2,48.6
Louisiana,1962,3,42.8
Louisiana,1962,4,53.6
Louisiana,1962,5,63.1
Louisiana,1962,6,68.9
Louisiana,1962,7,72.6
Louisiana,1962,8,71.8
Louisiana,1962,9,67
Louisiana,1962,10,58.7
Louisiana,1962,11,43.4
Louisiana,1962,12,38.1
Louisiana,1963,1,32
Louisiana,1963,2,34.1
Louisiana,1963,3,49.1
Louisiana,1963,4,59.6
Louisiana,1963,5,63.1
Louisiana,1963,6,69.4
Louisiana,1963,7,71.7
Louisiana,1963,8,71.1
Louisiana,1963,9,66.4
Louisiana,1963,10,55.6
Louisiana,1963,11,46.5
Louisiana,1963,12,31.4
Louisiana,1964,1,35.7
Louisiana,1964,2,36.4
Louisiana,1964,3,45.8
Louisiana,1964,4,59.2
Louisiana,1964,5,64
Louisiana,1964,6,69.1
Louisiana,1964,7,71.8
Louisiana,1964,8,72.6
Louisiana,1964,9,66.4
Louisiana,1964,10,50.8
Louisiana,1964,11,49.7
Louisiana,1964,12,41.8
Louisiana,1965,1,40.4
Louisiana,1965,2,39.3
Louisiana,1965,3,43.5
Louisiana,1965,4,59.6
Louisiana,1965,5,64.5
Louisiana,1965,6,68.1
Louisiana,1965,7,71.4
Louisiana,1965,8,69.9
Louisiana,1965,9,68
Louisiana,1965,10,53.3
Louisiana,1965,11,53.2
Louisiana,1965,12,41
Louisiana,1966,1,35.7
Louisiana,1966,2,39.2
Louisiana,1966,3,46.1
Louisiana,1966,4,56.3
Louisiana,1966,5,64.4
Louisiana,1966,6,66.6
Louisiana,1966,7,72.7
Louisiana,1966,8,69.9
Louisiana,1966,9,65.6
Louisiana,1966,10,52
Louisiana,1966,11,48.6
Louisiana,1966,12,40.3
Louisiana,1967,1,38.3
Louisiana,1967,2,37.2
Louisiana,1967,3,49.9
Louisiana,1967,4,61.2
Louisiana,1967,5,60.9
Louisiana,1967,6,69.4
Louisiana,1967,7,69.7
Louisiana,1967,8,69
Louisiana,1967,9,62.6
Louisiana,1967,10,50.3
Louisiana,1967,11,44.2
Louisiana,1967,12,42.8
Louisiana,1968,1,37.5
Louisiana,1968,2,33.2
Louisiana,1968,3,44
Louisiana,1968,4,58
Louisiana,1968,5,62.1
Louisiana,1968,6,69.2
Louisiana,1968,7,70.1
Louisiana,1968,8,70.2
Louisiana,1968,9,62.7
Louisiana,1968,10,55
Louisiana,1968,11,43
Louisiana,1968,12,37.4
Louisiana,1969,1,41
Louisiana,1969,2,41
Louisiana,1969,3,41.1
Louisiana,1969,4,56.1
Louisiana,1969,5,61.8
Louisiana,1969,6,68.9
Louisiana,1969,7,73.4
Louisiana,1969,8,69.9
Louisiana,1969,9,64
Louisiana,1969,10,56.6
Louisiana,1969,11,42.6
Louisiana,1969,12,39.1
Louisiana,1970,1,34
Louisiana,1970,2,37
Louisiana,1970,3,45.7
Louisiana,1970,4,58.6
Louisiana,1970,5,61.5
Louisiana,1970,6,68.3
Louisiana,1970,7,70.3
Louisiana,1970,8,72
Louisiana,1970,9,69.4
Louisiana,1970,10,54.2
Louisiana,1970,11,41.2
Louisiana,1970,12,44.5
Louisiana,1971,1,40.6
Louisiana,1971,2,39.5
Louisiana,1971,3,43.7
Louisiana,1971,4,52.9
Louisiana,1971,5,59.9
Louisiana,1971,6,69
Louisiana,1971,7,71.2
Louisiana,1971,8,69.8
Louisiana,1971,9,68.1
Louisiana,1971,10,59
Louisiana,1971,11,44.1
Louisiana,1971,12,49.7
Louisiana,1972,1,42.8
Louisiana,1972,2,41.3
Louisiana,1972,3,48.1
Louisiana,1972,4,56.3
Louisiana,1972,5,61.4
Louisiana,1972,6,69.2
Louisiana,1972,7,69.7
Louisiana,1972,8,70.1
Louisiana,1972,9,69.6
Louisiana,1972,10,56.5
Louisiana,1972,11,44.4
Louisiana,1972,12,39.5
Louisiana,1973,1,36.2
Louisiana,1973,2,38.5
Louisiana,1973,3,52.6
Louisiana,1973,4,53.2
Louisiana,1973,5,61.2
Louisiana,1973,6,69.5
Louisiana,1973,7,72.5
Louisiana,1973,8,69.1
Louisiana,1973,9,69.2
Louisiana,1973,10,59.6
Louisiana,1973,11,52.6
Louisiana,1973,12,37.8
Louisiana,1974,1,46.4
Louisiana,1974,2,41
Louisiana,1974,3,53.7
Louisiana,1974,4,54.5
Louisiana,1974,5,65.8
Louisiana,1974,6,66.8
Louisiana,1974,7,70.4
Louisiana,1974,8,70
Louisiana,1974,9,64.2
Louisiana,1974,10,52.6
Louisiana,1974,11,46.6
Louisiana,1974,12,40.6
Louisiana,1975,1,43.2
Louisiana,1975,2,42.6
Louisiana,1975,3,46.8
Louisiana,1975,4,55
Louisiana,1975,5,65
Louisiana,1975,6,69.4
Louisiana,1975,7,71.3
Louisiana,1975,8,71.2
Louisiana,1975,9,62.6
Louisiana,1975,10,55.1
Louisiana,1975,11,46.5
Louisiana,1975,12,38.9
Louisiana,1976,1,34.6
Louisiana,1976,2,45.6
Louisiana,1976,3,51.4
Louisiana,1976,4,55
Louisiana,1976,5,58.7
Louisiana,1976,6,66.3
Louisiana,1976,7,70.2
Louisiana,1976,8,68
Louisiana,1976,9,64.4
Louisiana,1976,10,47
Louisiana,1976,11,38.5
Louisiana,1976,12,35.6
Louisiana,1977,1,29.4
Louisiana,1977,2,38.4
Louisiana,1977,3,49.1
Louisiana,1977,4,55.4
Louisiana,1977,5,63.8
Louisiana,1977,6,70.1
Louisiana,1977,7,72.3
Louisiana,1977,8,72.1
Louisiana,1977,9,69.7
Louisiana,1977,10,53.5
Louisiana,1977,11,49.4
Louisiana,1977,12,39.1
Louisiana,1978,1,31.9
Louisiana,1978,2,32.1
Louisiana,1978,3,43.3
Louisiana,1978,4,55.3
Louisiana,1978,5,63.8
Louisiana,1978,6,69.7
Louisiana,1978,7,72.1
Louisiana,1978,8,70.9
Louisiana,1978,9,68.7
Louisiana,1978,10,52
Louisiana,1978,11,51.3
Louisiana,1978,12,39.1
Louisiana,1979,1,32.3
Louisiana,1979,2,39
Louisiana,1979,3,48
Louisiana,1979,4,57.8
Louisiana,1979,5,61
Louisiana,1979,6,68.4
Louisiana,1979,7,72.6
Louisiana,1979,8,71
Louisiana,1979,9,64.9
Louisiana,1979,10,54.7
Louisiana,1979,11,41.2
Louisiana,1979,12,37.2
Louisiana,1980,1,42
Louisiana,1980,2,37.5
Louisiana,1980,3,46.6
Louisiana,1980,4,52.4
Louisiana,1980,5,64
Louisiana,1980,6,70.2
Louisiana,1980,7,73.3
Louisiana,1980,8,71.7
Louisiana,1980,9,70.1
Louisiana,1980,10,50
Louisiana,1980,11,43.5
Louisiana,1980,12,37.4
Louisiana,1981,1,32.9
Louisiana,1981,2,39.7
Louisiana,1981,3,45
Louisiana,1981,4,60.2
Louisiana,1981,5,60.3
Louisiana,1981,6,71.8
Louisiana,1981,7,73.3
Louisiana,1981,8,71.3
Louisiana,1981,9,63.2
Louisiana,1981,10,55.9
Louisiana,1981,11,48
Louisiana,1981,12,38
Louisiana,1982,1,37.5
Louisiana,1982,2,39.6
Louisiana,1982,3,51.9
Louisiana,1982,4,54.8
Louisiana,1982,5,63.5
Louisiana,1982,6,69.3
Louisiana,1982,7,71.8
Louisiana,1982,8,72
Louisiana,1982,9,63.7
Louisiana,1982,10,54.9
Louisiana,1982,11,48.3
Louisiana,1982,12,45.9
